MaizeGDB: Details of Map Genetic 9
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
T4-9d(9)	70.00																						
T8-9a(9)	70.00																						
ftsh1	70.00		GRMZM2G110408	Chr9	110677553	110681978	Zm00001d046971	Chr9	113591821	113595110	Zm00001eb389930	chr9	115412463	115417111									
pis1	70.10		GRMZM2G110646	Chr9	110726336	110731738	Zm00001d046972	Chr9	113640887	113645997	Zm00001eb389940	chr9	115461582	115466776									
LOC100193995	70.12		GRMZM2G110822	Chr9	110733578	110739447	Zm00001d046973	Chr9	113647839	113653645	Zm00001eb389950	chr9	115468406	115474501									
mybr86	70.20		GRMZM2G170148	Chr9	110859050	110870308	Zm00001d046974	Chr9	113773320	113784564	Zm00001eb389960	chr9	115594109	115605365									
IDP8688	70.24		GRMZM2G472087	Chr9	110875571	110877812	Zm00001d046975	Chr9	113789238	113792145	Zm00001eb389970	chr9	115605840	115612825									
pzb01358	70.60		GRMZM2G313162	Chr9	111007594	111013702	Zm00001d046979	Chr9	113964897	113976963	Zm00001eb389990	chr9	115785717	115797811									
psr129a	70.78																						
glk32	71.00		GRMZM2G454449	Chr9	111271909	111274197	Zm00001d046981	Chr9	114152611	114155554	Zm00001eb390020	chr9	115963060	115965631									
saur74	71.22		GRMZM2G465383	Chr9	111136620	111137577	Zm00001d046986	Chr9	114297761	114298180	Zm00001eb390100	chr9	116107471	116108687									
LOC103640196	71.41		GRMZM2G385150	Chr9	111092997	111095238	Zm00001d046992	Chr9	114339584	114341706	Zm00001eb390160	chr9	116149068	116151841									
saur73	71.43		GRMZM2G083980	Chr9	111086583	111087287	Zm00001d046993	Chr9	114347644	114347928	Zm00001eb390170	chr9	116157819	116158488									
umc1107	71.45		GRMZM6G778611	scaffold_253	1	1192	Zm00001d046995	Chr9	114408410	114410512	Zm00001eb390180	chr9	116218686	116221232									
tub7	71.50						Zm00001d046996	Chr9	114521702	114522844	Zm00001eb390190	chr9	116329970	116333291									
LOC100383311	71.51		GRMZM6G495931	scaffold_229	1	2539	Zm00001d046997	Chr9	114569881	114574600	Zm00001eb390200	chr9	116380053	116385239									
Zm00001d046998	71.52						Zm00001d046998	Chr9	114745284	114746117	Zm00001eb390210	chr9	116555333	116557370									
Zm00001d047011	71.66		GRMZM2G067448	Chr9	111672168	111673009	Zm00001d047011	Chr9	115074866	115075508													
dek39	71.70		GRMZM2G345128	Chr9	111856338	111857444	Zm00001d047013	Chr9	115242444	115244729	Zm00001eb390310	chr9	117049887	117056365									
dnaJ86	71.71		GRMZM2G049288	Chr9	112001738	112023589	Zm00001d047015	Chr9	115397715	115419683	Zm00001eb390320	chr9	117208441	117229687									
bhlh91	71.72		GRMZM2G049229	Chr9	112025169	112028072	Zm00001d047017	Chr9	115421894	115424005	Zm00001eb390330	chr9	117231841	117234800									
tubtf13	71.73		GRMZM2G349376	Chr9	112038910	112042465	Zm00001d047019	Chr9	115435278	115437104	Zm00001eb390360	chr9	117246298	117247980									
pco092703c	71.74		GRMZM2G134045	Chr9	112127022	112137834	Zm00001d047020	Chr9	115522400	115533199	Zm00001eb390370	chr9	117332922	117337990									
ubp43	71.74		GRMZM2G447056	Chr9	112268734	112275050	Zm00001d047023	Chr9	115639480	115648660	Zm00001eb390390	chr9	117449826	117459195									
bnlg1159b	71.75																						
platz13	71.75		GRMZM2G093270	Chr9	112352112	112354428	Zm00001d047025	Chr9	115708968	115711076	Zm00001eb390410	chr9	117519417	117521534									
cl7472_1b	71.76		AC234158.1_FG005	Chr9	112508146	112513862	Zm00001d047028	Chr9	115819779	115825950	Zm00001eb390440	chr9	117629833	117636291									
GRMZM2G162859	71.76		GRMZM2G162859	Chr4	24112149	24117633	Zm00001d047030	Chr9	115977728	115984762	Zm00001eb390450	chr9	117788194	117795125									
GRMZM5G812289	71.76		GRMZM5G812289	Chr9	112652084	112659840																	
LOC100191353	71.76		GRMZM2G479819	Chr9	112716821	112718590																	
LOC103640211	71.76		GRMZM2G473104	Chr9	112826749	112828740	Zm00001d047032	Chr9	116119750	116149581													
LOC103638900	71.76		AC234158.1_FG003	Chr9	112533444	112537296																	
pyl14	71.77		GRMZM2G134731	Chr9	112962505	112963816	Zm00001d047037	Chr9	116292816	116293433	Zm00001eb390480	chr9	118103040	118104440									
IDP665	71.78		AC225193.3_FG003	Chr9	113078265	113081316	Zm00001d047042	Chr9	116427744	116431320	Zm00001eb390500	chr9	118237345	118241905									
dnaJ87	71.78		AC225193.3_FG004	Chr9	113083356	113087396	Zm00001d047043	Chr9	116433020	116436068	Zm00001eb390520	chr9	118243377	118247900									
dek66	71.79		GRMZM6G445841	Chr9	113191300	113192342	Zm00001d047046	Chr9	116596995	116599722	Zm00001eb390550	chr9	118407286	118410459									
pap6	71.80		GRMZM2G007754	Chr9	113254944	113260816	Zm00001d047049	Chr9	116617730	116620160													
nactf143	71.82						Zm00001d047050	Chr9	116624574	116626754	Zm00001eb390560	chr9	118435091	118437902									
gbptf24	71.84		GRMZM2G001131	Chr9	113268039	113287580	Zm00001d047051	Chr9	116629061	116649549	Zm00001eb390570	chr9	118458437	118458893									
bsk3	71.88		GRMZM2G054634	Chr9	113442949	113447679	Zm00001d047053	Chr9	116754563	116759268	Zm00001eb390580	chr9	118565042	118569854									
pyk3	71.90		GRMZM2G144730	Chr9	113493606	113499029	Zm00001d047054	Chr9	116805364	116810796	Zm00001eb390590	chr9	118615950	118621610									
ms48	72.00																						
csu263a	72.00		GRMZM2G138429	Chr9	113542224	113545323	Zm00001d047059	Chr9	116854000	116857114	Zm00001eb390640	chr9	118664589	118667686									
gta101c	72.53																						
prx103	72.76		GRMZM2G116452	Chr9	113734718	113736311	Zm00001d047064	Chr9	117063757	117064900	Zm00001eb390690	chr9	118855256	118856738									
prx102	72.80		GRMZM2G103169	Chr9	113847258	113850352	Zm00001d047066	Chr9	117131800	117135172	Zm00001eb390710	chr9	118923503	118926928									
LOC100381273	72.82		GRMZM2G103236	Chr9	113842221	113844844	Zm00001d047067	Chr9	117137241	117139739	Zm00001eb390720	chr9	118929001	118931547									
ring529	72.84		GRMZM2G368765	Chr9	113813747	113814904	Zm00001d047068	Chr9	117142956	117144113	Zm00001eb390730	chr9	118934169	118936160									
ect2	72.98		GRMZM2G363789	Chr9	113957381	113961138	Zm00001d047072	Chr9	117272916	117276493	Zm00001eb390780	chr9	119065889	119068256									
pza03470	73.00		GRMZM2G331105	Chr9	114069436	114088947	Zm00001d047074	Chr9	117367859	117454573	Zm00001eb390790	chr9	119159570	119246287									
IDP6873	73.01		GRMZM2G035749	Chr9	114200454	114203334	Zm00001d047077	Chr9	117527633	117530311	Zm00001eb390820	chr9	119319159	119322153									
Zm00001d047076	73.01		GRMZM2G339687	Chr9	114193496	114198648	Zm00001d047076	Chr9	117520207	117525692	Zm00001eb390800	chr9	119311929	119317186									
mca2	73.02		GRMZM2G035928	Chr9	114218886	114224143	Zm00001d047078	Chr9	117546061	117551091	Zm00001eb390830	chr9	119337605	119343153									
Zm00001eb390860	73.02		GRMZM2G148216	Chr9	114324115	114328508	Zm00001d000052	B73V4_ctg182	1208564	1214385	Zm00001eb390860	chr9	119441077	119447578									
cbl9	73.03		GRMZM2G015324	Chr9	114480823	114485894	Zm00001d000046	B73V4_ctg182	1051027	1054330	Zm00001eb390900	chr9	119599875	119604943									
thx28	73.10		GRMZM2G428470	Chr9	114575016	114577006	Zm00001d000045	B73V4_ctg182	953004	953960	Zm00001eb390910	chr9	119701563	119703533									
pub48	73.11		GRMZM2G150489	Chr9	114582399	114587816	Zm00001d000044	B73V4_ctg182	945691	947103	Zm00001eb390930	chr9	119703064	119712735									
arm56	73.12		GRMZM2G028796	Chr9	114714281	114741519	Zm00001d000042	B73V4_ctg182	729582	756794	Zm00001eb390950	chr9	119901708	119907254									
pco071167(654)	73.13		GRMZM2G093880	Chr9	114801181	114843375	Zm00001d000041	B73V4_ctg182	664090	674232	Zm00001eb390960	chr9	119981748	120024181									
nrg22	73.15		GRMZM2G125513	Chr9	114942808	114947032	Zm00001d000039	B73V4_ctg182	516538	520597	Zm00001eb390970	chr9	120135205	120139453									
Zm00001d000038	73.16		GRMZM2G067734	Chr9	114985042	114989301	Zm00001d000038	B73V4_ctg182	474177	478548	Zm00001eb390980	chr9	120177363	120181881									
GRMZM2G119079	73.17		GRMZM2G119079	Chr9	115344861	115349565	Zm00001d000029	B73V4_ctg182	112441	117019	Zm00001eb391070	chr9	120538969	120543654									
frkh1	73.17		GRMZM2G119146	Chr9	115351180	115354729	Zm00001d000030	B73V4_ctg182	118656	122184	Zm00001eb391060	chr9	120533743	120537324									
LOC109943388	73.18		GRMZM2G375843	Chr9	115422999	115425953					Zm00001eb391100	chr9	120602364	120604669									
GRMZM2G069807	73.18		GRMZM2G069807	Chr9	115402589	115404750	Zm00001d000028	B73V4_ctg182	72804	74351	Zm00001eb391080	chr9	120581310	120583601									
LOC103638927	73.19		GRMZM2G375847	Chr9	115430399	115435307	Zm00001d000026	B73V4_ctg182	41961	43672	Zm00001eb391110	chr9	120609397	120614080									
mybst1	73.20		GRMZM2G034110	Chr9	115514419	115517835	Zm00001d000184	B73V4_ctg181	314008	317339	Zm00001eb391130	chr9	120693131	120696490									
mstr4	73.22		GRMZM2G034061	Chr9	115519260	115524432	Zm00001d000183	B73V4_ctg181	307491	312293	Zm00001eb391140	chr9	120697990	120703259									
IDP8678	73.28		GRMZM2G169200	Chr9	115585319	115586609	Zm00001d000180	B73V4_ctg181	244852	246066	Zm00001eb391170	chr9	120764427	120765653									
dbf2	73.30		GRMZM5G889719	Chr9	115615847	115616692	Zm00001d000179	B73V4_ctg181	214703	215548	Zm00001eb391190	chr9	120794777	120796284									
atg3	73.38		GRMZM5G818887	Chr9	115692361	115698056	Zm00001d000178	B73V4_ctg181	132473	138116	Zm00001eb391210	chr9	120872200	120878152									
cct2	73.45		GRMZM2G004483	Chr9	115786897	115789787	Zm00001d000176	B73V4_ctg181	47426	49963	Zm00001eb391230	chr9	120960326	120963441									
gata28	73.50		GRMZM2G101058	Chr9	115980192	115982001	Zm00001d047081	Chr9	117752835	117754586	Zm00001eb391280	chr9	121168501	121170346									
LOC103638939	73.52		GRMZM2G101030	Chr9	116007292	116008576	Zm00001d047085	Chr9	117779879	117781179	Zm00001eb391290	chr9	121195676	121196896									
bnlg1012	74.50																						
expb8	74.50		GRMZM2G013002	Chr9	116265519	116268415	Zm00001d047087	Chr9	118041045	118043785	Zm00001eb391320	chr9	121456527	121459207									
expb5	74.52		GRMZM2G013671	Chr9	116292644	116294506	Zm00001d047089	Chr9	118067914	118069999	Zm00001eb391350	chr9	121483523	121485657									
cl5426_1	74.53		GRMZM2G082520	Chr9	116378674	116380544	Zm00001d047090	Chr9	118161559	118163554	Zm00001eb391360	chr9	121577280	121579091									
GRMZM2G059785	74.56		GRMZM2G059785	Chr9	116467631	116469153	Zm00001d047093	Chr9	118315435	118316761	Zm00001eb391400	chr9	121731641	121732909									
expb17	74.60		GRMZM2G094990	Chr9	116774138	116775721	Zm00001d047096	Chr9	118500651	118502119	Zm00001eb391450	chr9	121916843	121918313									
dnaJ88	74.64		AC191253.3_FG004	Chr9	116842524	116843734	Zm00001d047099	Chr9	118569155	118570365	Zm00001eb391470	chr9	121985360	121986570									
trpp12	74.80		GRMZM2G178546	Chr9	117179608	117183243	Zm00001d047110	Chr9	118915807	118919998	Zm00001eb391600	chr9	122331914	122336898									
TIDP3384	74.90						Zm00001d047113	Chr9	119020978	119021358	Zm00001eb391620	chr9	122437107	122437781									
Zm00001d047114	74.92		GRMZM2G106324	Chr9	117402188	117402966	Zm00001d047114	Chr9	119047790	119048179	Zm00001eb391630	chr9	122463914	122464458									
piip1	75.00		AC234161.1_FG001	Chr9	117425596	117425985	Zm00001d047117	Chr9	119248408	119248797	Zm00001eb391690	chr9	122661526	122662254									
LOC100192676	75.01		AC234161.1_FG010	Chr9	117455636	117456281	Zm00001d047119	Chr9	119266708	119267377	Zm00001eb391700	chr9	122665531	122680643									
gras71	75.03		GRMZM2G117949	Chr9	117530782	117531764	Zm00001d047123	Chr9	119342278	119342634													
Zm00001eb391720	75.04		GRMZM2G117956	Chr9	117559270	117561945	Zm00001d047124	Chr9	119370184	119372706	Zm00001eb391720	chr9	122783551	122786221									
ufg70	75.05		GRMZM2G118022	Chr9	117580661	117585893	Zm00001d047126	Chr9	119391567	119397117	Zm00001eb391740	chr9	122804881	122810516									
murE1	75.10		GRMZM2G009070	Chr9	117602450	117606164	Zm00001d047128	Chr9	119414807	119418522	Zm00001eb391750	chr9	122828121	122832055									
LOC103638962	75.14		GRMZM5G861756	Chr9	117651275	117654798	Zm00001d047130	Chr9	119474567	119477638	Zm00001eb391770	chr9	122887603	122891475									
ufg35a	75.15																						
npi580a	75.58																						
lop1	76.00		GRMZM2G072886	Chr9	117765965	117767293	Zm00001d047135	Chr9	119578065	119583754	Zm00001eb391800	chr9	122991292	122993377									
Zm00001d047143	76.03		GRMZM2G363649	Chr9	118211155	118213706	Zm00001d047143	Chr9	120016751	120022494	Zm00001eb391860	chr9	123429468	123435166									
expb1	76.04		GRMZM2G146551	Chr9	118273115	118274521	Zm00001d047146	Chr9	120060911	120062380	Zm00001eb391870	chr9	123473708	123475071									
expb13	76.06		GRMZM2G181202	Chr9	118276389	118277739	Zm00001d047147	Chr9	120085538	120087007	Zm00001eb391880	chr9	123498252	123499708									
ppr100	76.08		GRMZM2G428579	Chr9	118298087	118300177	Zm00001d047149	Chr9	120108014	120109480	Zm00001eb391890	chr9	123520343	123524150									
LOC103640255	76.11		GRMZM2G440533	Chr9	118514587	118517506	Zm00001d047158	Chr9	120340061	120341524	Zm00001eb391970	chr9	123737321	123738527									
smr4	76.12		GRMZM2G019353	Chr9	118520203	118521206	Zm00001d047159	Chr9	120344747	120345127	Zm00001eb391990	chr9	123741674	123742115									
LOC103638977	76.14		GRMZM5G882253	Chr9	118635575	118642184	Zm00001d047162	Chr9	120450472	120462717	Zm00001eb392000	chr9	123847695	123860131									
cgs1	76.20		GRMZM2G113873	Chr9	118703401	118709158	Zm00001d047166	Chr9	120520071	120525521	Zm00001eb392050	chr9	123917135	123922778									
Zm00001d047167	76.22						Zm00001d047167	Chr9	120747701	120753552	Zm00001eb392070	chr9	124150310	124151101									
isu41a	76.23																						
LOC118473385	76.25		GRMZM2G345155	Chr9	119153301	119153983					Zm00001eb392100	chr9	124349528	124350210									
Zm00001eb392140	76.28		AC190743.3_FG007	Chr9	119380715	119382867	Zm00001d047173	Chr9	120953893	120955126	Zm00001eb392140	chr9	124625483	124626496									
Zm00001d047175	76.29		AC190743.3_FG012	Chr9	119454909	119455341	Zm00001d047175	Chr9	120984954	120988436	Zm00001eb392160	chr9	124655127	124659238									
apy16	76.32		GRMZM2G097987	Chr9	119540241	119542982	Zm00001d047178	Chr9	121078169	121082527	Zm00001eb392190	chr9	124748764	124753232									
LOC103638995	76.36						Zm00001d047180	Chr9	121085306	121087077	Zm00001eb392210	chr9	124756288	124757700									
gwt1	76.38		GRMZM2G098079	Chr9	119552645	119559992	Zm00001d047181	Chr9	121092224	121099700	Zm00001eb392220	chr9	124762420	124772066									
myb52	76.40		GRMZM2G098179	Chr9	119563181	119564683	Zm00001d047182	Chr9	121102734	121104079	Zm00001eb392230	chr9	124772082	124774904									
cle34	76.44		GRMZM2G417255	Chr9	119677250	119678377					Zm00001eb392250	chr9	124880500	124880781									
ufg68	76.55		GRMZM2G052654	Chr9	119725267	119729992	Zm00001d047184	Chr9	121266113	121270661	Zm00001eb392280	chr9	124936645	124941351									
pco145462	76.70		GRMZM5G832108	Chr9	119745127	119747451	Zm00001d047186	Chr9	121314787	121317011	Zm00001eb392290	chr9	124985454	124987798									
cl47347_1e	76.72		GRMZM6G735128	Chr9	119776249	119777942	Zm00001d047187	Chr9	121320712	121323230	Zm00001eb392300	chr9	124991354	124993930									
kcs40	76.98		GRMZM2G151476	Chr9	119912952	119914866	Zm00001d047190	Chr9	121408846	121410264	Zm00001eb392320	chr9	125079514	125081461	Zm00014a030515	chr9	125093499	125094917					
umc1492	77.00		GRMZM2G151387	Chr9	119964620	119970211	Zm00001d047191	Chr9	121460581	121466033	Zm00001eb392330	chr9	125131382	125136519									
fomt2	77.01		GRMZM2G093092	Chr9	120033582	120035107	Zm00001d047192	Chr9	121530758	121532387													
fomt3	77.02		GRMZM2G106172	Chr9	120093188	120094664	Zm00001d047194	Chr9	121579799	121581288	Zm00001eb392340	chr9	125250584	125252078									
dnaJ89	77.03		GRMZM2G013934	Chr9	120148209	120154207	Zm00001d047195	Chr9	121645491	121647413	Zm00001eb392350	chr9	125316279	125321329									
prh136	77.05		GRMZM2G135125	Chr9	120186771	120188050	Zm00001d047200	Chr9	121685565	121686660	Zm00001eb392360	chr9	125352347	125357357									
vq54	77.20		GRMZM2G035531	Chr9	120223778	120224648	Zm00001d047202	Chr9	121721599	121722417	Zm00001eb392380	chr9	125392078	125395465									
pco068745	77.24		GRMZM2G128491	Chr9	120334133	120336826	Zm00001d047203	Chr9	121850174	121852740	Zm00001eb392390	chr9	125520989	125523559									
pco115768	77.27		GRMZM2G093096	Chr9	120411438	120416701	Zm00001d047204	Chr9	121905287	121910624	Zm00001eb392400	chr9	125576016	125581526									
GRMZM2G000219	77.28		GRMZM2G000219	Chr9	120503782	120505559	Zm00001d047207	Chr9	121976955	121978497	Zm00001eb392420	chr9	125647912	125649402									
IDP8733	77.29		GRMZM2G000209	Chr9	120482567	120484947	Zm00001d047208	Chr9	121997328	121999693	Zm00001eb392430	chr9	125667564	125670746									
camta8	77.30		GRMZM2G431243	Chr9	120610584	120618895	Zm00001d047209	Chr9	122112583	122121985	Zm00001eb392440	chr9	125783496	125792873									
mca6	77.31		GRMZM2G132238	Chr9	120619906	120621341	Zm00001d047210	Chr9	122122722	122124369	Zm00001eb392450	chr9	125793513	125795353									
mca8	77.32		GRMZM2G320206	Chr9	120668467	120671022	Zm00001d047211	Chr9	122171041	122173225	Zm00001eb392460	chr9	125841927	125844242									
mca7	77.33		GRMZM2G337548	Chr9	120767369	120769555	Zm00001d047212	Chr9	122291025	122292698	Zm00001eb392470	chr9	125944313	125946615									
dnaJ90	77.33		GRMZM2G092910	Chr9	120900512	120903874	Zm00001d047214	Chr9	122422382	122423575	Zm00001eb392490	chr9	126076050	126079261									
TIDP2890	77.34		GRMZM2G154029	Chr9	121000193	121004486	Zm00001d047216	Chr9	122520864	122524564	Zm00001eb392530	chr9	126174665	126178194									
pld6	77.37		GRMZM2G019029	Chr9	121042044	121044689					Zm00001eb392550	chr9	126215550	126219692									
pco061649(751)	77.38		GRMZM6G548844	Chr9	121046431	121049104	Zm00001d047217	Chr9	122643387	122646611	Zm00001eb392560	chr9	126298389	126301301									
cox6b	77.40		GRMZM5G815839	Chr9	121050166	121070772	Zm00001d047218	Chr9	122654458	122676773	Zm00001eb392570	chr9	126309043	126331353									
snrkII1	77.40		GRMZM2G035809	Chr9	121136691	121141166	Zm00001d047220	Chr9	122717205	122721608	Zm00001eb392580	chr9	126371725	126376395									
LOC103640264	77.42		GRMZM2G076268	Chr9	121198916	121200636	Zm00001d047222	Chr9	122779498	122781113	Zm00001eb392600	chr9	126434181	126435590									
cep9	77.44						Zm00001d047231	Chr9	123433380	123433733	Zm00001eb392630	chr9	127063535	127064226									
cep10	77.45						Zm00001d047232	Chr9	123442511	123442801													
umc1120	77.48		GRMZM2G136538	Chr9	121844218	121848798	Zm00001d047236	Chr9	123538205	123542793	Zm00001eb392660	chr9	127168025	127173185									
ho6	77.50		GRMZM2G004222	Chr9	121860632	121867020	Zm00001d047238	Chr9	123555214	123561482	Zm00001eb392680	chr9	127185586	127191938									
prh60	77.56		GRMZM2G150213	Chr9	121971041	121975908	Zm00001d047239	Chr9	123666323	123671190	Zm00001eb392700	chr9	127296607	127301665									
LOC103639026	77.58		GRMZM2G150242	Chr9	121976606	121979077	Zm00001d047240	Chr9	123671750	123675886	Zm00001eb392710	chr9	127302003	127306230									
pap10	77.60		GRMZM5G826216	Chr9	121989568	121990343	Zm00001d047241	Chr9	123678616	123686221	Zm00001eb392730	chr9	127308992	127316595									
pco137126	77.62		GRMZM2G053004	Chr9	122070168	122073858	Zm00001d047242	Chr9	123767136	123771340	Zm00001eb392740	chr9	127397869	127401783									
prh138	77.78		AC217887.3_FG001	Chr9	122313232	122314194	Zm00001d047249	Chr9	124022784	124023734	Zm00001eb392820	chr9	127653234	127654184									
platz14	77.80		GRMZM2G077495	Chr9	122343878	122349453	Zm00001d047250	Chr9	124047961	124049024	Zm00001eb392830	chr9	127673899	127679476									
pme7	77.84		GRMZM2G314663	Chr9	122382147	122387900	Zm00001d047251	Chr9	124082088	124087894	Zm00001eb392860	chr9	127717433	127718331									
jac6	77.86		GRMZM2G314769	Chr9	122457299	122458686	Zm00001d047252	Chr9	124157679	124158777	Zm00001eb392870	chr9	127788040	127789237									
sus1	77.88		GRMZM2G152908	Chr9	122479052	122485725	Zm00001d047253	Chr9	124178172	124184872	Zm00001eb392880	chr9	127808739	127815327									
csu43	78.00		GRMZM2G152105	Chr9	122773640	122779565	Zm00001d047255	Chr9	124477957	124483883	Zm00001eb392890	chr9	128108163	128114298									
TB-9La(9)	78.00																						
Zm00001eb392900	78.02		GRMZM2G044180	Chr9	122812373	122817727	Zm00001d047256	Chr9	124514562	124519595	Zm00001eb392900	chr9	128145593	128152611									
mmp96	78.13																						
flz34	78.20		GRMZM2G425482	Chr9	122854003	122855195	Zm00001d047260	Chr9	124559448	124560044	Zm00001eb392920	chr9	128189708	128190964									
LOC100383338	78.28		GRMZM2G007252	Chr9	123079301	123083985	Zm00001d047261	Chr9	124760891	124766137	Zm00001eb392940	chr9	128422738	128427791									
IDP756	78.30		GRMZM2G007103	Chr9	123085403	123089976	Zm00001d047262	Chr9	124767027	124771523	Zm00001eb392950	chr9	128429317	128433303									
LOC103640271	78.31		GRMZM2G308735	Chr9	123097526	123098781	Zm00001d047263	Chr9	124779249	124780379	Zm00001eb392960	chr9	128440691	128442452									
gras74	78.33		GRMZM2G359304	Chr9	123178843	123180450	Zm00001d047266	Chr9	124861500	124863107	Zm00001eb392980	chr9	128522963	128525046									
GRMZM2G359322	78.36		GRMZM2G359322	Chr9	123215070	123216079	Zm00001d047269	Chr9	124897628	124898960	Zm00001eb393000	chr9	128559715	128560658									
cl11221_1	78.37						Zm00001d047272	Chr9	124971831	124979656	Zm00001eb393020	chr9	128633498	128641844									
cl9963_1	78.39		GRMZM2G078890	Chr9	123362060	123366233	Zm00001d047273	Chr9	125015185	125019205	Zm00001eb393040	chr9	128676967	128681144									
bk2	78.40		GRMZM2G109326	Chr9	123497640	123499951	Zm00001d047276	Chr9	125270207	125272239	Zm00001eb393070	chr9	128931645	128933956									
Zm00001d047275	78.40		GRMZM2G109286	Chr9	123472100	123474387	Zm00001d047275	Chr9	125242433	125245017	Zm00001eb393060	chr9	128904029	128906722									
IDP9022	78.41										Zm00001eb393090	chr9	128993817	128996693									
TIDP2933	78.42		GRMZM2G124317	Chr9	123666751	123670137	Zm00001d047282	Chr9	125433093	125435673	Zm00001eb393120	chr9	129094561	129097317									
pco061972	78.43		GRMZM2G124239	Chr9	123670460	123684790	Zm00001d047283	Chr9	125436018	125450472	Zm00001eb393130	chr9	129097701	129112224									
ncp3	78.44		GRMZM2G053831	Chr9	123880654	123883539	Zm00001d047290	Chr9	125663367	125665840	Zm00001eb393150	chr9	129325098	129327750									
cl24245_-2	78.45		GRMZM2G054020	Chr9	123893169	123900455	Zm00001d047292	Chr9	125675077	125682774	Zm00001eb393170	chr9	129337388	129344675									
pdcb51	78.45		GRMZM2G127853	Chr9	123993839	123995793	Zm00001d047293	Chr9	125767227	125769173	Zm00001eb393180	chr9	129428960	129430916									
IDP6026	78.46		GRMZM5G881775	Chr9	124034673	124036779	Zm00001d047296	Chr9	125818094	125820123	Zm00001eb393200	chr9	129479690	129481895									
pco093519b	78.50		GRMZM2G162968	Chr9	124293005	124299258	Zm00001d047302	Chr9	126065827	126072415	Zm00001eb393250	chr9	129727125	129734139									
pub30	78.53		GRMZM2G075104	Chr9	124408562	124419345	Zm00001d047306	Chr9	126193280	126204011	Zm00001eb393280	chr9	129855032	129866210									
pgr3	78.54		GRMZM2G372632	Chr9	124424696	124428135	Zm00001d047307	Chr9	126209552	126212827	Zm00001eb393290	chr9	129871091	129874883									
wrky61	78.56		GRMZM2G171428	Chr9	124488682	124495259	Zm00001d047309	Chr9	126274526	126281014	Zm00001eb393300	chr9	129936165	129943187									
LOC100283986	78.56		GRMZM2G171401	Chr9	124496147	124500824	Zm00001d047310	Chr9	126281940	126286579	Zm00001eb393310	chr9	129943694	129948338									
mmp37	78.58		GRMZM2G163774	Chr9	124574423	124576112	Zm00001d047316	Chr9	126363444	126365073	Zm00001eb393360	chr9	130025092	130026976									
cl5474_1d	78.58		GRMZM5G837932	Chr9	124845036	124845443	Zm00001d047323	Chr9	126607955	126611605	Zm00001eb393410	chr9	130271619	130273265									
IDP1441	78.59																						
umc2121	78.60																						
Zm00001d047330	78.70		GRMZM2G105092	Chr9	124924583	124925374	Zm00001d047330	Chr9	126722973	126723694	Zm00001eb393460	chr9	130384968	130385759									
XP_008660091	78.76		GRMZM2G113860	Chr9	125016718	125017655	Zm00001d047334	Chr9	126817841	126818518	Zm00001eb393490	chr9	130479704	130480629									
cl29427_-2c	78.78		GRMZM2G113866	Chr9	125021720	125026728	Zm00001d047335	Chr9	126822784	126827738	Zm00001eb393500	chr9	130484806	130489711									
ereb67	78.80		GRMZM2G114820	Chr9	125166271	125168025	Zm00001d047339	Chr9	126963041	126964782	Zm00001eb393510	chr9	130631180	130632029									
aoc2	78.82		GRMZM2G415793	Chr9	125176155	125177527	Zm00001d047340	Chr9	126972983	126974226	Zm00001eb393530	chr9	130640212	130641545									
IDP8653	78.96		GRMZM2G137816	Chr9	125216179	125218290	Zm00001d047345	Chr9	127012123	127014219	Zm00001eb393560	chr9	130679343	130681526									
ofp37	79.00		GRMZM2G137869	Chr9	125223241	125224349	Zm00001d047346	Chr9	127019320	127020147	Zm00001eb393580	chr9	130686232	130687613									
simk1	79.10		GRMZM2G127141	Chr9	125383956	125388954	Zm00001d047349	Chr9	127177134	127181687	Zm00001eb393610	chr9	130844368	130848936									
TIDP3699	79.20		GRMZM2G065696	Chr9	125429069	125431970	Zm00001d047351	Chr9	127223553	127225332	Zm00001eb393630	chr9	130889667	130892637									
uce17	79.21		GRMZM2G163398	Chr9	125555470	125558707	Zm00001d047354	Chr9	127348751	127350991	Zm00001eb393660	chr9	131016009	131018318									
expa7	79.21		GRMZM2G127029	Chr9	125472794	125473942	Zm00001d047353	Chr9	127329907	127330783	Zm00001eb393650	chr9	130997171	130998047									
