MaizeGDB: Details of Map Genetic 3
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
si683006e11	93.20		GRMZM5G863784	Chr3	166289614	166296504	Zm00001d042475	Chr3	168871221	168878750	Zm00001eb144370	chr3	170918227	170925988									
AY106230	94.48		GRMZM2G059108	Chr3	166420293	166422669	Zm00001d042476	Chr3	168999383	169003373	Zm00001eb144400	chr3	171046913	171050494									
hb149	95.00		GRMZM2G359397	Chr3	166424529	166427618	Zm00001d042478	Chr3	169005227	169007835	Zm00001eb144410	chr3	171052348	171054966									
pco103529c	95.02		GRMZM2G058954	Chr3	166427315	166434196	Zm00001d042479	Chr3	169008960	169014820	Zm00001eb144420	chr3	171054998	171061977									
pub40	95.04		GRMZM2G115000	Chr3	166474852	166479505	Zm00001d042480	Chr3	169055290	169060012	Zm00001eb144430	chr3	171101754	171107161									
bhlh132	96.23		GRMZM2G114873	Chr3	166491755	166495032	Zm00001d042482	Chr3	169071573	169074850	Zm00001eb144450	chr3	171118716	171122091									
LOC103650881	96.24		GRMZM2G406951	Chr3	166639692	166641765	Zm00001d042486	Chr3	169239549	169240874	Zm00001eb144470	chr3	171286273	171288164									
Zm00001d042487	96.24		GRMZM2G176542	Chr3	166705617	166713550	Zm00001d042487	Chr3	169304330	169311985	Zm00001eb144480	chr3	171350970	171359444									
xat8	96.25		GRMZM2G176576	Chr3	166732718	166735438	Zm00001d042490	Chr3	169331424	169333982	Zm00001eb144500	chr3	171378635	171381182									
ereb53	96.32		GRMZM2G141638	Chr3	166836222	166840043	Zm00001d042492	Chr3	169433935	169438362	Zm00001eb144510	chr3	171481058	171485592									
LOC100278323	96.33		GRMZM2G141600	Chr3	166854198	166860358	Zm00001d042494	Chr3	169452081	169458291	Zm00001eb144530	chr3	171499144	171505502									
LOC103650887	96.35		GRMZM2G346132	Chr3	167051842	167055985	Zm00001d042500	Chr3	169649383	169654100	Zm00001eb144570	chr3	171696636	171701360									
GRMZM2G137120	96.36		GRMZM2G137120	Chr3	167092559	167095189	Zm00001d042503	Chr3	169692378	169692827	Zm00001eb144580	chr3	171737443	171740087									
IDP7873	96.37		GRMZM2G137174	Chr3	167116055	167118128	Zm00001d042504	Chr3	169713522	169717584	Zm00001eb144590	chr3	171760741	171764844									
umc1400	96.38		GRMZM2G093119	Chr3	167405942	167415294	Zm00001d042505	Chr3	170024610	170033966	Zm00001eb144600	chr3	172058097	172067791									
IDP8267	96.39		GRMZM2G044055	Chr3	167473580	167477574	Zm00001d042506	Chr3	170090737	170094686	Zm00001eb144610	chr3	172124165	172128338									
TIDP3759	96.40		GRMZM2G044092	Chr3	167480267	167489889	Zm00001d042507	Chr3	170097428	170108009	Zm00001eb144630	chr3	172130862	172141632									
ppr182	96.60		GRMZM2G118362	Chr3	167515737	167517921	Zm00001d042508	Chr3	170134472	170136268	Zm00001eb144640	chr3	172167869	172170088									
rd4	97.00																						
umc2166	97.01		GRMZM2G044584	Chr3	167521902	167531278	Zm00001d042510	Chr3	170140197	170148964	Zm00001eb144650	chr3	172174022	172182707									
AI770873	97.03		GRMZM2G064936	Chr3	167726479	167729421	Zm00001d042511	Chr3	170268292	170271282	Zm00001eb144670	chr3	172301747	172305069									
LOC100192701	97.04		GRMZM2G064914	Chr3	167730339	167734212	Zm00001d042512	Chr3	170272101	170276048	Zm00001eb144680	chr3	172305646	172309761									
pco116989	97.20		GRMZM2G392710	Chr3	168046515	168057122	Zm00001d042523	Chr3	170587916	170598969	Zm00001eb144740	chr3	172621585	172632642									
mmp184	97.28																						
rpl5a	97.40		GRMZM5G815894	Chr3	168275428	168278435	Zm00001d042525	Chr3	170807231	170810349	Zm00001eb144760	chr3	172840161	172843263									
GRMZM2G096391	97.41		GRMZM2G096391	Chr3	168333666	168342224	Zm00001d042526	Chr3	170861366	170869496	Zm00001eb144770	chr3	172894246	172902501									
npi296	97.43																						
im30p1	97.53		GRMZM2G017077	Chr3	168411704	168416865	Zm00001d042530	Chr3	170938371	170943460	Zm00001eb144840	chr3	172971289	172976412									
pco148714	97.55		GRMZM2G109526	Chr3	168524082	168526729	Zm00001d042533	Chr3	171046143	171048686	Zm00001eb144880	chr3	173078960	173081607									
sep1	97.58		GRMZM2G109429	Chr3	168533377	168536519	Zm00001d042535	Chr3	171055517	171058160	Zm00001eb144900	chr3	173088452	173091202									
frk1	97.58		GRMZM2G086845	Chr3	168566367	168569728	Zm00001d042536	Chr3	171065302	171068300	Zm00001eb144910	chr3	173098034	173101296									
lox2	97.70		GRMZM2G156861	Chr3	168738873	168882335	Zm00001d042540	Chr3	171277704	171281453	Zm00001eb144930	chr3	173296648	173300313									
lox1	97.93		GRMZM2G156861	Chr3	168738873	168882335	Zm00001d042541	Chr3	171421717	171425401	Zm00001eb144960	chr3	173440780	173444468									
taz7	97.94		GRMZM5G807064	Chr3	168962328	168966124	Zm00001d042549	Chr3	171514199	171518513	Zm00001eb145030	chr3	173533121	173537574									
mads53	97.95		GRMZM2G035092	Chr3	168968579	168969501	Zm00001d042550	Chr3	171520606	171521172	Zm00001eb145040	chr3	173539513	173540429									
mkkk48	97.95		GRMZM5G882078	Chr3	169002690	169006010	Zm00001d042551	Chr3	171554725	171558131	Zm00001eb145050	chr3	173573811	173577316									
Zm00001d042552	97.96		GRMZM5G866271	Chr3	169006975	169009065	Zm00001d042552	Chr3	171559102	171563546	Zm00001eb145060	chr3	173578384	173580785									
cl32876_1	97.97		GRMZM2G026855	Chr3	169114540	169123896	Zm00001d042555	Chr3	171667233	171670207	Zm00001eb145100	chr3	173686134	173689280									
pgl109	97.98		GRMZM2G026855	Chr3	169114540	169123896	Zm00001d042556	Chr3	171674280	171676629	Zm00001eb145110	chr3	173693336	173695680									
Zm00001eb145140	97.99		GRMZM2G328795	Chr3	169156944	169160582	Zm00001d042558	Chr3	171709825	171713242	Zm00001eb145140	chr3	173727756	173732411									
ig1	98.00		GRMZM2G118250	Chr3	169260970	169264296	Zm00001d042560	Chr3	171820603	171823900	Zm00001eb145150	chr3	173839418	173842985									
TB-3Li(3)	98.00																						
TB-3Lj(3)	98.00																						
pco092373	98.30		GRMZM2G006453	Chr3	169620144	169623093	Zm00001d042567	Chr3	172184190	172187136	Zm00001eb145210	chr3	174203167	174206140									
si946015a02	98.40		GRMZM2G070562	Chr3	169660377	169664257	Zm00001d042569	Chr3	172229147	172233523	Zm00001eb145240	chr3	174248198	174252540									
GRMZM2G038170	98.42		GRMZM2G038170	Chr3	169759132	169762670																	
mlo5	98.50		GRMZM2G471142	Chr3	169916619	169920590	Zm00001d042578	Chr3	172481064	172485130	Zm00001eb145330	chr3	174500283	174504483									
nactf95	98.56		GRMZM5G813651	Chr3	170066207	170069008	Zm00001d042580	Chr3	172642954	172645804	Zm00001eb145340	chr3	174644023	174646846									
alf13	98.58		GRMZM2G080917	Chr3	170149613	170154226	Zm00001d042582	Chr3	172730778	172735201	Zm00001eb145370	chr3	174731757	174736378									
dmes1	98.60		GRMZM5G856881	Chr3	170159124	170162114	Zm00001d042584	Chr3	172740091	172743103	Zm00001eb145390	chr3	174741197	174744409									
cl12175_1	98.61		GRMZM2G081188	Chr3	170163250	170168370	Zm00001d042585	Chr3	172744227	172749340	Zm00001eb145400	chr3	174744997	174750520									
ereb52	98.68		GRMZM2G105266	Chr3	170265321	170267160	Zm00001d042588	Chr3	172856158	172857057	Zm00001eb145420	chr3	174856849	174858655									
umc1311	98.70		GRMZM2G105184	Chr3	170291801	170294919	Zm00001d042589	Chr3	172882215	172885085	Zm00001eb145430	chr3	174883151	174886210									
mads41	98.80		GRMZM2G018589	Chr3	170408317	170413958	Zm00001d042591	Chr3	172998409	173003728	Zm00001eb145460	chr3	174999523	175004860									
spc1	99.00																						
ereb63	99.00		GRMZM2G307152	Chr3	170466981	170467714	Zm00001d042593	Chr3	173057147	173057683	Zm00001eb145470	chr3	175058292	175058828									
LOC103652362	99.01		GRMZM2G007053	Chr3	170469429	170470691	Zm00001d042594	Chr3	173057948	173060902													
si687088d01	99.05		GRMZM2G007160	Chr3	170483573	170488678	Zm00001d042596	Chr3	173074810	173078927	Zm00001eb145490	chr3	175076080	175080149									
LOC100275569	99.07		GRMZM2G155532	Chr3	170500191	170511244	Zm00001d042598	Chr3	173090614	173102955	Zm00001eb145500	chr3	175093162	175104937									
si687075g12	99.10		GRMZM2G155464	Chr3	170535058	170537060	Zm00001d042599	Chr3	173127608	173128798	Zm00001eb145510	chr3	175127919	175130932									
Zm00001d042600	99.12		GRMZM2G081883	Chr3	170541977	170546705	Zm00001d042600	Chr3	173133842	173138661	Zm00001eb145520	chr3	175135067	175139894									
Zm00001eb145560	99.26		GRMZM2G312672	Chr3	170750347	170753443	Zm00001d042605	Chr3	173345540	173347055	Zm00001eb145560	chr3	175346771	175371670									
arm22	99.28		GRMZM2G376085	Chr3	170814775	170818703	Zm00001d042608	Chr3	173419423	173424858	Zm00001eb145570	chr3	175409950	175413718									
nactf109	99.30		GRMZM2G014653	Chr3	170863580	170866035	Zm00001d042609	Chr3	173458717	173460818	Zm00001eb145580	chr3	175449027	175451168									
lxm1	99.35																						
ga20ox3	99.40		GRMZM2G368411	Chr3	170942901	170945698	Zm00001d042611	Chr3	173559174	173562022	Zm00001eb145600	chr3	175549492	175552334									
phd43	99.50		GRMZM2G025703	Chr3	171075200	171078825	Zm00001d042613	Chr3	173685114	173686104	Zm00001eb145630	chr3	175675518	175678450									
zmm16	99.60		GRMZM2G110153	Chr3	171471054	171473646	Zm00001d042618	Chr3	174084397	174087054	Zm00001eb145660	chr3	176074772	176077395									
aaap21	99.61		GRMZM2G110195	Chr3	171478325	171481809	Zm00001d042619	Chr3	174091744	174095154	Zm00001eb145670	chr3	176082042	176085456									
ndhn1	99.63		GRMZM2G110277	Chr3	171482816	171487228	Zm00001d042620	Chr3	174098876	174100586	Zm00001eb145680	chr3	176086633	176090647									
pza02402	99.64		GRMZM2G110398	Chr3	171486954	171491966	Zm00001d042621	Chr3	174100666	174105367	Zm00001eb145690	chr3	176090925	176095685									
sweet1a	99.70		GRMZM2G039365	Chr3	171792049	171795701	Zm00001d000222	B73V4_ctg26	144186	147832	Zm00001eb145750	chr3	176398324	176400196									
pme22	99.80		GRMZM2G167637	Chr3	171938170	171941435	Zm00001d042625	Chr3	174362235	174362897	Zm00001eb145790	chr3	176612094	176615549									
IDP7181	99.90		GRMZM2G135743	Chr3	172092880	172099397	Zm00001d042627	Chr3	174461425	174467990	Zm00001eb145810	chr3	176713895	176720418									
cl4357_1c	99.92		GRMZM2G158742	Chr3	172184382	172186116					Zm00001eb145820	chr3	176802728	176805378									
umc1027	100.30										Zm00001eb145840	chr3	176861357	176863232									
GRMZM2G078667	100.33		GRMZM2G078667	Chr3	172375176	172375884	Zm00001d042633	Chr3	174744441	174745061	Zm00001eb145860	chr3	176996878	176997498									
aaap22	100.35		GRMZM5G830545	Chr3	172414593	172416758	Zm00001d042636	Chr3	174783851	174785941	Zm00001eb145880	chr3	177036244	177038731									
GRMZM2G167253	100.37		GRMZM2G167253	Chr3	172418169	172421682	Zm00001d042637	Chr3	174787067	174792369	Zm00001eb145890	chr3	177039758	177044866									
bnl10.24a	100.39		GRMZM2G129361	Chr3	172484802	172486407	Zm00001d042638	Chr3	174857764	174858788	Zm00001eb145910	chr3	177113357	177115385									
pco088261	100.40		GRMZM2G431006	Chr3	172487597	172489652	Zm00001d042639	Chr3	174860172	174893608	Zm00001eb145920	chr3	177115856	177146189									
cl7475_1a	100.96		GRMZM2G019266	Chr3	172666888	172672682	Zm00001d042641	Chr3	175041489	175047517	Zm00001eb145950	chr3	177294135	177300106									
XP_008674755	100.98		GRMZM2G111441	Chr3	172718606	172722100	Zm00001d042642	Chr3	175092425	175095996	Zm00001eb145960	chr3	177344957	177348555									
sun3	101.00		GRMZM2G120262	Chr3	172851358	172852798	Zm00001d042643	Chr3	175222614	175226605	Zm00001eb145970	chr3	177475191	177479003									
cl4919_-3b	101.02		GRMZM2G120244	Chr3	172857047	172860024	Zm00001d042644	Chr3	175231435	175233130	Zm00001eb145980	chr3	177482845	177486004									
lim486	101.33																						
clc3	101.42		GRMZM2G332258	Chr3	172895439	172899496	Zm00001d042651	Chr3	175307644	175312509	Zm00001eb146040	chr3	177560743	177565229									
gtf17	101.46		GRMZM2G049464	Chr3	173045436	173047304	Zm00001d042652	Chr3	175437859	175439701	Zm00001eb146060	chr3	177690421	177692538									
dnaJ37	101.48		GRMZM2G049373	Chr3	173048169	173050851	Zm00001d042653	Chr3	175440565	175443093	Zm00001eb146070	chr3	177693040	177695787									
IDP73	101.50		GRMZM2G038281	Chr3	173058397	173066203	Zm00001d042654	Chr3	175449730	175457135	Zm00001eb146080	chr3	177702285	177709835									
Zm00001d042656	101.66		GRMZM2G153200	Chr3	173248553	173252174	Zm00001d042656	Chr3	175635248	175643043	Zm00001eb146110	chr3	177892102	177895718									
cl14523_1	101.70		GRMZM2G060255	Chr3	173323511	173326671	Zm00001d042658	Chr3	175714011	175716871	Zm00001eb146130	chr3	177966422	177969582									
shmt5	101.78		GRMZM2G452630	Chr3	173419826	173425668	Zm00001d042661	Chr3	175809287	175815135	Zm00001eb146170	chr3	178061942	178067807									
Zm00001d042662	101.80		GRMZM2G343218	Chr3	173427475	173443059	Zm00001d042662	Chr3	175816697	175833246	Zm00001eb146180	chr3	178069498	178086029									
Zm00001d042663	101.82		GRMZM2G081519	Chr3	173512056	173514318	Zm00001d042663	Chr3	175913576	175915828	Zm00001eb146190	chr3	178166247	178168509									
pza00783	102.00		GRMZM2G081652	Chr3	173515706	173518871	Zm00001d042664	Chr3	175917267	175920386	Zm00001eb146220	chr3	178169895	178173064									
myb32	102.30		GRMZM2G160838	Chr3	173563412	173564760	Zm00001d042665	Chr3	175964663	175965738	Zm00001eb146230	chr3	178217240	178218693									
Zm00001d042669	102.38		GRMZM2G046846	Chr3	173731626	173742437	Zm00001d042669	Chr3	176152632	176162899	Zm00001eb146270	chr3	178404716	178415602									
Zm00001d042673	102.56		GRMZM2G339699	Chr3	173844527	173846615	Zm00001d042673	Chr3	176268537	176270171	Zm00001eb146310	chr3	178521143	178523109									
pdk3	102.60		GRMZM2G097821	Chr3	174102966	174108133	Zm00001d042676	Chr3	176508463	176513579	Zm00001eb146330	chr3	178761174	178766105									
npf57	102.62		GRMZM2G470454	Chr3	174328423	174329830	Zm00001d042680	Chr3	176736641	176737935	Zm00001eb146350	chr3	178989232	178990691									
IDP6052	102.65										Zm00001eb146370	chr3	178991124	179012788									
npf37	102.67		GRMZM2G004653	Chr3	174378621	174384494	Zm00001d042683	Chr3	176794763	176800634	Zm00001eb146380	chr3	179047509	179053366									
npf40	102.68		GRMZM2G400602	Chr3	174404507	174407023	Zm00001d042684	Chr3	176820832	176823217	Zm00001eb146390	chr3	179073557	179076000									
got4	102.70		GRMZM2G400604	Chr3	174411027	174414395	Zm00001d042685	Chr3	176827382	176830753	Zm00001eb146400	chr3	179080097	179083465									
idd26	102.78		GRMZM2G129428	Chr3	174504652	174508358	Zm00001d042686	Chr3	176925627	176927183	Zm00001eb146420	chr3	179170350	179175231									
xrcc2	102.79		GRMZM2G002626	Chr3	174731417	174737508	Zm00001d042691	Chr3	177194691	177202411	Zm00001eb146450	chr3	179420127	179427867									
snrkII4	102.80		GRMZM2G110922	Chr3	174813369	174818806	Zm00001d042695	Chr3	177276266	177281835	Zm00001eb146500	chr3	179501513	179507283									
poll1	102.80		GRMZM2G110897	Chr3	174803532	174812741	Zm00001d042694	Chr3	177266069	177275631	Zm00001eb146490	chr3	179491806	179501157									
psbs1	102.90		GRMZM2G077333	Chr3	174868242	174870828	Zm00001d042697	Chr3	177338945	177341399	Zm00001eb146510	chr3	179564407	179566950									
tlc6	102.92		GRMZM2G077279	Chr3	174871984	174877966	Zm00001d042699	Chr3	177342649	177348724	Zm00001eb146520	chr3	179568030	179574187									
Zm00001d042706	102.93		GRMZM2G087619	Chr3	175143033	175168205	Zm00001d042706	Chr3	177609579	177634652	Zm00001eb146530	chr3	179834909	179877071									
Zm00001d042712	102.96		GRMZM2G141185	Chr3	175391555	175417263	Zm00001d042712	Chr3	177902537	177928714	Zm00001eb146600	chr3	180127954	180129575									
Zm00001d042713	102.98		GRMZM2G149802	Chr3	175541437	175557507	Zm00001d042713	Chr3	178055739	178071924	Zm00001eb146610	chr3	180281096	180297407									
T1-3k(3)	103.00																						
ereb174	103.00		GRMZM2G149756	Chr3	175592023	175595225	Zm00001d042717	Chr3	178106747	178109443	Zm00001eb146650	chr3	180331942	180335244									
Zm00001d042716	103.00		AC217263.3_FG007	Chr3	175568949	175572560	Zm00001d042716	Chr3	178085097	178091051	Zm00001eb146640	chr3	180311745	180312486									
cl11288_1a	103.01		GRMZM2G149662	Chr3	175599768	175606130	Zm00001d042718	Chr3	178114275	178120637	Zm00001eb146660	chr3	180339707	180345974									
cl38374_1a	103.02		GRMZM2G149639	Chr3	175609224	175612680	Zm00001d042719	Chr3	178123867	178127139	Zm00001eb146670	chr3	180349288	180352611									
LOC100193516	103.04		GRMZM2G149617	Chr3	175614506	175632314	Zm00001d042720	Chr3	178128930	178146833	Zm00001eb146680	chr3	180354332	180372256									
bzip95	103.10		GRMZM5G858197	Chr3	175672623	175675787	Zm00001d042721	Chr3	178186600	178189773	Zm00001eb146690	chr3	180411910	180415825									
asft2	103.18		AC155610.2_FG007	Chr3	175729266	175732123	Zm00001d042723	Chr3	178231343	178234426	Zm00001eb146710	chr3	180456766	180459808									
tubtf2	103.20		GRMZM5G866954	Chr3	175734269	175738021	Zm00001d042724	Chr3	178236350	178240117	Zm00001eb146720	chr3	180461771	180465635									
AY106026	103.22		GRMZM6G768049	Chr3	175744246	175747343	Zm00001d042725	Chr3	178246316	178249365	Zm00001eb146730	chr3	180471668	180474821									
pco095241c	103.28		GRMZM5G854473	Chr3	175750377	175751500	Zm00001d042726	Chr3	178251719	178252839	Zm00001eb146740	chr3	180476999	180478254									
pco073762	103.30		GRMZM5G836250	Chr3	175752699	175755736	Zm00001d042727	Chr3	178253843	178256630	Zm00001eb146750	chr3	180479194	180482498									
IDP583	103.50		GRMZM2G178244	Chr3	175820807	175825748	Zm00001d042729	Chr3	178333199	178338134	Zm00001eb146760	chr3	180558616	180563541									
magi21275	103.60		GRMZM2G078314	Chr3	175913210	175914335	Zm00001d042730	Chr3	178426779	178427336	Zm00001eb146770	chr3	180652021	180652733									
act6	103.70		GRMZM2G053284	Chr3	175942135	175945164	Zm00001d042731	Chr3	178454661	178457447	Zm00001eb146780	chr3	180680107	180682865									
Zm00001d042733	104.26		GRMZM2G401012	Chr3	175971360	175980299	Zm00001d042733	Chr3	178487316	178488789	Zm00001eb146790	chr3	180708589	180718091									
LOC103650964	104.26		GRMZM2G401012	Chr3	175971360	175980299	Zm00001d042734	Chr3	178490870	178492832	Zm00001eb146790	chr3	180708589	180718091									
ring205	104.28		GRMZM2G401009	Chr3	175981587	175982312	Zm00001d042735	Chr3	178493943	178494617	Zm00001eb146800	chr3	180719379	180720053									
dof19	104.30		GRMZM2G135703	Chr3	176010296	176011726	Zm00001d042736	Chr3	178528531	178529508	Zm00001eb146810	chr3	180753772	180755246									
arm27	104.32		GRMZM2G135706	Chr3	176019711	176025064	Zm00001d042737	Chr3	178537755	178543011	Zm00001eb146820	chr3	180763191	180768230									
pub46	104.34		GRMZM2G135713	Chr3	176032379	176033746	Zm00001d042738	Chr3	178550428	178559208	Zm00001eb146830	chr3	180775985	180777406									
GRMZM2G135722	104.40		GRMZM2G135722	Chr3	176043970	176045918	Zm00001d042739	Chr3	178562121	178563551	Zm00001eb146840	chr3	180787206	180789032									
LOC103650968	104.42		GRMZM2G061289	Chr3	176083232	176084702	Zm00001d042740	Chr3	178593832	178600238	Zm00001eb146850	chr3	180819236	180820720									
LOC100284242	104.44		GRMZM2G061321	Chr3	176088053	176089875	Zm00001d042740	Chr3	178593832	178600238	Zm00001eb146860	chr3	180824047	180826007									
LOC100274529	104.48		GRMZM2G164141	Chr3	176302414	176305973	Zm00001d042746	Chr3	178829494	178833021	Zm00001eb146880	chr3	181054881	181058476									
cl36451_1	104.50		GRMZM2G074262	Chr3	176334350	176340369	Zm00001d042747	Chr3	178858372	178864428	Zm00001eb146890	chr3	181083688	181090199									
hin24	104.54		GRMZM2G074248	Chr3	176346504	176347491	Zm00001d042749	Chr3	178870576	178871292	Zm00001eb146910	chr3	181095946	181096962									
ofp14	105.00		GRMZM2G434098	Chr3	176376917	176378611	Zm00001d042752	Chr3	178900363	178901103	Zm00001eb146950	chr3	181125775	181126646									
ofp15	105.10		GRMZM2G133311	Chr3	176399487	176401158	Zm00001d042753	Chr3	178923376	178924152	Zm00001eb146960	chr3	181147966	181149907									
Zm00001d042755	105.74		GRMZM2G323783	Chr3	176466875	176478408	Zm00001d042755	Chr3	178989961	179001319	Zm00001eb146990	chr3	181215611	181225995									
mybr37	105.78		GRMZM2G027914	Chr3	176478861	176480372	Zm00001d042756	Chr3	179001730	179003192	Zm00001eb147010	chr3	181227276	181228749									
nactf93	105.80		GRMZM5G832473	Chr3	176555601	176557109	Zm00001d042758	Chr3	179023907	179025903	Zm00001eb147030	chr3	181249576	181251543									
BE639846	105.90		GRMZM2G127180	Chr3	176598007	176598988	Zm00001d042765	Chr3	179131107	179131481													
chn12	105.91		GRMZM5G837822	Chr3	176615173	176616148	Zm00001d042768	Chr3	179148169	179149074	Zm00001eb147120	chr3	181373589	181374970									
chn13	105.91		GRMZM2G430936	Chr3	176642274	176643631	Zm00001d042769	Chr3	179175427	179176394	Zm00001eb147140	chr3	181400773	181402109									
chn14	105.91		GRMZM2G430942	Chr3	176644678	176645996	Zm00001d042770	Chr3	179177569	179178797	Zm00001eb147150	chr3	181403132	181404390									
chn15	105.91		GRMZM2G023650	Chr3	176721946	176723139	Zm00001d042771	Chr3	179264212	179265261	Zm00001eb147160	chr3	181489354	181490403									
Zm00001d042772	105.91		GRMZM2G023748	Chr3	176723510	176726585	Zm00001d042772	Chr3	179265394	179268707	Zm00001eb147170	chr3	181490831	181493934									
lg2	105.92		GRMZM2G060216	Chr3	176845304	176853978	Zm00001d042777	Chr3	179387727	179396447	Zm00001eb147220	chr3	181612919	181621560									
cl61180_1	105.93		GRMZM2G060027	Chr3	176855195	176862127	Zm00001d042778	Chr3	179397441	179404616	Zm00001eb147230	chr3	181622836	181629767									
abre1	105.94						Zm00001d042779	Chr3	179446822	179448624	Zm00001eb147240	chr3	181671908	181674078									
gpm799	105.95		GRMZM6G183316	Chr3	177292447	177294201	Zm00001d042780	Chr3	179450556	179452314	Zm00001eb147250	chr3	181675634	181677788									
Zm00001d042783	105.98						Zm00001d042783	Chr3	179463922	179464532	Zm00001eb147280	chr3	181689183	181689827									
TB-3Lc(3)	106.00																						
TIDP3478	106.34										Zm00001eb147310	chr3	181761316	181765639									
LOC103650984	106.36		GRMZM2G015596	Chr3	177063991	177069500	Zm00001d042792	Chr3	179771349	179776913	Zm00001eb147320	chr3	181989539	181995048									
Zm00001d042794	106.40		GRMZM2G096802	Chr3	177191659	177197420	Zm00001d042794	Chr3	179902053	179907809	Zm00001eb147340	chr3	182120249	182126065									
Zm00001d042795	106.42		GRMZM2G089893	Chr3	177302223	177306005	Zm00001d042795	Chr3	180010900	180014765	Zm00001eb147350	chr3	182229489	182230830									
T1-3(5597)(3)	108.00																						
aaap23	108.10		GRMZM2G154958	Chr3	177542993	177548349	Zm00001d042801	Chr3	180267023	180272070	Zm00001eb147400	chr3	182485165	182490393									
LOC100384169	108.12		GRMZM2G138888	Chr3	177586197	177595719	Zm00001d042802	Chr3	180309664	180319939	Zm00001eb147410	chr3	182527867	182538062									
cl17923_1	108.20		GRMZM2G039650	Chr3	177721918	177735994	Zm00001d042804	Chr3	180448932	180463007	Zm00001eb147420	chr3	182667191	182681277									
pco136151a	108.40		GRMZM2G111907	Chr3	177837990	177843405	Zm00001d042807	Chr3	180566775	180572026	Zm00001eb147430	chr3	182785043	182790288									
IDP9062	108.45		GRMZM2G128918	Chr3	178045695	178046812	Zm00001d042808	Chr3	180792240	180792698	Zm00001eb147460	chr3	183010240	183011324									
atl1	108.50		GRMZM2G127949	Chr3	178053577	178060075	Zm00001d042809	Chr3	180800042	180806507	Zm00001eb147480	chr3	183018093	183024610									
LOC100284742	108.53		GRMZM2G003682	Chr3	178149614	178151478	Zm00001d042811	Chr3	180893820	180895226	Zm00001eb147510	chr3	183111513	183113625									
Zm00001d042812	108.55		GRMZM2G177518	Chr3	178185958	178188435	Zm00001d042812	Chr3	180955995	180958405	Zm00001eb147530	chr3	183162579	183165091									
IDP8014	108.56										Zm00001eb147540	chr3	183179597	183181708									
gpat1	108.58		GRMZM2G083195	Chr3	178232720	178236298	Zm00001d042813	Chr3	181000679	181003338	Zm00001eb147550	chr3	183207241	183210354									
cl308_1	108.60		GRMZM2G083574	Chr3	178267233	178269233	Zm00001d042814	Chr3	181034861	181036504	Zm00001eb147560	chr3	183241225	183243340									
wox5b	108.64		GRMZM2G116063	Chr3	178369720	178371133	Zm00001d042821	Chr3	181141636	181142810	Zm00001eb147630	chr3	183348157	183349724									
Zm00001d042826	108.65		GRMZM2G165192	Chr3	178457939	178459898	Zm00001d042826	Chr3	181230771	181232225	Zm00001eb147650	chr3	183437310	183439190									
myb34	108.66		GRMZM2G125522	Chr3	178602360	178604208	Zm00001d042830	Chr3	181377889	181379729	Zm00001eb147710	chr3	183584882	183586824									
Zm00001eb147680	108.66										Zm00001eb147680	chr3	183480684	183481062									
coi1	108.70		GRMZM2G125411	Chr3	178651445	178655463	Zm00001d042833	Chr3	181426991	181430952	Zm00001eb147720	chr3	183633905	183637892									
Zm00001d042835	108.72		GRMZM2G374044	Chr3	178771179	178782834	Zm00001d042835	Chr3	181543488	181545705	Zm00001eb147730	chr3	183750410	183752772									
shbp1	108.90		GRMZM6G741210	Chr3	178865444	178897469	Zm00001d042840	Chr3	181638640	181643200	Zm00001eb147750	chr3	183845653	183850280									
pht26	108.92		GRMZM5G856598	Chr3	178916302	178919735	Zm00001d042841	Chr3	181694529	181701897	Zm00001eb147760	chr3	183901418	183904860									
pho2	108.95		GRMZM2G085577	Chr3	179031418	179040320	Zm00001d042842	Chr3	181808569	181820628	Zm00001eb147780	chr3	184015422	184027538									
na1	109.00		GRMZM2G449033	Chr3	179041147	179042863	Zm00001d042843	Chr3	181821465	181822989	Zm00001eb147800	chr3	184028326	184029975									
LOC100281184	109.98		GRMZM2G466780	Chr3	179118224	179123201	Zm00001d042847	Chr3	181900541	181905600	Zm00001eb147840	chr3	184107423	184112623									
lac1	110.00		GRMZM5G842071	Chr3	179165468	179169287	Zm00001d042848	Chr3	181947006	181957835	Zm00001eb147850	chr3	184155685	184159608									
