marker_id	marker_id_norm	old_seqid	old_start	old_end	old_midpoint	old_midpoint_0based	old_source	marker_type	old_strand	genetic_chr	cM	attributes	n_liftover_candidates	target_seqid	target_chr	target_type	target_pos	paf_strand	paf_qstart	paf_qend	paf_tstart	paf_tend	mapq	n_match	aln_len	paf_identity	paf_query_span	same_chr	cigar_status	cigar_map_ok	liftover_status	chr	pos	marker_id_norm_for_join	direct_chr	direct_pos	liftover_chr	liftover_pos	same_chr_direct	delta_pos	abs_delta_pos
solcap_stsnp_c1_9742	solcap_snp_c1_9742	ST4.03ch04	62775677	62775677	62775677	62775676	dundee	SNP	.	4	64.567	ID=solcap_stsnp_c1_9742;Note=type: New OPA;Name=solcap_stsnp_c1_9742; Note=Genetic position = Chr04 64.567 cM	1	chr04	4	chromosome	60379241	+	62753835	62801566	60357665	60404841	60	47166	47495	0.9930729550478998	47731	1	cigar_aligned_base	1	lifted_chr_agree	4	60379241	solcap_snp_c1_9742	4	60379241	4	60379241	True	0	0
solcap_stsnp_c1_11669	solcap_snp_c1_11669	ST4.03ch04	63462226	63462226	63462226	63462225	dundee	SNP	.	4	62.407	ID=solcap_stsnp_c1_11669;Note=type: New OPA;Name=solcap_stsnp_c1_11669; Note=Genetic position = Chr04 62.407 cM	1	chr04	4	chromosome	61042106	+	63386530	63492606	60966372	61072355	60	104905	107134	0.979194280060485	106076	1	cigar_aligned_base	1	lifted_chr_agree	4	61042106	solcap_snp_c1_11669	4	61042106	4	61042106	True	0	0
solcap_stsnp_c1_11679	solcap_snp_c1_11679	ST4.03ch04	63668872	63668872	63668872	63668871	dundee	SNP	.	4	62.959	ID=solcap_stsnp_c1_11679;Note=type: New OPA;Name=solcap_stsnp_c1_11679; Note=Genetic position = Chr04 62.959 cM	1	chr04	4	chromosome	61195999	+	63645856	63678418	61173766	61205545	60	31731	31733	0.9999369741278795	32562	1	cigar_aligned_base	1	lifted_chr_agree	4	61195999	solcap_snp_c1_11679	4	61195999	4	61195999	True	0	0
solcap_stsnp_c1_8332	solcap_snp_c1_8332	ST4.03ch04	66149485	66149485	66149485	66149484	dundee	SNP	.	4	75.44	ID=solcap_stsnp_c1_8332;Note=type: New OPA;Name=solcap_stsnp_c1_8332; Note=Genetic position = Chr04 75.44 cM	1	chr04	4	chromosome	63428072	+	66124339	66194470	63403263	63472537	60	68861	69798	0.9865755465772659	70131	1	cigar_aligned_base	1	lifted_chr_agree	4	63428072	solcap_snp_c1_8332	4	63428072	4	63428072	True	0	0
solcap_stsnp_c1_13165	solcap_snp_c1_13165	ST4.03ch04	66778241	66778241	66778241	66778240	dundee	SNP	.	4	75.766	ID=solcap_stsnp_c1_13165;Note=type: New OPA;Name=solcap_stsnp_c1_13165; Note=Genetic position = Chr04 75.766 cM	1	chr04	4	chromosome	64032193	+	66678065	66797956	63937991	64051876	60	113782	116743	0.9746365949136137	119891	1	cigar_aligned_base	1	lifted_chr_agree	4	64032193	solcap_snp_c1_13165	4	64032193	4	64032193	True	0	0
solcap_stsnp_c1_9618	solcap_snp_c1_9618	ST4.03ch04	67293626	67293626	67293626	67293625	dundee	SNP	.	4	78.714	ID=solcap_stsnp_c1_9618;Note=type: New OPA;Name=solcap_stsnp_c1_9618; Note=Genetic position = Chr04 78.714 cM	1	chr04	4	chromosome	64477959	+	67291168	67333285	64475501	64516808	60	41305	41399	0.9977294137539554	42117	1	cigar_aligned_base	1	lifted_chr_agree	4	64477959	solcap_snp_c1_9618	4	64477959	4	64477959	True	0	0
solcap_stsnp_c1_15844	solcap_snp_c1_15844	ST4.03ch04	67420038	67420038	67420038	67420037	dundee	SNP	.	4	79.5	ID=solcap_stsnp_c1_15844;Note=type: New OPA;Name=solcap_stsnp_c1_15844; Note=Genetic position = Chr04 79.5 cM	1	chr04	4	chromosome	64598435	+	67414675	67473177	64593079	64651717	60	57987	59119	0.9808521795023597	58502	1	cigar_aligned_base	1	lifted_chr_agree	4	64598435	solcap_snp_c1_15844	4	64598435	4	64598435	True	0	0
solcap_stsnp_c1_16389	solcap_snp_c1_16389	ST4.03ch04	67754403	67754403	67754403	67754402	dundee	SNP	.	4	79.5	ID=solcap_stsnp_c1_16389;Note=type: New OPA;Name=solcap_stsnp_c1_16389; Note=Genetic position = Chr04 79.5 cM	1	chr04	4	chromosome	64846870	+	67744039	67799861	64837135	64891953	60	54795	55830	0.9814615797958087	55822	1	cigar_aligned_base	1	lifted_chr_agree	4	64846870	solcap_snp_c1_16389	4	64846870	4	64846870	True	0	0
solcap_stsnp_c1_10413	solcap_snp_c1_10413	ST4.03ch04	68094967	68094967	68094967	68094966	dundee	SNP	.	4	83.886	ID=solcap_stsnp_c1_10413;Note=type: New OPA;Name=solcap_stsnp_c1_10413; Note=Genetic position = Chr04 83.886 cM	1	chr04	4	chromosome	65177035	+	68082447	68104361	65164518	65185805	60	21281	21326	0.9978898996530057	21914	1	cigar_aligned_base	1	lifted_chr_agree	4	65177035	solcap_snp_c1_10413	4	65177035	4	65177035	True	0	0
solcap_stsnp_c1_3168	solcap_snp_c1_3168	ST4.03ch04	68440055	68440055	68440055	68440054	dundee	SNP	.	4	84.498	ID=solcap_stsnp_c1_3168;Note=type: New OPA;Name=solcap_stsnp_c1_3168; Note=Genetic position = Chr04 84.498 cM	1	chr04	4	chromosome	65513708	+	68395197	68483513	65469457	65555582	60	85937	88100	0.9754483541430193	88316	1	cigar_aligned_base	1	lifted_chr_agree	4	65513708	solcap_snp_c1_3168	4	65513708	4	65513708	True	0	0
solcap_stsnp_c1_13085	solcap_snp_c1_13085	ST4.03ch04	68734083	68734083	68734083	68734082	dundee	SNP	.	4	82.372	ID=solcap_stsnp_c1_13085;Note=type: New OPA;Name=solcap_stsnp_c1_13085; Note=Genetic position = Chr04 82.372 cM	1	chr04	4	chromosome	65797678	+	68719933	68788097	65783524	65850371	60	66620	68367	0.9744467359983617	68164	1	cigar_aligned_base	1	lifted_chr_agree	4	65797678	solcap_snp_c1_13085	4	65797678	4	65797678	True	0	0
solcap_stsnp_c1_4180	solcap_snp_c1_4180	ST4.03ch04	69079236	69079236	69079236	69079235	dundee	SNP	.	4	83.162	ID=solcap_stsnp_c1_4180;Note=type: New OPA;Name=solcap_stsnp_c1_4180; Note=Genetic position = Chr04 83.162 cM	1	chr04	4	chromosome	66123270	+	69052746	69103606	66097055	66162484	60	49476	66232	0.7470105085155212	50860	1	cigar_aligned_base	1	lifted_chr_agree	4	66123270	solcap_snp_c1_4180	4	66123270	4	66123270	True	0	0
solcap_stsnp_c1_4111	solcap_snp_c1_4111	ST4.03ch04	69829790	69829790	69829790	69829789	dundee	SNP	.	4	88.566	ID=solcap_stsnp_c1_4111;Note=type: New OPA;Name=solcap_stsnp_c1_4111; Note=Genetic position = Chr04 88.566 cM	1	chr04	4	chromosome	66783619	+	69797460	69833151	66751291	66786980	60	35686	35691	0.9998599086604466	35691	1	cigar_aligned_base	1	lifted_chr_agree	4	66783619	solcap_snp_c1_4111	4	66783619	4	66783619	True	0	0
solcap_stsnp_c1_4179	solcap_snp_c1_4179	ST4.03ch04	69865339	69865339	69865339	69865338	dundee	SNP	.	4	87.999	ID=solcap_stsnp_c1_4179;Note=type: New OPA;Name=solcap_stsnp_c1_4179; Note=Genetic position = Chr04 87.999 cM	1	chr04	4	chromosome	66814329	+	69834214	69873311	66787276	66822301	60	34994	35007	0.9996286456994316	39097	1	cigar_aligned_base	1	lifted_chr_agree	4	66814329	solcap_snp_c1_4179	4	66814329	4	66814329	True	0	0
solcap_stsnp_c1_10207	solcap_snp_c1_10207	ST4.03ch04	70032110	70032110	70032110	70032109	dundee	SNP	.	4	88.867	ID=solcap_stsnp_c1_10207;Note=type: New OPA;Name=solcap_stsnp_c1_10207; Note=Genetic position = Chr04 88.867 cM	1	chr04	4	chromosome	66981576	+	70028771	70079469	66978237	67026501	60	48252	49012	0.9844935934056965	50698	1	cigar_aligned_base	1	lifted_chr_agree	4	66981576	solcap_snp_c1_10207	4	66981576	4	66981576	True	0	0
solcap_stsnp_c1_10218	solcap_snp_c1_10218	ST4.03ch04	70090208	70090208	70090208	70090207	dundee	SNP	.	4	88.718	ID=solcap_stsnp_c1_10218;Note=type: New OPA;Name=solcap_stsnp_c1_10218; Note=Genetic position = Chr04 88.718 cM	1	chr04	4	chromosome	67037168	+	70079777	70142399	67026782	67088261	60	61330	62062	0.9882053430440527	62622	1	cigar_aligned_base	1	lifted_chr_agree	4	67037168	solcap_snp_c1_10218	4	67037168	4	67037168	True	0	0
solcap_stsnp_c1_6748	solcap_snp_c1_6748	ST4.03ch04	70441799	70441799	70441799	70441798	dundee	SNP	.	4	69.8	ID=solcap_stsnp_c1_6748;Note=type: New OPA;Name=solcap_stsnp_c1_6748; Note=Genetic position = Chr04 69.8 cM	1	chr04	4	chromosome	67383618	+	70440078	70445943	67381897	67387762	60	5865	5865	1.0	5865	1	cigar_aligned_base	1	lifted_chr_agree	4	67383618	solcap_snp_c1_6748	4	62391020	4	67383618	True	4992598	4992598
solcap_stsnp_c1_13350	solcap_snp_c1_13350	ST4.03ch04	70589264	70589264	70589264	70589263	dundee	SNP	.	4	91.264	ID=solcap_stsnp_c1_13350;Note=type: New OPA;Name=solcap_stsnp_c1_13350; Note=Genetic position = Chr04 91.264 cM	1	chr04	4	chromosome	67527578	+	70496633	70692468	67436225	67629937	60	193612	195164	0.9920477137176938	195835	1	cigar_aligned_base	1	lifted_chr_agree	4	67527578	solcap_snp_c1_13350	4	67527578	4	67527578	True	0	0
solcap_stsnp_c1_10710	solcap_snp_c1_10710	ST4.03ch04	70600509	70600509	70600509	70600508	dundee	SNP	.	4	90.601	ID=solcap_stsnp_c1_10710;Note=type: New OPA;Name=solcap_stsnp_c1_10710; Note=Genetic position = Chr04 90.601 cM	1	chr04	4	chromosome	67538822	+	70496633	70692468	67436225	67629937	60	193612	195164	0.9920477137176938	195835	1	cigar_aligned_base	1	lifted_chr_agree	4	67538822	solcap_snp_c1_10710	4	67538822	4	67538822	True	0	0
solcap_stsnp_c1_10694	solcap_snp_c1_10694	ST4.03ch04	70642454	70642454	70642454	70642453	dundee	SNP	.	4	90.981	ID=solcap_stsnp_c1_10694;Note=type: New OPA;Name=solcap_stsnp_c1_10694; Note=Genetic position = Chr04 90.981 cM	1	chr04	4	chromosome	67580640	+	70496633	70692468	67436225	67629937	60	193612	195164	0.9920477137176938	195835	1	cigar_aligned_base	1	lifted_chr_agree	4	67580640	solcap_snp_c1_10694	4	67580640	4	67580640	True	0	0
solcap_stsnp_c1_10675	solcap_snp_c1_10675	ST4.03ch04	70849404	70849404	70849404	70849403	dundee	SNP	.	4	92.286	ID=solcap_stsnp_c1_10675;Note=type: New OPA;Name=solcap_stsnp_c1_10675; Note=Genetic position = Chr04 92.286 cM	1	chr04	4	chromosome	67782718	+	70840071	70863120	67773385	67795559	60	22173	22211	0.998289136013687	23049	1	cigar_aligned_base	1	lifted_chr_agree	4	67782718	solcap_snp_c1_10675	4	67782718	4	67782718	True	0	0
solcap_stsnp_c1_3567	solcap_snp_c1_3567	ST4.03ch04	71284964	71284964	71284964	71284963	dundee	SNP	.	4	95.613	ID=solcap_stsnp_c1_3567;Note=type: New OPA;Name=solcap_stsnp_c1_3567; Note=Genetic position = Chr04 95.613 cM	1	chr04	4	chromosome	68210423	+	71190003	71299785	68117106	68225039	60	107720	108181	0.995738623233285	109782	1	cigar_aligned_base	1	lifted_chr_agree	4	68210423	solcap_snp_c1_3567	4	68210423	4	68210423	True	0	0
solcap_stsnp_c1_3526	solcap_snp_c1_3526	ST4.03ch04	71589190	71589190	71589190	71589189	dundee	SNP	.	4	96.133	ID=solcap_stsnp_c1_3526;Note=type: New OPA;Name=solcap_stsnp_c1_3526; Note=Genetic position = Chr04 96.133 cM	1	chr04	4	chromosome	68509887	+	71438932	71621818	68362372	68542517	60	180052	182603	0.9860298023581212	182886	1	cigar_aligned_base	1	lifted_chr_agree	4	68509887	solcap_snp_c1_3526	4	68509887	4	68509887	True	0	0
solcap_stsnp_c1_3460	solcap_snp_c1_3460	ST4.03ch04	72029728	72029728	72029728	72029727	dundee	SNP	.	4	99.734	ID=solcap_stsnp_c1_3460;Note=type: New OPA;Name=solcap_stsnp_c1_3460; Note=Genetic position = Chr04 99.734 cM	1	chr04	4	chromosome	68943378	+	71911662	72054366	68826996	68967728	60	140692	141843	0.9918853944149517	142704	1	cigar_aligned_base	1	lifted_chr_agree	4	68943378	solcap_snp_c1_3460	4	68943378	4	68943378	True	0	0
solcap_stsnp_c1_15684	solcap_snp_c1_15684	ST4.03ch05	1041105	1041105	1041105	1041104	dundee	SNP	.	5	0.0	ID=solcap_stsnp_c1_15684;Note=type: New OPA;Name=solcap_stsnp_c1_15684; Note=Genetic position = Chr05 0 cM	1	chr05	5	chromosome	1135681	+	978518	1056940	1045223	1150767	60	76562	105559	0.725300542824392	78422	1	cigar_aligned_base	1	lifted_chr_agree	5	1135681	solcap_snp_c1_15684	5	1135681	5	1135681	True	0	0
solcap_stsnp_c1_7354	solcap_snp_c1_7354	ST4.03ch05	4437785	4437785	4437785	4437784	dundee	SNP	.	5	14.666	ID=solcap_stsnp_c1_7354;Note=type: New OPA;Name=solcap_stsnp_c1_7354; Note=Genetic position = Chr05 14.666 cM	1	chr05	5	chromosome	4389823	+	4397902	4458138	4349939	4410077	60	60116	60240	0.9979415670650731	60236	1	cigar_aligned_base	1	lifted_chr_agree	5	4389823	solcap_snp_c1_7354	5	4389823	5	4389823	True	0	0
solcap_stsnp_c1_15785	solcap_snp_c1_15785	ST4.03ch05	7052194	7052194	7052194	7052193	dundee	SNP	.	5	25.697	ID=solcap_stsnp_c1_15785;Note=type: New OPA;Name=solcap_stsnp_c1_15785; Note=Genetic position = Chr05 25.697 cM	1	chr05	5	chromosome	7316844	+	7040890	7076191	7306077	7340898	60	34750	34889	0.9960159362549801	35301	1	cigar_aligned_base	1	lifted_chr_agree	5	7316844	solcap_snp_c1_15785	5	7316844	5	7316844	True	0	0
solcap_stsnp_c1_11256	solcap_snp_c1_11256	ST4.03ch05	7769482	7769482	7769482	7769481	dundee	SNP	.	5	30.434	ID=solcap_stsnp_c1_11256;Note=type: New OPA;Name=solcap_stsnp_c1_11256; Note=Genetic position = Chr05 30.434 cM	1	chr05	5	chromosome	8024295	+	7704801	7814464	7961283	8063885	60	102415	103741	0.9872181683230352	109663	1	cigar_aligned_base	1	lifted_chr_agree	5	8024295	solcap_snp_c1_11256	5	8024295	5	8024295	True	0	0
solcap_stsnp_c1_11075	solcap_snp_c1_11075	ST4.03ch05	8166560	8166560	8166560	8166559	dundee	SNP	.	5	29.911	ID=solcap_stsnp_c1_11075;Note=type: New OPA;Name=solcap_stsnp_c1_11075; Note=Genetic position = Chr05 29.911 cM	1	chr05	5	chromosome	8385142	+	8157592	8187161	8376399	8404942	60	28281	28637	0.987568530223138	29569	1	cigar_aligned_base	1	lifted_chr_agree	5	8385142	solcap_snp_c1_11075	5	8385142	5	8385142	True	0	0
solcap_stsnp_c1_11072	solcap_snp_c1_11072	ST4.03ch05	8169193	8169193	8169193	8169192	dundee	SNP	.	5	30.081	ID=solcap_stsnp_c1_11072;Note=type: New OPA;Name=solcap_stsnp_c1_11072; Note=Genetic position = Chr05 30.081 cM	1	chr05	5	chromosome	8386983	+	8157592	8187161	8376399	8404942	60	28281	28637	0.987568530223138	29569	1	cigar_aligned_base	1	lifted_chr_agree	5	8386983	solcap_snp_c1_11072	5	8386983	5	8386983	True	0	0
solcap_stsnp_c1_11084	solcap_snp_c1_11084	ST4.03ch05	8384233	8384233	8384233	8384232	dundee	SNP	.	5	30.653	ID=solcap_stsnp_c1_11084;Note=type: New OPA;Name=solcap_stsnp_c1_11084; Note=Genetic position = Chr05 30.653 cM	1	chr05	5	chromosome	8602330	+	8359190	8414480	8577246	8632577	60	55121	55220	0.998207171314741	55290	1	cigar_aligned_base	1	lifted_chr_agree	5	8602330	solcap_snp_c1_11084	5	8602330	5	8602330	True	0	0
solcap_stsnp_c1_6338	solcap_snp_c1_6338	ST4.03ch05	19622602	19622602	19622602	19622601	dundee	SNP	.	5	41.173	ID=solcap_stsnp_c1_6338;Note=type: New OPA;Name=solcap_stsnp_c1_6338; Note=Genetic position = Chr05 41.173 cM	1	chr05	5	chromosome	19583215	+	19549351	19627399	19510354	19588012	60	77634	78056	0.9945936250896792	78048	1	cigar_aligned_base	1	lifted_chr_agree	5	19583215	solcap_snp_c1_6338	5	19583215	5	19583215	True	0	0
solcap_stsnp_c1_3413	solcap_snp_c1_3413	ST4.03ch05	48260244	48260244	48260244	48260243	dundee	SNP	.	5	56.967	ID=solcap_stsnp_c1_3413;Note=type: New OPA;Name=solcap_stsnp_c1_3413; Note=Genetic position = Chr05 56.967 cM	1	chr05	5	chromosome	51470172	+	48178459	48345527	51390216	51553364	60	162787	164075	0.9921499314337955	167068	1	cigar_aligned_base	1	lifted_chr_agree	5	51470172	solcap_snp_c1_3413	5	51470172	5	51470172	True	0	0
solcap_stsnp_c1_12486	solcap_snp_c1_12486	ST4.03ch05	49089754	49089754	49089754	49089753	dundee	SNP	.	5	55.528	ID=solcap_stsnp_c1_12486;Note=type: New OPA;Name=solcap_stsnp_c1_12486; Note=Genetic position = Chr05 55.528 cM	1	chr05	5	chromosome	52206315	+	49064973	49128787	52188035	52244152	60	55793	57071	0.977606840602057	63814	1	cigar_aligned_base	1	lifted_chr_agree	5	52206315	solcap_snp_c1_12486	5	52206315	5	52206315	True	0	0
solcap_stsnp_c1_1199	solcap_snp_c1_1199	ST4.03ch05	52004790	52004790	52004790	52004789	dundee	SNP	.	5	61.677	ID=solcap_stsnp_c1_1199;Note=type: New OPA;Name=solcap_stsnp_c1_1199; Note=Genetic position = Chr05 61.677 cM	1	chr05	5	chromosome	55169241	+	51880267	52017268	55048318	55180502	60	132038	134616	0.9808492304035181	137001	1	cigar_aligned_base	1	lifted_chr_agree	5	55169241	solcap_snp_c1_1199	5	55169241	5	55169241	True	0	0
solcap_stsnp_c1_9246	solcap_snp_c1_9246	ST4.03ch06	619604	619604	619604	619603	dundee	SNP	.	6	1.564	ID=solcap_stsnp_c1_9246;Note=type: New OPA;Name=solcap_stsnp_c1_9246; Note=Genetic position = Chr06 1.564 cM	1	chr06	6	chromosome	952101	+	605716	667476	939085	999428	60	60296	61801	0.9756476432420187	61760	1	cigar_aligned_base	1	lifted_chr_agree	6	952101	solcap_snp_c1_9246	6	952101	6	952101	True	0	0
solcap_stsnp_c1_15546	solcap_snp_c1_15546	ST4.03ch06	1807416	1807416	1807416	1807415	dundee	SNP	.	6	5.93	ID=solcap_stsnp_c1_15546;Note=type: New OPA;Name=solcap_stsnp_c1_15546; Note=Genetic position = Chr06 5.93 cM	1	chr06	6	chromosome	2349513	+	1759067	1848366	2301660	2388879	60	86933	87730	0.9909153083323835	89299	1	cigar_aligned_base	1	lifted_chr_agree	6	2349513	solcap_snp_c1_15546	6	2349513	6	2349513	True	0	0
solcap_stsnp_c1_13631	solcap_snp_c1_13631	ST4.03ch06	1898990	1898990	1898990	1898989	dundee	SNP	.	6	3.779	ID=solcap_stsnp_c1_13631;Note=type: New OPA;Name=solcap_stsnp_c1_13631; Note=Genetic position = Chr06 3.779 cM	1	chr06	6	chromosome	2429309	+	1849934	1913492	2389762	2443811	60	53940	54301	0.9933518719728919	63558	1	cigar_aligned_base	1	lifted_chr_agree	6	2429309	solcap_snp_c1_13631	6	2429309	6	2429309	True	0	0
solcap_stsnp_c1_16621	solcap_snp_c1_16621	ST4.03ch06	21067273	21067273	21067273	21067272	dundee	SNP	.	6	10.048	ID=solcap_stsnp_c1_16621;Note=type: New OPA;Name=solcap_stsnp_c1_16621; Note=Genetic position = Chr06 10.048 cM	1	chr06	6	chromosome	22311521	+	21060539	21072370	22304785	22316451	60	11660	11833	0.9853798698554889	11831	1	cigar_aligned_base	1	lifted_chr_agree	6	22311521	solcap_snp_c1_16621	6	22311521	6	22311521	True	0	0
solcap_stsnp_c1_1574	solcap_snp_c1_1574	ST4.03ch06	25513947	25513947	25513947	25513946	dundee	SNP	.	6	10.048	ID=solcap_stsnp_c1_1574;Note=type: New OPA;Name=solcap_stsnp_c1_1574; Note=Genetic position = Chr06 10.048 cM	1	chr06	6	chromosome	26740064	+	25503245	25533793	26729405	26759915	60	30490	30562	0.9976441332373536	30548	1	cigar_aligned_base	1	lifted_chr_agree	6	26740064	solcap_snp_c1_1574	6	26740064	6	26740064	True	0	0
solcap_stsnp_c1_3690	solcap_snp_c1_3690	ST4.03ch06	30469105	30469105	30469105	30469104	dundee	SNP	.	6	11.745	ID=solcap_stsnp_c1_3690;Note=type: New OPA;Name=solcap_stsnp_c1_3690; Note=Genetic position = Chr06 11.745 cM	1	chr06	6	chromosome	31440571	+	30427188	30515517	31398679	31486836	60	87823	88208	0.9956353165245783	88329	1	cigar_aligned_base	1	lifted_chr_agree	6	31440571	solcap_snp_c1_3690	6	31440571	6	31440571	True	0	0
solcap_stsnp_c1_3692	solcap_snp_c1_3692	ST4.03ch06	30648503	30648503	30648503	30648502	dundee	SNP	.	6	14.191	ID=solcap_stsnp_c1_3692;Note=type: New OPA;Name=solcap_stsnp_c1_3692; Note=Genetic position = Chr06 14.191 cM	1	chr06	6	chromosome	31603941	+	30589278	30693567	31553480	31648945	60	94892	103164	0.9198169904230158	104289	1	cigar_aligned_base	1	lifted_chr_agree	6	31603941	solcap_snp_c1_3692	6	31603941	6	31603941	True	0	0
solcap_stsnp_c1_9854	solcap_snp_c1_9854	ST4.03ch06	31631878	31631878	31631878	31631877	dundee	SNP	.	6	13.254	ID=solcap_stsnp_c1_9854;Note=type: New OPA;Name=solcap_stsnp_c1_9854; Note=Genetic position = Chr06 13.254 cM	1	chr06	6	chromosome	32505188	+	31556372	31636170	32430152	32509478	60	79177	79931	0.9905668639201312	79798	1	cigar_aligned_base	1	lifted_chr_agree	6	32505188	solcap_snp_c1_9854	6	32505188	6	32505188	True	0	0
solcap_stsnp_c1_12691	solcap_snp_c1_12691	ST4.03ch06	37867794	37867794	37867794	37867793	dundee	SNP	.	6	18.79	ID=solcap_stsnp_c1_12691;Note=type: New OPA;Name=solcap_stsnp_c1_12691; Note=Genetic position = Chr06 18.79 cM	1	chr06	6	chromosome	38373978	+	37850217	37904647	38356204	38410567	60	54112	54635	0.9904273817150179	54430	1	cigar_aligned_base	1	lifted_chr_agree	6	38373978	solcap_snp_c1_12691	6	38373978	6	38373978	True	0	0
solcap_stsnp_c1_9977	solcap_snp_c1_9977	ST4.03ch06	39125335	39125335	39125335	39125334	dundee	SNP	.	6	21.601	ID=solcap_stsnp_c1_9977;Note=type: New OPA;Name=solcap_stsnp_c1_9977; Note=Genetic position = Chr06 21.601 cM	1	chr06	6	chromosome	39565020	+	39033600	39149340	39475626	39588274	60	112509	114200	0.9851926444833625	115740	1	cigar_aligned_base	1	lifted_chr_agree	6	39565020	solcap_snp_c1_9977	6	39565020	6	39565020	True	0	0
solcap_stsnp_c1_12700	solcap_snp_c1_12700	ST4.03ch06	42838897	42838897	42838897	42838896	dundee	SNP	.	6	26.692	ID=solcap_stsnp_c1_12700;Note=type: New OPA;Name=solcap_stsnp_c1_12700; Note=Genetic position = Chr06 26.692 cM	1	chr06	6	chromosome	43280390	+	42736794	42863921	43183077	43305416	60	122196	123745	0.9874823225180815	127127	1	cigar_aligned_base	1	lifted_chr_agree	6	43280390	solcap_snp_c1_12700	6	43280390	6	43280390	True	0	0
solcap_stsnp_c1_15368	solcap_snp_c1_15368	ST4.03ch06	48433233	48433233	48433233	48433232	dundee	SNP	.	6	38.833	ID=solcap_stsnp_c1_15368;Note=type: New OPA;Name=solcap_stsnp_c1_15368; Note=Genetic position = Chr06 38.833 cM	1	chr06	6	chromosome	48711146	+	48374783	48448947	48653256	48726852	60	73587	73726	0.9981146406966335	74164	1	cigar_aligned_base	1	lifted_chr_agree	6	48711146	solcap_snp_c1_15368	6	48711146	6	48711146	True	0	0
solcap_stsnp_c1_9450	solcap_snp_c1_9450	ST4.03ch06	48637692	48637692	48637692	48637691	dundee	SNP	.	6	39.705	ID=solcap_stsnp_c1_9450;Note=type: New OPA;Name=solcap_stsnp_c1_9450; Note=Genetic position = Chr06 39.705 cM	1	chr06	6	chromosome	48910377	+	48621789	48680044	48895311	48952861	60	57316	57520	0.9964534075104311	58255	1	cigar_aligned_base	1	lifted_chr_agree	6	48910377	solcap_snp_c1_9450	6	48910377	6	48910377	True	0	0
solcap_stsnp_c1_14891	solcap_snp_c1_14891	ST4.03ch06	48802529	48802529	48802529	48802528	dundee	SNP	.	6	41.998	ID=solcap_stsnp_c1_14891;Note=type: New OPA;Name=solcap_stsnp_c1_14891; Note=Genetic position = Chr06 41.998 cM	1	chr06	6	chromosome	49075146	+	48789925	48825195	49062635	49097854	60	35125	35328	0.9942538496376812	35270	1	cigar_aligned_base	1	lifted_chr_agree	6	49075146	solcap_snp_c1_14891	6	49075146	6	49075146	True	0	0
solcap_stsnp_c1_10650	solcap_snp_c1_10650	ST4.03ch06	49501437	49501437	49501437	49501436	dundee	SNP	.	6	45.148	ID=solcap_stsnp_c1_10650;Note=type: New OPA;Name=solcap_stsnp_c1_10650; Note=Genetic position = Chr06 45.148 cM	1	chr06	6	chromosome	49705566	+	49500284	49535212	49704413	49737889	60	33437	33440	0.9999102870813397	34928	1	cigar_aligned_base	1	lifted_chr_agree	6	49705566	solcap_snp_c1_10650	6	49705566	6	49705566	True	0	0
solcap_stsnp_c1_2059	solcap_snp_c1_2059	ST4.03ch06	50217473	50217473	50217473	50217472	dundee	SNP	.	6	47.03	ID=solcap_stsnp_c1_2059;Note=type: New OPA;Name=solcap_stsnp_c1_2059; Note=Genetic position = Chr06 47.03 cM	1	chr06	6	chromosome	50445762	+	50201886	50265526	50434456	50493692	60	58966	59500	0.9910252100840337	63640	1	cigar_aligned_base	1	lifted_chr_agree	6	50445762	solcap_snp_c1_2059	6	50445762	6	50445762	True	0	0
solcap_stsnp_c1_2104	solcap_snp_c1_2104	ST4.03ch06	50712481	50712481	50712481	50712480	dundee	SNP	.	6	49.367	ID=solcap_stsnp_c1_2104;Note=type: New OPA;Name=solcap_stsnp_c1_2104; Note=Genetic position = Chr06 49.367 cM	1	chr06	6	chromosome	50917006	+	50701069	50743820	50905592	50944212	60	38603	38925	0.9917276814386641	42751	1	cigar_aligned_base	1	lifted_chr_agree	6	50917006	solcap_snp_c1_2104	6	50917006	6	50917006	True	0	0
solcap_stsnp_c1_2967	solcap_snp_c1_2967	ST4.03ch06	52237562	52237562	52237562	52237561	dundee	SNP	.	6	53.795	ID=solcap_stsnp_c1_2967;Note=type: New OPA;Name=solcap_stsnp_c1_2967; Note=Genetic position = Chr06 53.795 cM	1	chr06	6	chromosome	52334463	+	52168541	52252360	52317577	52349259	60	31675	33821	0.9365482983944886	83819	1	cigar_aligned_base	1	lifted_chr_agree	6	52334463	solcap_snp_c1_2967	6	52334463	6	52334463	True	0	0
solcap_stsnp_c1_3007	solcap_snp_c1_3007	ST4.03ch06	52531445	52531445	52531445	52531444	dundee	SNP	.	6	56.733	ID=solcap_stsnp_c1_3007;Note=type: New OPA;Name=solcap_stsnp_c1_3007; Note=Genetic position = Chr06 56.733 cM	1	chr06	6	chromosome	52623052	+	52519249	52557036	52611096	52648697	60	37535	37845	0.9918086933544722	37787	1	cigar_aligned_base	1	lifted_chr_agree	6	52623052	solcap_snp_c1_3007	6	52623052	6	52623052	True	0	0
