chr	pos	cM	marker_id	marker_type	genetic_chr	old_seqid	old_start	old_end	old_midpoint	target_seqid	target_pos	paf_strand	mapq	paf_identity	paf_query_span	n_liftover_candidates	cigar_status	liftover_status
5	46729171	44.896	pPt-653617	DArT_marker	5	ST4.03ch05	43162283	43162815	43162549	chr05	46729171	+	60	0.9996034630890225	15127	1	cigar_aligned_base	lifted_chr_agree
5	46885747	46.14	pPt-472679	DArT_marker	5	ST4.03ch05	43324190	43324964	43324577	chr05	46885747	+	60	0.9844609741186061	40039	1	cigar_aligned_base	lifted_chr_agree
5	48957667	48.95	toPt-437086	DArT_marker	5	ST4.03ch05	45526928	45527603	45527265	chr05	48957667	+	60	0.9912944073162153	56832	1	cigar_aligned_base	lifted_chr_agree
5	48957667	49.452	toPt-763812	DArT_marker	5	ST4.03ch05	45526928	45527603	45527265	chr05	48957667	+	60	0.9912944073162153	56832	1	cigar_aligned_base	lifted_chr_agree
5	49352371	48.365	pPt-654254	DArT_marker	5	ST4.03ch05	45980559	45981080	45980819	chr05	49352371	+	60	0.9844037285671527	94684	1	cigar_aligned_base	lifted_chr_agree
5	49352371	48.379	pPt-656906	DArT_marker	5	ST4.03ch05	45980559	45981080	45980819	chr05	49352371	+	60	0.9844037285671527	94684	1	cigar_aligned_base	lifted_chr_agree
5	49352371	48.379	pPt-656912	DArT_marker	5	ST4.03ch05	45980559	45981080	45980819	chr05	49352371	+	60	0.9844037285671527	94684	1	cigar_aligned_base	lifted_chr_agree
5	51442454	52.096	STM5146	repeat_region	5	ST4.03ch05	48231243	48231546	48231394	chr05	51442454	+	60	0.9921499314337955	167068	1	cigar_aligned_base	lifted_chr_agree
5	51470172	56.967	solcap_stsnp_c1_3413	SNP	5	ST4.03ch05	48260244	48260244	48260244	chr05	51470172	+	60	0.9921499314337955	167068	1	cigar_aligned_base	lifted_chr_agree
5	51816472	56.434	PM0333	repeat_region	5	ST4.03ch05	48615228	48615428	48615328	chr05	51816472	+	60	0.9867422052645778	28125	1	cigar_aligned_base	lifted_chr_agree
5	52067622	56.012	pPt-458238	DArT_marker	5	ST4.03ch05	48916694	48917271	48916982	chr05	52067622	+	60	0.9850717434447391	56919	1	cigar_aligned_base	lifted_chr_agree
5	52206315	55.528	solcap_stsnp_c1_12486	SNP	5	ST4.03ch05	49089754	49089754	49089754	chr05	52206315	+	60	0.977606840602057	63814	1	cigar_aligned_base	lifted_chr_agree
5	52213095	58.059	pPt-457947	DArT_marker	5	ST4.03ch05	49096306	49096762	49096534	chr05	52213095	+	60	0.977606840602057	63814	1	cigar_aligned_base	lifted_chr_agree
5	52213173	58.059	pPt-472014	DArT_marker	5	ST4.03ch05	49096306	49096919	49096612	chr05	52213173	+	60	0.977606840602057	63814	1	cigar_aligned_base	lifted_chr_agree
5	52213173	58.059	pPt-472350	DArT_marker	5	ST4.03ch05	49096306	49096919	49096612	chr05	52213173	+	60	0.977606840602057	63814	1	cigar_aligned_base	lifted_chr_agree
5	52213173	58.059	pPt-473087	DArT_marker	5	ST4.03ch05	49096306	49096919	49096612	chr05	52213173	+	60	0.977606840602057	63814	1	cigar_aligned_base	lifted_chr_agree
5	54704835	63.803	toPt-438407	DArT_marker	5	ST4.03ch05	51530496	51530796	51530646	chr05	54704835	+	60	0.9847858881612782	236855	1	cigar_aligned_base	lifted_chr_agree
5	54704901	63.759	pPt-535674	DArT_marker	5	ST4.03ch05	51530496	51530929	51530712	chr05	54704901	+	60	0.9847858881612782	236855	1	cigar_aligned_base	lifted_chr_agree
5	54704901	63.759	pPt-654505	DArT_marker	5	ST4.03ch05	51530496	51530929	51530712	chr05	54704901	+	60	0.9847858881612782	236855	1	cigar_aligned_base	lifted_chr_agree
5	54704901	63.78	pPt-533813	DArT_marker	5	ST4.03ch05	51530496	51530929	51530712	chr05	54704901	+	60	0.9847858881612782	236855	1	cigar_aligned_base	lifted_chr_agree
5	54704901	63.78	pPt-535984	DArT_marker	5	ST4.03ch05	51530496	51530929	51530712	chr05	54704901	+	60	0.9847858881612782	236855	1	cigar_aligned_base	lifted_chr_agree
5	54704901	64.138	pPt-459311	DArT_marker	5	ST4.03ch05	51530496	51530929	51530712	chr05	54704901	+	60	0.9847858881612782	236855	1	cigar_aligned_base	lifted_chr_agree
5	55169241	61.677	solcap_stsnp_c1_1199	SNP	5	ST4.03ch05	52004790	52004790	52004790	chr05	55169241	+	60	0.9808492304035181	137001	1	cigar_aligned_base	lifted_chr_agree
6	581390	0.539	MICRO.337.C1_891	match	6	ST4.03ch06	247964	248072	248018	chr06	581390	+	60	0.9933939433579698	46414	1	cigar_aligned_base	lifted_chr_agree
6	657165	2.632	pPt-540411	DArT_marker	6	ST4.03ch06	324235	325460	324847	chr06	657165	+	60	0.9909900637346106	128173	1	cigar_aligned_base	lifted_chr_agree
6	952101	1.564	solcap_stsnp_c1_9246	SNP	6	ST4.03ch06	619604	619604	619604	chr06	952101	+	60	0.9756476432420187	61760	1	cigar_aligned_base	lifted_chr_agree
6	960035	2.392	toPt-441146	DArT_marker	6	ST4.03ch06	627360	627714	627537	chr06	960035	+	60	0.9756476432420187	61760	1	cigar_aligned_base	lifted_chr_agree
6	1199195	4.255	pPt-654984	DArT_marker	6	ST4.03ch06	911602	921738	916670	chr06	1199195	+	60	0.9990714230441848	12923	1	cigar_aligned_base	lifted_chr_agree
6	2349513	5.93	solcap_stsnp_c1_15546	SNP	6	ST4.03ch06	1807416	1807416	1807416	chr06	2349513	+	60	0.9909153083323835	89299	1	cigar_aligned_base	lifted_chr_agree
6	2429309	3.779	solcap_stsnp_c1_13631	SNP	6	ST4.03ch06	1898990	1898990	1898990	chr06	2429309	+	60	0.9933518719728919	63558	1	cigar_aligned_base	lifted_chr_agree
6	8768118	10.831	PM0439	repeat_region	6	ST4.03ch06	8358190	8358349	8358269	chr06	8768118	+	60	0.9977831036548832	33347	1	cigar_aligned_base	lifted_chr_agree
6	15797597	14.488	PM0329	repeat_region	6	ST4.03ch06	14382297	14382425	14382361	chr06	15797597	+	60	0.9941990219567429	121872	1	cigar_aligned_base	lifted_chr_agree
6	22311521	10.048	solcap_stsnp_c1_16621	SNP	6	ST4.03ch06	21067273	21067273	21067273	chr06	22311521	+	60	0.9853798698554889	11831	1	cigar_aligned_base	lifted_chr_agree
6	26740064	10.048	solcap_stsnp_c1_1574	SNP	6	ST4.03ch06	25513947	25513947	25513947	chr06	26740064	+	60	0.9976441332373536	30548	1	cigar_aligned_base	lifted_chr_agree
6	31440571	11.745	solcap_stsnp_c1_3690	SNP	6	ST4.03ch06	30469105	30469105	30469105	chr06	31440571	+	60	0.9956353165245783	88329	1	cigar_aligned_base	lifted_chr_agree
6	31603941	14.191	solcap_stsnp_c1_3692	SNP	6	ST4.03ch06	30648503	30648503	30648503	chr06	31603941	+	60	0.9198169904230158	104289	1	cigar_aligned_base	lifted_chr_agree
6	32505188	13.254	solcap_stsnp_c1_9854	SNP	6	ST4.03ch06	31631878	31631878	31631878	chr06	32505188	+	60	0.9905668639201312	79798	1	cigar_aligned_base	lifted_chr_agree
6	38149442	19.842	MICRO.669.C3_729	match	6	ST4.03ch06	37561212	37561332	37561272	chr06	38149442	+	60	0.9465085542257141	26461	1	cigar_aligned_base	lifted_chr_agree
6	38373978	18.79	solcap_stsnp_c1_12691	SNP	6	ST4.03ch06	37867794	37867794	37867794	chr06	38373978	+	60	0.9904273817150179	54430	1	cigar_aligned_base	lifted_chr_agree
6	39565020	21.601	solcap_stsnp_c1_9977	SNP	6	ST4.03ch06	39125335	39125335	39125335	chr06	39565020	+	60	0.9851926444833625	115740	1	cigar_aligned_base	lifted_chr_agree
6	39650201	21.648	pPt-473740	DArT_marker	6	ST4.03ch06	39213779	39214257	39214018	chr06	39650201	+	60	0.9902435550491383	14036	1	cigar_aligned_base	lifted_chr_agree
6	41307916	25.755	PM1285	repeat_region	6	ST4.03ch06	40818921	40819026	40818973	chr06	41307916	+	60	0.9760084867937873	37159	1	cigar_aligned_base	lifted_chr_agree
6	43280390	26.692	solcap_stsnp_c1_12700	SNP	6	ST4.03ch06	42838897	42838897	42838897	chr06	43280390	+	60	0.9874823225180815	127127	1	cigar_aligned_base	lifted_chr_agree
6	44446174	28.379	pPt-657258	DArT_marker	6	ST4.03ch06	44024787	44025254	44025020	chr06	44446174	+	60	0.9990211007178594	9190	1	cigar_aligned_base	lifted_chr_agree
6	44446174	28.386	pPt-651347	DArT_marker	6	ST4.03ch06	44024787	44025254	44025020	chr06	44446174	+	60	0.9990211007178594	9190	1	cigar_aligned_base	lifted_chr_agree
6	44446174	28.386	pPt-653976	DArT_marker	6	ST4.03ch06	44024787	44025254	44025020	chr06	44446174	+	60	0.9990211007178594	9190	1	cigar_aligned_base	lifted_chr_agree
6	46242956	33.377	PM0478	repeat_region	6	ST4.03ch06	45968343	45968493	45968418	chr06	46242956	+	60	0.9896648702567158	77893	1	cigar_aligned_base	lifted_chr_agree
6	46359572	34.322	pPt-655645	DArT_marker	6	ST4.03ch06	46084205	46084530	46084367	chr06	46359572	+	60	0.997234429459009	53386	1	cigar_aligned_base	lifted_chr_agree
6	46359578	34.293	toPt-440683	DArT_marker	6	ST4.03ch06	46084217	46084530	46084373	chr06	46359578	+	60	0.997234429459009	53386	1	cigar_aligned_base	lifted_chr_agree
6	46767211	34.322	pPt-651124	DArT_marker	6	ST4.03ch06	46502256	46502905	46502580	chr06	46767211	+	60	0.9926550488992635	49690	1	cigar_aligned_base	lifted_chr_agree
6	46767211	34.322	toPt-438543	DArT_marker	6	ST4.03ch06	46502256	46502905	46502580	chr06	46767211	+	60	0.9926550488992635	49690	1	cigar_aligned_base	lifted_chr_agree
6	46767221	34.322	pPt-656865	DArT_marker	6	ST4.03ch06	46502256	46502924	46502590	chr06	46767221	+	60	0.9926550488992635	49690	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.72	pPt-651721	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.739	pPt-651404	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.746	pPt-471837	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.746	pPt-651120	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.746	pPt-654185	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.746	pPt-656001	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.746	pPt-657025	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	46953988	34.746	pPt-657043	DArT_marker	6	ST4.03ch06	46692260	46692814	46692537	chr06	46953988	+	60	0.9730628533422016	38379	1	cigar_aligned_base	lifted_chr_agree
6	47466211	36.353	pPt-473454	DArT_marker	6	ST4.03ch06	47254569	47255051	47254810	chr06	47466211	+	60	0.9961231962093474	32389	1	cigar_aligned_base	lifted_chr_agree
6	47661512	35.296	pPt-471807	DArT_marker	6	ST4.03ch06	47436679	47437401	47437040	chr06	47661512	+	60	0.9873911379079338	41488	1	cigar_aligned_base	lifted_chr_agree
6	47755595	35.296	pPt-655304	DArT_marker	6	ST4.03ch06	47535160	47535588	47535374	chr06	47755595	+	60	0.998724971666037	21168	1	cigar_aligned_base	lifted_chr_agree
6	47803974	35.302	pPt-539300	DArT_marker	6	ST4.03ch06	47592238	47592926	47592582	chr06	47803974	+	60	0.9869911539847096	58114	1	cigar_aligned_base	lifted_chr_agree
6	47803974	35.378	pPt-654814	DArT_marker	6	ST4.03ch06	47592238	47592926	47592582	chr06	47803974	+	60	0.9869911539847096	58114	1	cigar_aligned_base	lifted_chr_agree
6	48711146	38.833	solcap_stsnp_c1_15368	SNP	6	ST4.03ch06	48433233	48433233	48433233	chr06	48711146	+	60	0.9981146406966335	74164	1	cigar_aligned_base	lifted_chr_agree
6	48910377	39.705	solcap_stsnp_c1_9450	SNP	6	ST4.03ch06	48637692	48637692	48637692	chr06	48910377	+	60	0.9964534075104311	58255	1	cigar_aligned_base	lifted_chr_agree
6	49075146	41.998	solcap_stsnp_c1_14891	SNP	6	ST4.03ch06	48802529	48802529	48802529	chr06	49075146	+	60	0.9942538496376812	35270	1	cigar_aligned_base	lifted_chr_agree
6	49254652	41.191	pPt-536932	DArT_marker	6	ST4.03ch06	48984189	48984792	48984490	chr06	49254652	+	60	0.9551064562128141	20272	1	cigar_aligned_base	lifted_chr_agree
6	49254652	41.565	pPt-552581	DArT_marker	6	ST4.03ch06	48984189	48984792	48984490	chr06	49254652	+	60	0.9551064562128141	20272	1	cigar_aligned_base	lifted_chr_agree
6	49705566	45.148	solcap_stsnp_c1_10650	SNP	6	ST4.03ch06	49501437	49501437	49501437	chr06	49705566	+	60	0.9999102870813397	34928	1	cigar_aligned_base	lifted_chr_agree
6	50154057	47.364	MICRO.2094.C3_1290	match	6	ST4.03ch06	49873807	49873927	49873867	chr06	50154057	+	60	0.9998370273794003	18408	1	cigar_aligned_base	lifted_chr_agree
6	50445762	47.03	solcap_stsnp_c1_2059	SNP	6	ST4.03ch06	50217473	50217473	50217473	chr06	50445762	+	60	0.9910252100840337	63640	1	cigar_aligned_base	lifted_chr_agree
6	50917006	49.367	solcap_stsnp_c1_2104	SNP	6	ST4.03ch06	50712481	50712481	50712481	chr06	50917006	+	60	0.9917276814386641	42751	1	cigar_aligned_base	lifted_chr_agree
6	51088498	49.809	STM5126	repeat_region	6	ST4.03ch06	50922602	50922921	50922761	chr06	51088498	+	60	0.9940164288802421	58325	1	cigar_aligned_base	lifted_chr_agree
6	51115427	49.89	pPt-473107	DArT_marker	6	ST4.03ch06	50950005	50950430	50950217	chr06	51115427	+	60	0.9940164288802421	58325	1	cigar_aligned_base	lifted_chr_agree
6	51115427	49.898	pPt-459221	DArT_marker	6	ST4.03ch06	50950005	50950430	50950217	chr06	51115427	+	60	0.9940164288802421	58325	1	cigar_aligned_base	lifted_chr_agree
6	51115427	49.898	pPt-538089	DArT_marker	6	ST4.03ch06	50950005	50950430	50950217	chr06	51115427	+	60	0.9940164288802421	58325	1	cigar_aligned_base	lifted_chr_agree
6	51115427	49.898	pPt-540407	DArT_marker	6	ST4.03ch06	50950005	50950430	50950217	chr06	51115427	+	60	0.9940164288802421	58325	1	cigar_aligned_base	lifted_chr_agree
6	51115427	49.918	pPt-458137	DArT_marker	6	ST4.03ch06	50950005	50950430	50950217	chr06	51115427	+	60	0.9940164288802421	58325	1	cigar_aligned_base	lifted_chr_agree
6	52334463	53.795	solcap_stsnp_c1_2967	SNP	6	ST4.03ch06	52237562	52237562	52237562	chr06	52334463	+	60	0.9365482983944886	83819	1	cigar_aligned_base	lifted_chr_agree
6	52623052	56.733	solcap_stsnp_c1_3007	SNP	6	ST4.03ch06	52531445	52531445	52531445	chr06	52623052	+	60	0.9918086933544722	37787	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.51	pPt-538867	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	pPt-458846	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	pPt-459086	DArT_marker	6	ST4.03ch06	52703211	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	pPt-473709	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	pPt-653729	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	pPt-654150	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	toPt-437027	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	toPt-438329	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	toPt-438646	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	toPt-440708	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.512	toPt-763712	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.526	toPt-439265	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.589	pPt-559453	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.589	pPt-651425	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.589	pPt-653760	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.589	pPt-657084	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.589	toPt-437684	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.589	toPt-763665	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.83	pPt-654313	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.872	toPt-763680	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52789918	56.872	toPt-763749	DArT_marker	6	ST4.03ch06	52703212	52703585	52703398	chr06	52789918	+	60	0.9948058822556366	60264	1	cigar_aligned_base	lifted_chr_agree
6	52818057	56.512	pPt-537569	DArT_marker	6	ST4.03ch06	52731262	52731485	52731373	chr06	52818057	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	56.512	pPt-457208	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	56.512	pPt-458203	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	56.512	pPt-473415	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	56.512	pPt-537371	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	56.512	pPt-656870	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	56.52	pPt-650815	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818160	57.181	pPt-473433	DArT_marker	6	ST4.03ch06	52731176	52731776	52731476	chr06	52818160	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818203	56.512	pPt-552171	DArT_marker	6	ST4.03ch06	52731262	52731776	52731519	chr06	52818203	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818378	56.512	pPt-537345	DArT_marker	6	ST4.03ch06	52731612	52731776	52731694	chr06	52818378	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52818378	56.52	pPt-537183	DArT_marker	6	ST4.03ch06	52731612	52731776	52731694	chr06	52818378	+	60	0.9894450911913077	13087	1	cigar_aligned_base	lifted_chr_agree
6	52936397	55.805	pPt-474058	DArT_marker	6	ST4.03ch06	52851407	52851788	52851597	chr06	52936397	+	60	0.9960139826956232	65039	1	cigar_aligned_base	lifted_chr_agree
6	52936397	55.817	pPt-539079	DArT_marker	6	ST4.03ch06	52851407	52851788	52851597	chr06	52936397	+	60	0.9960139826956232	65039	1	cigar_aligned_base	lifted_chr_agree
6	52936397	55.826	pPt-558943	DArT_marker	6	ST4.03ch06	52851407	52851788	52851597	chr06	52936397	+	60	0.9960139826956232	65039	1	cigar_aligned_base	lifted_chr_agree
6	52936397	55.826	pPt-655315	DArT_marker	6	ST4.03ch06	52851407	52851788	52851597	chr06	52936397	+	60	0.9960139826956232	65039	1	cigar_aligned_base	lifted_chr_agree
6	53214964	59.125	pPt-472490	DArT_marker	6	ST4.03ch06	53135496	53136616	53136056	chr06	53214964	+	60	0.9814142587483665	40857	1	cigar_aligned_base	lifted_chr_agree
6	53508393	58.876	pPt-655572	DArT_marker	6	ST4.03ch06	53436645	53437172	53436908	chr06	53508393	+	60	0.9795235463866888	131696	1	cigar_aligned_base	lifted_chr_agree
6	53508393	58.876	pPt-656391	DArT_marker	6	ST4.03ch06	53436645	53437172	53436908	chr06	53508393	+	60	0.9795235463866888	131696	1	cigar_aligned_base	lifted_chr_agree
6	53508393	58.876	toPt-437058	DArT_marker	6	ST4.03ch06	53436645	53437172	53436908	chr06	53508393	+	60	0.9795235463866888	131696	1	cigar_aligned_base	lifted_chr_agree
6	53705309	57.158	pPt-653838	DArT_marker	6	ST4.03ch06	53635434	53635721	53635577	chr06	53705309	+	60	0.9970608981895133	25496	1	cigar_aligned_base	lifted_chr_agree
6	53705309	57.158	pPt-656749	DArT_marker	6	ST4.03ch06	53635434	53635721	53635577	chr06	53705309	+	60	0.9970608981895133	25496	1	cigar_aligned_base	lifted_chr_agree
6	54427947	59.255	pPt-538623	DArT_marker	6	ST4.03ch06	54449380	54450325	54449852	chr06	54427947	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54428164	59.255	toPt-438314	DArT_marker	6	ST4.03ch06	54449813	54450325	54450069	chr06	54428164	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54428164	59.255	toPt-440510	DArT_marker	6	ST4.03ch06	54449813	54450325	54450069	chr06	54428164	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54428165	59.274	toPt-437131	DArT_marker	6	ST4.03ch06	54449816	54450325	54450070	chr06	54428165	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54454794	59.255	pPt-471879	DArT_marker	6	ST4.03ch06	54476486	54477503	54476994	chr06	54454794	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54454794	59.255	pPt-533617	DArT_marker	6	ST4.03ch06	54476486	54477503	54476994	chr06	54454794	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54454794	59.255	pPt-653319	DArT_marker	6	ST4.03ch06	54476486	54477503	54476994	chr06	54454794	+	60	0.9805634556359643	147546	1	cigar_aligned_base	lifted_chr_agree
6	54680829	62.481	solcap_stsnp_c1_7681	SNP	6	ST4.03ch06	54711868	54711868	54711868	chr06	54680829	+	60	0.9852547828452263	88874	1	cigar_aligned_base	lifted_chr_agree
6	54781274	62.205	solcap_stsnp_c1_7690	SNP	6	ST4.03ch06	54814887	54814887	54814887	chr06	54781274	+	60	0.9717995755548362	27798	1	cigar_aligned_base	lifted_chr_agree
6	56414140	64.186	solcap_stsnp_c1_8659	SNP	6	ST4.03ch06	56645417	56645417	56645417	chr06	56414140	+	60	0.9998272436727995	11577	1	cigar_aligned_base	lifted_chr_agree
6	56675891	65.315	solcap_stsnp_c1_14917	SNP	6	ST4.03ch06	56908573	56908573	56908573	chr06	56675891	+	60	0.9820564117763287	81485	1	cigar_aligned_base	lifted_chr_agree
6	56749446	65.401	solcap_stsnp_c1_14920	SNP	6	ST4.03ch06	56983782	56983782	56983782	chr06	56749446	+	60	0.8806627401332086	51820	1	cigar_aligned_base	lifted_chr_agree
6	56910485	65.312	solcap_stsnp_c1_14796	SNP	6	ST4.03ch06	57150369	57150369	57150369	chr06	56910485	+	60	0.9929220831007257	156777	1	cigar_aligned_base	lifted_chr_agree
6	56970498	65.335	solcap_stsnp_c1_12101	SNP	6	ST4.03ch06	57210742	57210742	57210742	chr06	56970498	+	60	0.9944213245318217	55746	1	cigar_aligned_base	lifted_chr_agree
6	57097701	65.327	solcap_stsnp_c1_12088	SNP	6	ST4.03ch06	57338343	57338343	57338343	chr06	57097701	+	60	0.9971313363124339	124468	1	cigar_aligned_base	lifted_chr_agree
6	57334590	65.943	solcap_stsnp_c1_3074	SNP	6	ST4.03ch06	57581258	57581258	57581258	chr06	57334590	+	60	0.9854280829937708	175322	1	cigar_aligned_base	lifted_chr_agree
6	57561751	69.041	solcap_stsnp_c1_3130	SNP	6	ST4.03ch06	57870264	57870264	57870264	chr06	57561751	+	60	0.9936432154064855	37058	1	cigar_aligned_base	lifted_chr_agree
6	57940708	67.158	pPt-654600	DArT_marker	6	ST4.03ch06	58295162	58295592	58295377	chr06	57940708	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
6	57940757	67.33	pPt-536324	DArT_marker	6	ST4.03ch06	58295162	58295691	58295426	chr06	57940757	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
6	57940757	67.357	pPt-656983	DArT_marker	6	ST4.03ch06	58295162	58295691	58295426	chr06	57940757	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
6	57940757	67.499	pPt-654787	DArT_marker	6	ST4.03ch06	58295162	58295691	58295426	chr06	57940757	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
6	57940757	67.615	pPt-651850	DArT_marker	6	ST4.03ch06	58295162	58295691	58295426	chr06	57940757	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
6	57940757	67.624	pPt-653243	DArT_marker	6	ST4.03ch06	58295162	58295691	58295426	chr06	57940757	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
6	57940757	67.631	pPt-653219	DArT_marker	6	ST4.03ch06	58295162	58295691	58295426	chr06	57940757	+	60	0.9839363409267623	60422	1	cigar_aligned_base	lifted_chr_agree
