bin	chr	start_mb	stop_mb	length_mb	cM	old_start_bp_1based	old_stop_bp_1based	old_mid_bp_1based
Bin716	5	2.464692	2.753071	0.288379	17.566294	2464693	2753071	2608882
Bin717	5	2.753072	2.997167	0.244095	17.806103	2753073	2997167	2875120
Bin718	5	2.997168	3.103695	0.106527	19.560669	2997169	3103695	3050432
Bin719	5	3.103696	3.179444	0.075748	19.800477	3103697	3179444	3141570
Bin720	5	3.179445	3.254806	0.075361	20.040286	3179446	3254806	3217126
Bin721	5	3.254807	3.437722	0.182915	20.280094	3254808	3437722	3346264
Bin722	5	3.437723	3.496613	0.058890	20.519903	3437724	3496613	3467168
Bin723	5	3.496614	3.560917	0.064303	22.012551	3496615	3560917	3528766
Bin724	5	3.560918	3.973028	0.412110	22.252360	3560919	3973028	3766973
Bin725	5	3.973029	4.187799	0.214770	26.254495	3973030	4187799	4080414
Bin726	5	4.187800	4.322759	0.134959	26.494304	4187801	4322759	4255280
Bin727	5	4.322760	4.775838	0.453078	28.248870	4322761	4775838	4549299
Bin728	5	4.775839	5.252512	0.476673	28.978810	4775840	5252512	5014176
Bin729	5	5.252513	5.375771	0.123258	29.708750	5252514	5375771	5314142
Bin730	5	5.375772	5.651478	0.275706	32.551893	5375773	5651478	5513625
Bin731	5	5.651479	6.002005	0.350526	33.281833	5651480	6002005	5826742
Bin732	5	6.002006	6.213585	0.211579	33.521641	6002007	6213585	6107796
Bin733	5	6.213586	6.510923	0.297337	34.004737	6213587	6510923	6362255
Bin734	5	6.510924	6.734133	0.223209	35.497385	6510925	6734133	6622528
Bin735	5	6.734134	7.013758	0.279624	35.980481	6734135	7013758	6873946
Bin736	5	7.013759	8.267745	1.253986	42.542590	7013760	8267745	7640752
Bin737	5	8.267746	10.351466	2.083720	44.297156	8267747	10351466	9309606
Bin738	5	10.351467	14.363544	4.012077	44.780252	10351468	14363544	12357505
Bin739	5	14.363545	15.006540	0.642995	46.014882	14363546	15006540	14685042
Bin740	5	15.006541	15.839515	0.832974	46.744822	15006542	15839515	15423028
Bin741	5	15.839516	16.105774	0.266258	47.227918	15839517	16105774	15972645
Bin742	5	16.105775	16.191893	0.086118	47.467726	16105776	16191893	16148834
Bin743	5	16.191894	16.337328	0.145434	47.950822	16191895	16337328	16264611
Bin744	5	16.337329	16.453820	0.116491	48.433918	16337330	16453820	16395575
Bin745	5	16.453821	16.504479	0.050658	49.163858	16453822	16504479	16479150
Bin746	5	16.504480	16.530124	0.025644	49.403666	16504481	16530124	16517302
Bin747	5	16.530125	16.559109	0.028984	49.886762	16530126	16559109	16544617
Bin748	5	16.559110	16.592286	0.033176	50.369857	16559111	16592286	16575698
Bin749	5	16.592287	16.729873	0.137586	50.609666	16592288	16729873	16661080
Bin750	5	16.729874	16.768259	0.038385	50.849474	16729875	16768259	16749066
Bin751	5	16.768260	16.948459	0.180199	51.089283	16768261	16948459	16858360
Bin752	5	16.948460	17.116927	0.168467	51.329092	16948461	17116927	17032694
Bin753	5	17.116928	17.377587	0.260659	51.812187	17116929	17377587	17247258
Bin754	5	17.377588	17.913560	0.535972	52.542127	17377589	17913560	17645574
Bin755	5	17.913561	18.095111	0.181550	53.522551	17913562	18095111	18004336
Bin756	5	18.095112	18.349997	0.254885	53.762359	18095113	18349997	18222554
Bin757	5	18.349998	18.416437	0.066439	61.379396	18349999	18416437	18383218
Bin758	5	18.416438	18.531523	0.115085	62.109336	18416439	18531523	18473980
Bin759	5	18.531524	18.907665	0.376141	62.349144	18531525	18907665	18719594
Bin760	5	18.907666	18.969656	0.061990	63.079084	18907667	18969656	18938661
Bin761	5	18.969657	18.984030	0.014373	63.318893	18969658	18984030	18976844
Bin762	5	18.984031	19.059859	0.075828	65.073459	18984032	19059859	19021945
Bin763	5	19.059860	19.212395	0.152535	65.803399	19059861	19212395	19136128
Bin764	5	19.212396	19.443093	0.230697	66.286494	19212397	19443093	19327744
Bin765	5	19.443094	20.061618	0.618524	66.769590	19443095	20061618	19752356
Bin766	5	20.061619	20.141100	0.079481	67.009398	20061620	20141100	20101360
Bin767	5	20.141101	20.401845	0.260744	69.299875	20141102	20401845	20271473
Bin768	5	20.401846	20.669565	0.267719	69.539684	20401847	20669565	20535706
Bin769	5	20.669566	21.026885	0.357319	69.779492	20669567	21026885	20848225
Bin770	5	21.026886	21.259629	0.232743	75.340774	21026887	21259629	21143258
Bin771	5	21.259630	21.353749	0.094119	75.580583	21259631	21353749	21306690
Bin772	5	21.353750	21.363894	0.010144	75.820391	21353751	21363894	21358822
Bin773	5	21.363895	21.374837	0.010942	76.303487	21363896	21374837	21369366
Bin774	5	21.374838	21.876088	0.501250	76.543296	21374839	21876088	21625463
Bin775	5	21.876089	22.002033	0.125944	77.523719	21876090	22002033	21939061
Bin776	5	22.002034	22.135557	0.133523	77.763528	22002035	22135557	22068796
Bin777	5	22.135558	22.153557	0.017999	79.518094	22135559	22153557	22144557
Bin778	5	22.153558	22.271314	0.117756	79.757902	22153559	22271314	22212436
Bin779	5	22.271315	22.347827	0.076512	79.997711	22271316	22347827	22309571
Bin780	5	22.347828	22.502161	0.154333	80.480807	22347829	22502161	22424994
Bin781	5	22.502162	22.571304	0.069142	80.720615	22502163	22571304	22536733
Bin782	5	22.571305	22.597239	0.025934	80.960424	22571306	22597239	22584272
Bin783	5	22.597240	22.885740	0.288500	81.940847	22597241	22885740	22741490
Bin784	5	22.885741	23.117143	0.231402	83.961324	22885742	23117143	23001442
Bin785	5	23.117144	23.253364	0.136220	84.201133	23117145	23253364	23185254
Bin786	5	23.253365	23.468341	0.214976	85.181556	23253366	23468341	23360853
Bin787	5	23.468342	23.732359	0.264017	86.674205	23468343	23732359	23600350
Bin788	5	23.732360	24.035418	0.303058	90.676340	23732361	24035418	23883889
Bin789	5	24.035419	24.082191	0.046772	91.159436	24035420	24082191	24058805
Bin790	5	24.082192	24.655526	0.573334	92.394066	24082193	24655526	24368859
Bin791	5	24.655527	25.280770	0.625243	92.877162	24655528	25280770	24968148
Bin792	5	25.280771	25.902493	0.621722	102.385838	25280772	25902493	25591632
Bin793	5	25.902494	26.297001	0.394507	102.868934	25902495	26297001	26099748
Bin794	5	26.297002	26.777920	0.480918	103.352029	26297003	26777920	26537461
Bin795	5	26.777921	26.863783	0.085862	104.081969	26777922	26863783	26820852
Bin796	5	26.863784	27.016533	0.152749	104.565065	26863785	27016533	26940158
Bin797	5	27.016534	27.181159	0.164625	104.804874	27016535	27181159	27098846
Bin798	5	27.181160	27.233401	0.052241	105.044682	27181161	27233401	27207280
Bin799	5	27.233402	27.299430	0.066028	105.284491	27233403	27299430	27266416
Bin800	5	27.299431	27.381214	0.081783	105.767586	27299432	27381214	27340322
Bin801	5	27.381215	27.520235	0.139020	106.007395	27381216	27520235	27450725
Bin802	5	27.520236	27.739972	0.219736	106.247204	27520237	27739972	27630104
Bin803	5	27.739973	27.783806	0.043833	106.487012	27739974	27783806	27761890
Bin804	5	27.783807	27.811984	0.028177	107.467436	27783808	27811984	27797896
Bin805	5	27.811985	27.853065	0.041080	107.707244	27811986	27853065	27832525
Bin806	5	27.853066	27.877559	0.024493	107.947053	27853067	27877559	27865312
Bin807	5	27.877560	27.898671	0.021111	108.186862	27877561	27898671	27888115
Bin808	5	27.898672	27.954500	0.055828	109.167285	27898673	27954500	27926586
Bin809	5	27.954501	28.018883	0.064382	109.650381	27954502	28018883	27986692
Bin810	5	28.018884	28.127771	0.108887	109.890189	28018885	28127771	28073327
Bin811	5	28.127772	28.332921	0.205149	111.644755	28127773	28332921	28230346
Bin812	5	28.332922	28.496307	0.163385	111.884564	28332923	28496307	28414614
Bin813	5	28.496308	28.586346	0.090038	112.367659	28496309	28586346	28541327
Bin814	5	28.586347	28.615528	0.029181	112.607468	28586348	28615528	28600938
Bin815	5	28.615529	28.798801	0.183272	113.337408	28615530	28798801	28707165
Bin816	5	28.798802	28.889023	0.090221	114.067348	28798803	28889023	28843912
Bin817	5	28.889024	29.389423	0.500399	114.550444	28889025	29389423	29139224
Bin818	5	29.389424	29.894789	0.505365	116.043092	29389425	29894789	29642106
Bin819	6	0.000000	0.271093	0.271093	0.000000	1	271093	135546
Bin820	6	0.271094	0.397008	0.125914	0.729940	271095	397008	334051
Bin821	6	0.397009	0.460999	0.063990	0.969749	397010	460999	429004
Bin822	6	0.461000	0.516443	0.055443	1.452844	461001	516443	488722
Bin823	6	0.516444	0.605948	0.089504	2.182784	516445	605948	561196
Bin824	6	0.605949	0.640178	0.034229	2.422593	605950	640178	623064
Bin825	6	0.640179	0.795396	0.155217	2.905688	640180	795396	717788
Bin826	6	0.795397	0.830142	0.034745	3.635628	795398	830142	812770
Bin827	6	0.830143	1.048234	0.218091	3.875437	830144	1048234	939188
Bin828	6	1.048235	1.062285	0.014050	4.855860	1048236	1062285	1055260
Bin829	6	1.062286	1.206460	0.144174	5.095669	1062287	1206460	1134373
Bin830	6	1.206461	1.365555	0.159094	5.335478	1206462	1365555	1286008
Bin831	6	1.365556	1.513882	0.148326	5.818573	1365557	1513882	1439719
Bin832	6	1.513883	1.605053	0.091170	6.548513	1513884	1605053	1559468
Bin833	6	1.605054	1.631004	0.025950	6.788322	1605055	1631004	1618029
Bin834	6	1.631005	1.678944	0.047939	7.028130	1631006	1678944	1654974
Bin835	6	1.678945	1.698400	0.019455	7.267939	1678946	1698400	1688672
Bin836	6	1.698401	1.778528	0.080127	7.751035	1698402	1778528	1738464
Bin837	6	1.778529	1.797773	0.019244	8.234130	1778530	1797773	1788151
Bin838	6	1.797774	1.858961	0.061187	8.964070	1797775	1858961	1828368
Bin839	6	1.858962	1.984865	0.125903	9.203879	1858963	1984865	1921914
Bin840	6	1.984866	2.084518	0.099652	9.443687	1984867	2084518	2034692
Bin841	6	2.084519	2.234523	0.150004	9.683496	2084520	2234523	2159521
Bin842	6	2.234524	2.295914	0.061390	10.663919	2234525	2295914	2265219
Bin843	6	2.295915	2.324883	0.028968	11.898550	2295916	2324883	2310399
Bin844	6	2.324884	2.415117	0.090233	12.138359	2324885	2415117	2370000
Bin845	6	2.415118	2.591631	0.176513	12.378167	2415119	2591631	2503374
Bin846	6	2.591632	2.741262	0.149630	12.617976	2591633	2741262	2666447
Bin847	6	2.741263	2.765029	0.023766	12.857785	2741264	2765029	2753146
Bin848	6	2.765030	2.845915	0.080885	13.097593	2765031	2845915	2805472
Bin849	6	2.845916	2.885498	0.039582	13.827533	2845917	2885498	2865707
Bin850	6	2.885499	2.911830	0.026331	14.807957	2885500	2911830	2898664
Bin851	6	2.911831	2.951069	0.039238	15.047765	2911832	2951069	2931450
Bin852	6	2.951070	3.059440	0.108370	15.530861	2951071	3059440	3005255
Bin853	6	3.059441	3.131981	0.072540	15.770669	3059442	3131981	3095711
Bin854	6	3.131982	3.291145	0.159163	16.253765	3131983	3291145	3211564
Bin855	6	3.291146	3.363111	0.071965	16.493574	3291147	3363111	3327128
Bin856	6	3.363112	3.561527	0.198415	17.223514	3363113	3561527	3462320
Bin857	6	3.561528	3.580989	0.019461	17.953454	3561529	3580989	3571258
Bin858	6	3.580990	3.950547	0.369557	18.193262	3580991	3950547	3765768
Bin859	6	3.950548	4.022438	0.071890	18.433071	3950549	4022438	3986493
Bin860	6	4.022439	4.498040	0.475601	26.050107	4022440	4498040	4260240
Bin861	6	4.498041	4.776966	0.278925	28.340584	4498042	4776966	4637503
Bin862	6	4.776967	4.842272	0.065305	29.575214	4776968	4842272	4809620
Bin863	6	4.842273	4.868361	0.026088	29.815023	4842274	4868361	4855317
Bin864	6	4.868362	5.004278	0.135916	30.054832	4868363	5004278	4936320
Bin865	6	5.004279	5.043742	0.039463	30.294640	5004280	5043742	5024010
Bin866	6	5.043743	5.164071	0.120328	30.534449	5043744	5164071	5103907
Bin867	6	5.164072	5.243334	0.079262	30.774258	5164073	5243334	5203703
Bin868	6	5.243335	5.360737	0.117402	31.014066	5243336	5360737	5302036
Bin869	6	5.360738	5.492250	0.131512	31.744006	5360739	5492250	5426494
Bin870	6	5.492251	5.612296	0.120045	32.978637	5492252	5612296	5552274
Bin871	6	5.612297	6.478675	0.866378	34.213267	5612298	6478675	6045486
Bin872	6	6.478676	6.569707	0.091031	38.516998	6478677	6569707	6524192
Bin873	6	6.569708	6.650054	0.080346	40.271564	6569709	6650054	6609881
Bin874	6	6.650055	6.764000	0.113945	40.754659	6650056	6764000	6707028
Bin875	6	6.764001	6.781844	0.017843	42.509225	6764002	6781844	6772922
Bin876	6	6.781845	6.927033	0.145188	42.749034	6781846	6927033	6854439
Bin877	6	6.927034	7.091171	0.164137	42.988843	6927035	7091171	7009102
Bin878	6	7.091172	7.116318	0.025146	43.471938	7091173	7116318	7103745
Bin879	6	7.116319	7.174605	0.058286	44.201878	7116320	7174605	7145462
Bin880	6	7.174606	7.215701	0.041095	45.182302	7174607	7215701	7195154
Bin881	6	7.215702	7.316778	0.101076	45.422110	7215703	7316778	7266240
Bin882	6	7.316779	7.638388	0.321609	48.548128	7316780	7638388	7477584
Bin883	6	7.638389	7.698942	0.060553	48.787937	7638390	7698942	7668665
Bin884	6	7.698943	7.806057	0.107114	49.768360	7698944	7806057	7752500
Bin885	6	7.806058	7.914521	0.108463	50.008169	7806059	7914521	7860290
Bin886	6	7.914522	8.262639	0.348117	50.738109	7914523	8262639	8088580
Bin887	6	8.262640	8.317976	0.055336	50.977917	8262641	8317976	8290308
Bin888	6	8.317977	8.392233	0.074256	51.217726	8317978	8392233	8355105
Bin889	6	8.392234	8.452545	0.060311	51.700822	8392235	8452545	8422390
Bin890	6	8.452546	8.763585	0.311039	51.940630	8452547	8763585	8608066
Bin891	6	8.763586	9.116929	0.353343	52.180439	8763587	9116929	8940258
Bin892	6	9.116930	9.369492	0.252562	52.420247	9116931	9369492	9243211
Bin893	6	9.369493	9.653501	0.284008	52.903343	9369494	9653501	9511497
Bin894	6	9.653502	9.887812	0.234310	58.142291	9653503	9887812	9770657
Bin895	6	9.887813	10.367886	0.480073	58.625386	9887814	10367886	10127850
Bin896	6	10.367887	10.696011	0.328124	59.860017	10367888	10696011	10531949
Bin897	6	10.696012	10.822470	0.126458	60.343112	10696013	10822470	10759241
Bin898	6	10.822471	11.070488	0.248017	60.582921	10822472	11070488	10946479
Bin899	6	11.070489	11.459364	0.388875	60.822730	11070490	11459364	11264927
Bin900	6	11.459365	12.020716	0.561351	61.305825	11459366	12020716	11740040
Bin901	6	12.020717	12.490007	0.469290	61.545634	12020718	12490007	12255362
Bin902	6	12.490008	13.724364	1.234356	68.453151	12490009	13724364	13107186
Bin903	6	13.724365	13.826956	0.102591	68.692959	13724366	13826956	13775660
Bin904	6	13.826957	15.727198	1.900241	68.932768	13826958	15727198	14777078
Bin905	6	15.727199	15.807951	0.080752	69.172576	15727200	15807951	15767575
Bin906	6	15.807952	16.935967	1.128015	69.412385	15807953	16935967	16371960
Bin907	6	16.935968	18.150555	1.214587	72.538403	16935969	18150555	17543262
Bin908	6	18.150556	19.492065	1.341509	73.268343	18150557	19492065	18821311
Bin909	6	19.492066	19.576933	0.084867	75.288820	19492067	19576933	19534500
Bin910	6	19.576934	19.706358	0.129424	75.528628	19576935	19706358	19641646
Bin911	6	19.706359	19.795959	0.089600	75.768437	19706360	19795959	19751159
Bin912	6	19.795960	19.864668	0.068708	76.251533	19795961	19864668	19830314
Bin913	6	19.864669	20.186394	0.321725	76.981473	19864670	20186394	20025532
Bin914	6	20.186395	20.260109	0.073714	77.221281	20186396	20260109	20223252
Bin915	6	20.260110	20.467403	0.207293	77.951221	20260111	20467403	20363756
Bin916	6	20.467404	20.972752	0.505348	78.191030	20467405	20972752	20720078
Bin917	6	20.972753	21.081551	0.108798	78.430838	20972754	21081551	21027152
Bin918	6	21.081552	21.281428	0.199876	78.913934	21081553	21281428	21181490
Bin919	6	21.281429	21.496070	0.214641	80.934411	21281430	21496070	21388750
Bin920	6	21.496071	21.531716	0.035645	81.174219	21496072	21531716	21513894
Bin921	6	21.531717	21.717305	0.185588	81.414028	21531718	21717305	21624511
Bin922	6	21.717306	22.114259	0.396953	82.143968	21717307	22114259	21915782
Bin923	6	22.114260	22.232142	0.117882	84.164445	22114261	22232142	22173201
Bin924	6	22.232143	22.531464	0.299321	84.404254	22232144	22531464	22381804
Bin925	6	22.531465	22.827986	0.296521	84.644062	22531466	22827986	22679726
Bin926	6	22.827987	23.041133	0.213146	85.127158	22827988	23041133	22934560
Bin927	6	23.041134	23.085456	0.044322	85.610253	23041135	23085456	23063295
Bin928	6	23.085457	23.124002	0.038545	85.850062	23085458	23124002	23104730
Bin929	6	23.124003	23.356543	0.232540	87.084693	23124004	23356543	23240273
Bin930	6	23.356544	23.503276	0.146732	88.065116	23356545	23503276	23429910
Bin931	6	23.503277	23.888190	0.384913	88.304925	23503278	23888190	23695734
Bin932	6	23.888191	23.924190	0.035999	88.544733	23888192	23924190	23906190
Bin933	6	23.924191	24.059449	0.135258	91.670751	23924192	24059449	23991820
Bin934	6	24.059450	24.146530	0.087080	92.400691	24059451	24146530	24102990
Bin935	6	24.146531	24.308632	0.162101	92.640500	24146532	24308632	24227582
Bin936	6	24.308633	24.433557	0.124924	92.880308	24308634	24433557	24371095
Bin937	6	24.433558	24.666406	0.232848	93.363404	24433559	24666406	24549982
Bin938	6	24.666407	24.915056	0.248649	96.776802	24666408	24915056	24790732
Bin939	6	24.915057	25.043445	0.128388	97.016611	24915058	25043445	24979251
Bin940	6	25.043446	25.089507	0.046061	97.256420	25043447	25089507	25066476
Bin941	6	25.089508	25.212249	0.122741	98.749068	25089509	25212249	25150878
Bin942	6	25.212250	25.623247	0.410997	98.988876	25212251	25623247	25417748
Bin943	6	25.623248	26.268436	0.645188	102.991012	25623249	26268436	25945842
Bin944	6	26.268437	26.418650	0.150213	104.225642	26268438	26418650	26343544
Bin945	6	26.418651	26.848641	0.429990	104.465451	26418652	26848641	26633646
Bin946	6	26.848642	27.796133	0.947491	105.700082	26848643	27796133	27322388
Bin947	6	27.796134	27.919366	0.123232	116.432929	27796135	27919366	27857750
Bin948	6	27.919367	28.019540	0.100173	116.916024	27919368	28019540	27969454
Bin949	6	28.019541	28.435715	0.416174	122.805176	28019542	28435715	28227628
Bin950	6	28.435716	28.465834	0.030118	123.288271	28435717	28465834	28450775
Bin951	6	28.465835	28.479257	0.013422	123.528080	28465836	28479257	28472546
Bin952	6	28.479258	28.628952	0.149694	123.767889	28479259	28628952	28554105
Bin953	6	28.628953	28.652840	0.023887	124.250984	28628954	28652840	28640896
Bin954	6	28.652841	28.837484	0.184643	125.485615	28652842	28837484	28745162
Bin955	6	28.837485	28.968472	0.130987	125.725423	28837486	28968472	28902978
Bin956	6	28.968473	29.070884	0.102411	125.965232	28968474	29070884	29019678
Bin957	6	29.070885	29.133953	0.063068	126.205041	29070886	29133953	29102419
Bin958	6	29.133954	29.193951	0.059997	127.185464	29133955	29193951	29163952
Bin959	6	29.193952	29.438890	0.244938	127.425273	29193953	29438890	29316421
Bin960	6	29.438891	29.519052	0.080161	127.908368	29438892	29519052	29478972
Bin961	6	29.519053	29.529809	0.010756	128.148177	29519054	29529809	29524431
Bin962	6	29.529810	29.590558	0.060748	128.387986	29529811	29590558	29560184
Bin963	6	29.590559	29.671014	0.080455	128.627794	29590560	29671014	29630786
Bin964	6	29.671015	29.807998	0.136983	130.648271	29671016	29807998	29739506
Bin965	6	29.807999	30.267221	0.459222	132.140919	29808000	30267221	30037610
Bin966	6	30.267222	30.499936	0.232714	144.172755	30267223	30499936	30383579
Bin967	6	30.499937	31.246789	0.746852	144.412563	30499938	31246789	30873363
Bin968	7	0.000000	0.120061	0.120061	0.000000	1	120061	60030
Bin969	7	0.120062	0.153901	0.033839	0.239809	120063	153901	136982
Bin970	7	0.153902	0.307908	0.154006	0.479617	153903	307908	230905
Bin971	7	0.307909	0.427310	0.119401	0.962713	307910	427310	367610
Bin972	7	0.427311	0.441025	0.013714	1.202521	427312	441025	434168
Bin973	7	0.441026	0.635738	0.194712	1.932461	441027	635738	538382
Bin974	7	0.635739	0.700889	0.065150	2.415557	635740	700889	668314
Bin975	7	0.700890	0.821232	0.120342	2.898652	700891	821232	761061
Bin976	7	0.821233	0.907694	0.086461	3.628592	821234	907694	864464
Bin977	7	0.907695	0.918540	0.010845	3.868401	907696	918540	913118
Bin978	7	0.918541	0.938690	0.020149	4.848825	918542	938690	928616
Bin979	7	0.938691	1.189599	0.250908	5.088633	938692	1189599	1064145
Bin980	7	1.189600	1.301968	0.112368	7.653298	1189601	1301968	1245784
Bin981	7	1.301969	1.743604	0.441635	7.893107	1301970	1743604	1522786
Bin982	7	1.743605	1.833595	0.089990	8.623047	1743606	1833595	1788600
Bin983	7	1.833596	2.110508	0.276912	8.862855	1833597	2110508	1972052
Bin984	7	2.110509	2.169859	0.059350	9.345951	2110510	2169859	2140184
Bin985	7	2.169860	2.224947	0.055087	10.075891	2169861	2224947	2197404
Bin986	7	2.224948	2.235139	0.010191	10.315699	2224949	2235139	2230044
Bin987	7	2.235140	2.317558	0.082418	10.798795	2235141	2317558	2276349
Bin988	7	2.317559	2.817085	0.499526	11.779218	2317560	2817085	2567322
Bin989	7	2.817086	2.954210	0.137124	25.672641	2817087	2954210	2885648
Bin990	7	2.954211	3.282872	0.328661	25.912450	2954212	3282872	3118542
Bin991	7	3.282873	3.786144	0.503271	27.405098	3282874	3786144	3534509
Bin992	7	3.786145	4.006952	0.220807	27.644906	3786146	4006952	3896548
Bin993	7	4.006953	4.972016	0.965063	28.128002	4006954	4972016	4489484
Bin994	7	4.972017	6.027352	1.055335	45.697896	4972018	6027352	5499684
Bin995	7	6.027353	6.055507	0.028154	45.937705	6027354	6055507	6041430
Bin996	7	6.055508	6.719381	0.663873	46.420800	6055509	6719381	6387444
Bin997	7	6.719382	6.962388	0.243006	46.660609	6719383	6962388	6840885
Bin998	7	6.962389	7.128081	0.165692	50.074008	6962390	7128081	7045235
Bin999	7	7.128082	7.153128	0.025046	50.313816	7128083	7153128	7140605
Bin1000	7	7.153129	7.202794	0.049665	50.553625	7153130	7202794	7177962
Bin1001	7	7.202795	7.264917	0.062122	50.793433	7202796	7264917	7233856
Bin1002	7	7.264918	7.595207	0.330289	51.523373	7264919	7595207	7430062
Bin1003	7	7.595208	8.407116	0.811908	52.253313	7595209	8407116	8001162
Bin1004	7	8.407117	8.755608	0.348491	54.007879	8407118	8755608	8581362
Bin1005	7	8.755609	8.933351	0.177742	54.247688	8755610	8933351	8844480
Bin1006	7	8.933352	9.341597	0.408245	54.730783	8933353	9341597	9137474
Bin1007	7	9.341598	12.798762	3.457164	54.970592	9341599	12798762	11070180
Bin1008	7	12.798763	15.412331	2.613568	55.210401	12798764	15412331	14105547
Bin1009	7	15.412332	16.156815	0.744483	60.449348	15412333	16156815	15784574
Bin1010	7	16.156816	16.606085	0.449269	60.689157	16156817	16606085	16381450
Bin1011	7	16.606086	16.614006	0.007920	60.928965	16606087	16614006	16610046
Bin1012	7	16.614007	16.664704	0.050697	61.412061	16614008	16664704	16639356
Bin1013	7	16.664705	16.963371	0.298666	61.651870	16664706	16963371	16814038
Bin1014	7	16.963372	17.338464	0.375092	63.672347	16963373	17338464	17150918
Bin1015	7	17.338465	17.388842	0.050377	64.155442	17338466	17388842	17363653
Bin1016	7	17.388843	17.525282	0.136439	65.648090	17388844	17525282	17457062
Bin1017	7	17.525283	17.691131	0.165848	66.131186	17525284	17691131	17608207
Bin1018	7	17.691132	17.757074	0.065942	66.370994	17691133	17757074	17724103
Bin1019	7	17.757075	17.883119	0.126044	66.610803	17757076	17883119	17820097
Bin1020	7	17.883120	18.146802	0.263682	66.850612	17883121	18146802	18014961
Bin1021	7	18.146803	18.357924	0.211121	67.090420	18146804	18357924	18252364
Bin1022	7	18.357925	18.805057	0.447132	67.573516	18357926	18805057	18581491
Bin1023	7	18.805058	19.258932	0.453874	69.328082	18805059	19258932	19031995
Bin1024	7	19.258933	20.113130	0.854197	76.235599	19258934	20113130	19686032
Bin1025	7	20.113131	20.207631	0.094500	77.470229	20113132	20207631	20160381
Bin1026	7	20.207632	21.154082	0.946450	82.709177	20207633	21154082	20680857
Bin1027	7	21.154083	21.295836	0.141753	83.439117	21154084	21295836	21224960
Bin1028	7	21.295837	21.642784	0.346947	84.419540	21295838	21642784	21469310
Bin1029	7	21.642785	21.909859	0.267074	87.832939	21642786	21909859	21776322
Bin1030	7	21.909860	22.009519	0.099659	88.072748	21909861	22009519	21959690
Bin1031	7	22.009520	22.310802	0.301282	88.555843	22009521	22310802	22160161
Bin1032	7	22.310803	23.188589	0.877786	98.064520	22310804	23188589	22749696
Bin1033	7	23.188590	23.824892	0.636302	98.794460	23188591	23824892	23506741
Bin1034	7	23.824893	23.845822	0.020929	100.549026	23824894	23845822	23835358
Bin1035	7	23.845823	24.393302	0.547479	101.529449	23845824	24393302	24119562
Bin1036	7	24.393303	24.666813	0.273510	103.549926	24393304	24666813	24530058
Bin1037	7	24.666814	24.696322	0.029508	104.033022	24666815	24696322	24681568
Bin1038	7	24.696323	24.757637	0.061314	104.272830	24696324	24757637	24726980
Bin1039	7	24.757638	25.136927	0.379289	111.889867	24757639	25136927	24947282
Bin1040	7	25.136928	25.327849	0.190921	112.129675	25136929	25327849	25232388
Bin1041	7	25.327850	25.360719	0.032869	114.694340	25327851	25360719	25344284
Bin1042	7	25.360720	25.525286	0.164566	114.934149	25360721	25525286	25443003
Bin1043	7	25.525287	25.845561	0.320274	116.168779	25525288	25845561	25685424
Bin1044	7	25.845562	25.986485	0.140923	117.661427	25845563	25986485	25916024
Bin1045	7	25.986486	26.043382	0.056896	117.901236	25986487	26043382	26014934
Bin1046	7	26.043383	26.238791	0.195408	118.384331	26043384	26238791	26141087
Bin1047	7	26.238792	26.327111	0.088319	119.364755	26238793	26327111	26282952
Bin1048	7	26.327112	26.671682	0.344570	121.929420	26327113	26671682	26499397
Bin1049	7	26.671683	26.721429	0.049746	123.164050	26671684	26721429	26696556
Bin1050	7	26.721430	26.772667	0.051237	123.403859	26721431	26772667	26747048
Bin1051	7	26.772668	26.928916	0.156248	123.643668	26772669	26928916	26850792
Bin1052	7	26.928917	27.627796	0.698879	125.398234	26928918	27627796	27278356
Bin1053	7	27.627797	28.056788	0.428991	129.400369	27627798	28056788	27842292
Bin1054	7	28.056789	28.076704	0.019915	129.640178	28056790	28076704	28066746
Bin1055	7	28.076705	28.151588	0.074883	130.620601	28076706	28151588	28114146
Bin1056	7	28.151589	28.410665	0.259076	131.350541	28151590	28410665	28281127
Bin1057	7	28.410666	28.556391	0.145725	133.915206	28410667	28556391	28483528
Bin1058	7	28.556392	29.696629	1.140237	135.407854	28556393	29696629	29126511
Bin1059	8	0.000000	0.453119	0.453119	0.000000	1	453119	226560
Bin1060	8	0.453120	0.470029	0.016909	0.239809	453121	470029	461574
Bin1061	8	0.470030	0.681515	0.211485	1.732457	470031	681515	575772
Bin1062	8	0.681516	0.722193	0.040677	2.712880	681517	722193	701854
Bin1063	8	0.722194	0.840006	0.117812	7.951828	722195	840006	781100
Bin1064	8	0.840007	0.876055	0.036048	9.186459	840008	876055	858031
Bin1065	8	0.876056	1.008004	0.131948	9.426267	876057	1008004	942030
Bin1066	8	1.008005	1.029788	0.021783	9.666076	1008006	1029788	1018896
Bin1067	8	1.029789	1.069632	0.039843	9.905884	1029790	1069632	1049710
Bin1068	8	1.069633	1.289040	0.219407	10.145693	1069634	1289040	1179336
Bin1069	8	1.289041	2.468181	1.179140	23.558892	1289042	2468181	1878611
Bin1070	8	2.468182	2.784305	0.316123	25.051540	2468183	2784305	2626244
Bin1071	8	2.784306	2.983133	0.198827	25.534636	2784307	2983133	2883720
Bin1072	8	2.983134	3.015550	0.032416	25.774445	2983135	3015550	2999342
