chr	pos	cM	bin	source_chr	target_seqid
10	16950351	33.484143	Bin1340	10	CP056061.1
10	16990662	33.723952	Bin1341	10	CP056061.1
10	17012118	33.963761	Bin1342	10	CP056061.1
10	17077068	34.443378	Bin1344	10	CP056061.1
10	17312605	36.920848	Bin1347	10	CP056061.1
10	17626799	37.160657	Bin1348	10	CP056061.1
10	18027094	40.866055	Bin1349	10	CP056061.1
10	18384578	42.086287	Bin1351	10	CP056061.1
10	18453748	42.326096	Bin1352	10	CP056061.1
10	18491688	43.306520	Bin1353	10	CP056061.1
10	19107380	47.442822	Bin1356	10	CP056061.1
10	19476412	47.682631	Bin1357	10	CP056061.1
10	19807332	47.922440	Bin1358	10	CP056061.1
10	20091604	49.415088	Bin1359	10	CP056061.1
10	20412074	49.898183	Bin1360	10	CP056061.1
10	20644177	50.628123	Bin1361	10	CP056061.1
10	20924646	51.862754	Bin1362	10	CP056061.1
10	21238794	56.743338	Bin1364	10	CP056061.1
10	21409624	57.473278	Bin1365	10	CP056061.1
10	21647779	57.713086	Bin1366	10	CP056061.1
10	21847311	61.126485	Bin1367	10	CP056061.1
10	22072582	61.366293	Bin1368	10	CP056061.1
10	22484449	64.170767	Bin1370	10	CP056061.1
10	22658276	64.900707	Bin1371	10	CP056061.1
10	23556010	73.736507	Bin1373	10	CP056061.1
10	24004029	73.976315	Bin1374	10	CP056061.1
10	24356686	74.216124	Bin1375	10	CP056061.1
10	24388721	78.519854	Bin1376	10	CP056061.1
10	24426872	78.759663	Bin1377	10	CP056061.1
10	24509187	79.242758	Bin1378	10	CP056061.1
10	24607832	79.725854	Bin1379	10	CP056061.1
10	24682942	80.208949	Bin1380	10	CP056061.1
10	24776793	81.701598	Bin1381	10	CP056061.1
10	24848499	81.941406	Bin1382	10	CP056061.1
10	24908429	82.424502	Bin1383	10	CP056061.1
10	24991137	82.664310	Bin1384	10	CP056061.1
10	25092051	83.644734	Bin1385	10	CP056061.1
10	25188098	83.884543	Bin1386	10	CP056061.1
10	25256391	84.124351	Bin1387	10	CP056061.1
10	25364898	84.854291	Bin1388	10	CP056061.1
10	25454301	85.094100	Bin1389	10	CP056061.1
10	25623049	85.333908	Bin1390	10	CP056061.1
11	183474	0.000000	Bin1391	11	CP056062.1
11	641205	3.945207	Bin1393	11	CP056062.1
11	806719	4.675147	Bin1394	11	CP056062.1
11	892762	5.158243	Bin1395	11	CP056062.1
11	1040771	5.398051	Bin1396	11	CP056062.1
11	1214593	5.637860	Bin1397	11	CP056062.1
11	1312318	5.877669	Bin1398	11	CP056062.1
11	1569042	13.494705	Bin1399	11	CP056062.1
11	1892745	13.734513	Bin1400	11	CP056062.1
11	2035545	14.217609	Bin1401	11	CP056062.1
11	2223877	15.972175	Bin1402	11	CP056062.1
11	2511719	16.952599	Bin1403	11	CP056062.1
11	2568520	17.192407	Bin1404	11	CP056062.1
11	2688664	17.922347	Bin1405	11	CP056062.1
11	2828174	18.162156	Bin1406	11	CP056062.1
11	3030708	21.151352	Bin1408	11	CP056062.1
11	3097549	21.391161	Bin1409	11	CP056062.1
11	3143863	21.630970	Bin1410	11	CP056062.1
11	3212015	21.870778	Bin1411	11	CP056062.1
11	3290640	22.110587	Bin1412	11	CP056062.1
11	3521932	23.091010	Bin1413	11	CP056062.1
11	3685067	25.655675	Bin1414	11	CP056062.1
11	3793044	25.895484	Bin1415	11	CP056062.1
11	3913100	26.135292	Bin1416	11	CP056062.1
11	3992022	27.115716	Bin1417	11	CP056062.1
11	4221806	27.355524	Bin1418	11	CP056062.1
11	4493502	30.964638	Bin1420	11	CP056062.1
11	4724586	31.687542	Bin1422	11	CP056062.1
11	5420470	32.657291	Bin1424	11	CP056062.1
11	5752058	37.819103	Bin1426	11	CP056062.1
11	6359849	38.298720	Bin1428	11	CP056062.1
11	6796196	40.319197	Bin1429	11	CP056062.1
11	7706483	46.277570	Bin1433	11	CP056062.1
11	7769672	46.517379	Bin1434	11	CP056062.1
11	7885542	49.360522	Bin1435	11	CP056062.1
11	7982526	50.340946	Bin1436	11	CP056062.1
11	8048691	50.580754	Bin1437	11	CP056062.1
11	8471384	52.073402	Bin1438	11	CP056062.1
11	9142492	52.313211	Bin1439	11	CP056062.1
11	9238158	52.796307	Bin1440	11	CP056062.1
11	9390953	53.036115	Bin1441	11	CP056062.1
11	9641455	53.275924	Bin1442	11	CP056062.1
11	9948632	54.979252	Bin1445	11	CP056062.1
11	10536030	56.711708	Bin1447	11	CP056062.1
11	10784238	57.194804	Bin1448	11	CP056062.1
11	10948821	57.434613	Bin1449	11	CP056062.1
11	12153676	57.914230	Bin1451	11	CP056062.1
11	14819852	58.154038	Bin1452	11	CP056062.1
11	18984941	59.113273	Bin1456	11	CP056062.1
11	19541526	60.083021	Bin1458	11	CP056062.1
11	19641700	60.322830	Bin1459	11	CP056062.1
11	20016634	61.557461	Bin1460	11	CP056062.1
11	20692330	62.527209	Bin1462	11	CP056062.1
11	21377687	65.331683	Bin1464	11	CP056062.1
11	21434453	65.571491	Bin1465	11	CP056062.1
11	21485596	66.551915	Bin1466	11	CP056062.1
11	21640286	67.532338	Bin1467	11	CP056062.1
11	21811959	68.512762	Bin1468	11	CP056062.1
11	21953995	69.242702	Bin1469	11	CP056062.1
11	22249123	69.482510	Bin1470	11	CP056062.1
11	22434441	70.462934	Bin1471	11	CP056062.1
11	22507606	71.432683	Bin1473	11	CP056062.1
11	22594873	71.672491	Bin1474	11	CP056062.1
11	22683393	71.912300	Bin1475	11	CP056062.1
11	22714158	73.146930	Bin1476	11	CP056062.1
11	22784617	75.437407	Bin1477	11	CP056062.1
11	23204927	77.910479	Bin1479	11	CP056062.1
11	23255629	78.150288	Bin1480	11	CP056062.1
11	23342304	78.390096	Bin1481	11	CP056062.1
11	23616469	78.629905	Bin1482	11	CP056062.1
11	24008384	79.352809	Bin1484	11	CP056062.1
11	24197855	80.587440	Bin1485	11	CP056062.1
11	24534883	80.827248	Bin1486	11	CP056062.1
11	24668713	81.310344	Bin1487	11	CP056062.1
11	24897407	82.544974	Bin1488	11	CP056062.1
11	25240260	83.997819	Bin1491	11	CP056062.1
11	25384155	84.480914	Bin1492	11	CP056062.1
11	25755548	85.447105	Bin1494	11	CP056062.1
11	26201680	92.152909	Bin1496	11	CP056062.1
11	26249702	92.392718	Bin1497	11	CP056062.1
11	26363206	92.632527	Bin1498	11	CP056062.1
11	26489316	92.872335	Bin1499	11	CP056062.1
11	26577312	93.602275	Bin1500	11	CP056062.1
11	26657775	93.842084	Bin1501	11	CP056062.1
11	26833478	94.321701	Bin1503	11	CP056062.1
11	27081938	94.804797	Bin1504	11	CP056062.1
11	27520390	96.268316	Bin1506	11	CP056062.1
11	27856903	100.572046	Bin1507	11	CP056062.1
11	28053565	101.552470	Bin1508	11	CP056062.1
11	28158641	101.792278	Bin1509	11	CP056062.1
11	28235367	102.032087	Bin1510	11	CP056062.1
11	28469816	103.491967	Bin1512	11	CP056062.1
11	28491730	103.731776	Bin1513	11	CP056062.1
11	28538884	103.971584	Bin1514	11	CP056062.1
11	28566185	104.211393	Bin1515	11	CP056062.1
11	28810791	107.255675	Bin1518	11	CP056062.1
11	29132834	107.738770	Bin1519	11	CP056062.1
11	29408607	107.978579	Bin1520	11	CP056062.1
11	29497944	108.218387	Bin1521	11	CP056062.1
11	29540944	108.458196	Bin1522	11	CP056062.1
11	29569247	108.698005	Bin1523	11	CP056062.1
11	29660365	109.181100	Bin1524	11	CP056062.1
11	29854492	109.420909	Bin1525	11	CP056062.1
11	30428627	111.636461	Bin1528	11	CP056062.1
11	30497446	111.876270	Bin1529	11	CP056062.1
11	30575531	112.846018	Bin1531	11	CP056062.1
11	30617001	113.329114	Bin1532	11	CP056062.1
11	31827016	115.512059	Bin1537	11	CP056062.1
11	32034446	116.241999	Bin1538	11	CP056062.1
11	32083305	116.481807	Bin1539	11	CP056062.1
11	32222020	116.721616	Bin1540	11	CP056062.1
12	402904	0.000000	Bin1541	12	CP056063.1
12	1049085	1.234631	Bin1542	12	CP056063.1
12	1283407	1.474439	Bin1543	12	CP056063.1
12	2165038	13.064520	Bin1544	12	CP056063.1
12	3101581	14.044944	Bin1545	12	CP056063.1
12	3173853	14.284752	Bin1546	12	CP056063.1
12	3596635	16.039318	Bin1547	12	CP056063.1
12	4925058	37.999765	Bin1549	12	CP056063.1
12	6468801	40.237426	Bin1551	12	CP056063.1
12	6749194	40.717044	Bin1553	12	CP056063.1
12	8360236	42.951227	Bin1556	12	CP056063.1
12	9410579	43.191035	Bin1557	12	CP056063.1
12	10030056	43.670653	Bin1559	12	CP056063.1
12	10047381	43.910461	Bin1560	12	CP056063.1
12	10609716	44.150270	Bin1561	12	CP056063.1
12	11251584	44.633365	Bin1562	12	CP056063.1
12	15612861	45.596078	Bin1565	12	CP056063.1
12	16728988	46.079174	Bin1566	12	CP056063.1
12	17682305	47.775305	Bin1569	12	CP056063.1
12	17797011	48.015113	Bin1570	12	CP056063.1
12	18422434	49.228149	Bin1572	12	CP056063.1
12	18523891	50.208572	Bin1573	12	CP056063.1
12	18583195	50.448381	Bin1574	12	CP056063.1
12	19000135	54.393588	Bin1576	12	CP056063.1
12	19210805	55.123528	Bin1577	12	CP056063.1
12	19371968	55.853468	Bin1578	12	CP056063.1
12	19601674	56.336564	Bin1579	12	CP056063.1
12	19690455	56.576372	Bin1580	12	CP056063.1
12	20875451	62.892836	Bin1585	12	CP056063.1
12	21110227	68.131784	Bin1586	12	CP056063.1
12	21309607	68.371593	Bin1587	12	CP056063.1
12	21536633	68.854688	Bin1588	12	CP056063.1
12	21889546	69.094497	Bin1589	12	CP056063.1
12	22133366	76.353597	Bin1590	12	CP056063.1
12	22581681	77.573830	Bin1592	12	CP056063.1
12	22775189	77.813638	Bin1593	12	CP056063.1
12	22965667	81.519037	Bin1594	12	CP056063.1
12	23054390	83.011685	Bin1595	12	CP056063.1
12	23395967	83.977876	Bin1597	12	CP056063.1
12	23435073	84.460972	Bin1598	12	CP056063.1
12	23495097	84.944067	Bin1599	12	CP056063.1
12	23581707	86.698633	Bin1600	12	CP056063.1
12	23742200	87.181729	Bin1601	12	CP056063.1
12	23995350	87.661346	Bin1603	12	CP056063.1
12	24083853	87.901154	Bin1604	12	CP056063.1
12	24270469	91.903290	Bin1605	12	CP056063.1
12	24557468	92.143098	Bin1606	12	CP056063.1
12	24796644	93.123522	Bin1607	12	CP056063.1
12	24827501	93.363331	Bin1608	12	CP056063.1
12	24867996	94.093271	Bin1609	12	CP056063.1
12	25015039	96.113748	Bin1610	12	CP056063.1
12	25161369	96.843687	Bin1611	12	CP056063.1
12	25284825	97.083496	Bin1612	12	CP056063.1
12	25483741	104.342597	Bin1613	12	CP056063.1
12	25755642	104.825692	Bin1614	12	CP056063.1
12	25926535	105.065501	Bin1615	12	CP056063.1
12	26046819	106.045924	Bin1616	12	CP056063.1
12	26181421	106.285733	Bin1617	12	CP056063.1
12	26428707	106.768828	Bin1618	12	CP056063.1
