chr	pos	cM	bin	source_chr	tigr6_seqid	tigr6_pos	irgsp1_seqid	irgsp1_start0	irgsp1_end0	strand
4	16386375	27.391136	Bin594	4	chr04|13104	16214413	NC_029259.1	16386374	16386375	+
4	16795083	27.874232	Bin595	4	chr04|13104	16623126	NC_029259.1	16795082	16795083	+
4	17012583	32.796235	Bin596	4	chr04|13104	16840625	NC_029259.1	17012582	17012583	+
4	17372014	33.279331	Bin597	4	chr04|13104	17200057	NC_029259.1	17372013	17372014	+
4	17701141	33.519139	Bin598	4	chr04|13104	17529182	NC_029259.1	17701140	17701141	+
4	17951067	33.758948	Bin599	4	chr04|13104	17779108	NC_029259.1	17951066	17951067	+
4	18128151	33.998757	Bin600	4	chr04|13104	17956194	NC_029259.1	18128150	18128151	+
4	18184593	34.238565	Bin601	4	chr04|13104	18012638	NC_029259.1	18184592	18184593	+
4	18220756	34.478374	Bin602	4	chr04|13104	18048801	NC_029259.1	18220755	18220756	+
4	18320698	34.718182	Bin603	4	chr04|13104	18148744	NC_029259.1	18320697	18320698	+
4	18476684	34.957991	Bin604	4	chr04|13104	18304729	NC_029259.1	18476683	18476684	+
4	18578473	35.197800	Bin605	4	chr04|13104	18406518	NC_029259.1	18578472	18578473	+
4	18682567	35.437608	Bin606	4	chr04|13104	18510614	NC_029259.1	18682566	18682567	+
4	18796820	35.677417	Bin607	4	chr04|13104	18624865	NC_029259.1	18796819	18796820	+
4	18883964	35.917225	Bin608	4	chr04|13104	18712007	NC_029259.1	18883963	18883964	+
4	19029201	36.647165	Bin609	4	chr04|13104	18857240	NC_029259.1	19029200	19029201	+
4	19198854	40.352564	Bin610	4	chr04|13104	19026890	NC_029259.1	19198853	19198854	+
4	19302710	40.592373	Bin611	4	chr04|13104	19130749	NC_029259.1	19302709	19302710	+
4	19386106	40.832181	Bin612	4	chr04|13104	19214144	NC_029259.1	19386105	19386106	+
4	19471627	41.071990	Bin613	4	chr04|13104	19299664	NC_029259.1	19471626	19471627	+
4	19520367	41.311799	Bin614	4	chr04|13104	19348405	NC_029259.1	19520366	19520367	+
4	19616769	41.551607	Bin615	4	chr04|13104	19444804	NC_029259.1	19616768	19616769	+
4	19753750	46.790555	Bin616	4	chr04|13104	19581785	NC_029259.1	19753749	19753750	+
4	19819803	47.030363	Bin617	4	chr04|13104	19647840	NC_029259.1	19819802	19819803	+
4	20270590	49.320840	Bin618	4	chr04|13104	20098635	NC_029259.1	20270589	20270590	+
4	20740837	49.560649	Bin619	4	chr04|13104	20568880	NC_029259.1	20740836	20740837	+
4	20912815	53.864379	Bin620	4	chr04|13104	20740871	NC_029259.1	20912814	20912815	+
4	21239959	57.277778	Bin621	4	chr04|13104	21068011	NC_029259.1	21239958	21239959	+
4	21466649	57.760873	Bin622	4	chr04|13104	21294700	NC_029259.1	21466648	21466649	+
4	21527685	58.741297	Bin623	4	chr04|13104	21355736	NC_029259.1	21527684	21527685	+
4	21586670	59.224392	Bin624	4	chr04|13104	21414720	NC_029259.1	21586669	21586670	+
4	21709935	59.464201	Bin625	4	chr04|13104	21537986	NC_029259.1	21709934	21709935	+
4	21826128	59.704010	Bin626	4	chr04|13104	21654178	NC_029259.1	21826127	21826128	+
4	21906910	59.943818	Bin627	4	chr04|13104	21734961	NC_029259.1	21906909	21906910	+
4	21972625	60.183627	Bin628	4	chr04|13104	21800676	NC_029259.1	21972624	21972625	+
4	22004607	61.418257	Bin629	4	chr04|13104	21832658	NC_029259.1	22004606	22004607	+
4	22073587	66.028567	Bin630	4	chr04|13104	21920162	NC_029259.1	22073586	22073587	+
4	22269044	66.758507	Bin631	4	chr04|13104	22083926	NC_029259.1	22269043	22269044	+
4	22399153	66.998316	Bin632	4	chr04|13104	22214036	NC_029259.1	22399152	22399153	+
4	22527967	67.481411	Bin633	4	chr04|13104	22342855	NC_029259.1	22527966	22527967	+
4	22808317	67.964507	Bin634	4	chr04|13104	22623200	NC_029259.1	22808316	22808317	+
4	23125848	68.944930	Bin635	4	chr04|13104	22940703	NC_029259.1	23125847	23125848	+
4	23266200	69.184739	Bin636	4	chr04|13104	23081054	NC_029259.1	23266199	23266200	+
4	23314601	71.475216	Bin637	4	chr04|13104	23129456	NC_029259.1	23314600	23314601	+
4	23421617	71.715024	Bin638	4	chr04|13104	23236472	NC_029259.1	23421616	23421617	+
4	23672447	71.954833	Bin639	4	chr04|13104	23487304	NC_029259.1	23672446	23672447	+
4	24029728	74.245310	Bin640	4	chr04|13104	23844588	NC_029259.1	24029727	24029728	+
4	24233495	74.485118	Bin641	4	chr04|13104	24048356	NC_029259.1	24233494	24233495	+
4	24407587	74.724927	Bin642	4	chr04|13104	24222448	NC_029259.1	24407586	24407587	+
4	25145989	74.964736	Bin643	4	chr04|13104	24960850	NC_029259.1	25145988	25145989	+
4	25860668	82.223836	Bin644	4	chr04|13104	25675536	NC_029259.1	25860667	25860668	+
4	26145779	82.463645	Bin645	4	chr04|13104	25960653	NC_029259.1	26145778	26145779	+
4	26416739	82.703453	Bin646	4	chr04|13104	26231612	NC_029259.1	26416738	26416739	+
4	27259355	84.196102	Bin647	4	chr04|13104	27074224	NC_029259.1	27259354	27259355	+
4	28014672	85.688750	Bin648	4	chr04|13104	27829536	NC_029259.1	28014671	28014672	+
4	28272132	86.418690	Bin649	4	chr04|13104	28086995	NC_029259.1	28272131	28272132	+
4	28797079	90.420825	Bin650	4	chr04|13104	28611929	NC_029259.1	28797078	28797079	+
4	29387145	90.660634	Bin651	4	chr04|13104	29202011	NC_029259.1	29387144	29387145	+
4	29859222	92.153282	Bin652	4	chr04|13104	29674092	NC_029259.1	29859221	29859222	+
4	30062377	93.645930	Bin653	4	chr04|13104	29877248	NC_029259.1	30062376	30062377	+
4	30119689	93.885739	Bin654	4	chr04|13104	29934560	NC_029259.1	30119688	30119689	+
4	30163562	94.125547	Bin655	4	chr04|13104	29978432	NC_029259.1	30163561	30163562	+
4	30245288	94.608643	Bin656	4	chr04|13104	30060162	NC_029259.1	30245287	30245288	+
4	30399300	94.848451	Bin657	4	chr04|13104	30214177	NC_029259.1	30399299	30399300	+
4	30523041	95.088260	Bin658	4	chr04|13104	30337916	NC_029259.1	30523040	30523041	+
4	30589411	96.580908	Bin659	4	chr04|13104	30404286	NC_029259.1	30589410	30589411	+
4	30741318	96.820717	Bin660	4	chr04|13104	30556190	NC_029259.1	30741317	30741318	+
4	30879902	97.060525	Bin661	4	chr04|13104	30694780	NC_029259.1	30879901	30879902	+
4	30994426	98.553174	Bin662	4	chr04|13104	30809306	NC_029259.1	30994425	30994426	+
4	31132980	99.036269	Bin663	4	chr04|13104	30947869	NC_029259.1	31132979	31132980	+
4	31247466	100.270900	Bin664	4	chr04|13104	31062356	NC_029259.1	31247465	31247466	+
4	31357748	100.510708	Bin665	4	chr04|13104	31172641	NC_029259.1	31357747	31357748	+
4	31407722	100.750517	Bin666	4	chr04|13104	31222620	NC_029259.1	31407721	31407722	+
4	31436760	101.730940	Bin667	4	chr04|13104	31251658	NC_029259.1	31436759	31436760	+
4	31474630	101.970749	Bin668	4	chr04|13104	31289528	NC_029259.1	31474629	31474630	+
4	31528074	102.210558	Bin669	4	chr04|13104	31342973	NC_029259.1	31528073	31528074	+
4	31582766	102.693653	Bin670	4	chr04|13104	31397662	NC_029259.1	31582765	31582766	+
4	31621913	103.176749	Bin671	4	chr04|13104	31436808	NC_029259.1	31621912	31621913	+
4	31652355	103.416557	Bin672	4	chr04|13104	31467248	NC_029259.1	31652354	31652355	+
4	31838016	103.656366	Bin673	4	chr04|13104	31652910	NC_029259.1	31838015	31838016	+
4	32046399	104.139462	Bin674	4	chr04|13104	31861292	NC_029259.1	32046398	32046399	+
4	32124324	104.379270	Bin675	4	chr04|13104	31939216	NC_029259.1	32124323	32124324	+
4	32177568	105.359694	Bin676	4	chr04|13104	31992461	NC_029259.1	32177567	32177568	+
4	32284812	105.842789	Bin677	4	chr04|13104	32099704	NC_029259.1	32284811	32284812	+
4	32388025	106.082598	Bin678	4	chr04|13104	32202914	NC_029259.1	32388024	32388025	+
4	32427673	106.322407	Bin679	4	chr04|13104	32242564	NC_029259.1	32427672	32427673	+
4	32553949	106.562215	Bin680	4	chr04|13104	32368841	NC_029259.1	32553948	32553949	+
4	32705924	106.802024	Bin681	4	chr04|13104	32520811	NC_029259.1	32705923	32705924	+
4	33096453	109.645167	Bin682	4	chr04|13104	32911342	NC_029259.1	33096452	33096453	+
4	33560387	109.884975	Bin683	4	chr04|13104	33375271	NC_029259.1	33560386	33560387	+
4	33989776	115.123923	Bin684	4	chr04|13104	33804670	NC_029259.1	33989775	33989776	+
4	34469289	125.032769	Bin685	4	chr04|13104	34284184	NC_029259.1	34469288	34469289	+
4	34655666	126.267400	Bin686	4	chr04|13104	34470556	NC_029259.1	34655665	34655666	+
4	34799989	126.507209	Bin687	4	chr04|13104	34614880	NC_029259.1	34799988	34799989	+
4	35197802	127.237149	Bin688	4	chr04|13104	35012683	NC_029259.1	35197801	35197802	+
5	145170	0.000000	Bin689	5	chr05|13105	145170	NC_029260.1	145169	145170	+
5	323948	0.729940	Bin690	5	chr05|13105	323948	NC_029260.1	323947	323948	+
5	430962	1.459880	Bin691	5	chr05|13105	430962	NC_029260.1	430961	430962	+
5	520432	4.303023	Bin692	5	chr05|13105	520432	NC_029260.1	520431	520432	+
5	599641	4.542832	Bin693	5	chr05|13105	599641	NC_029260.1	599640	599641	+
5	673620	4.782640	Bin694	5	chr05|13105	673620	NC_029260.1	673619	673620	+
5	780626	6.017271	Bin695	5	chr05|13105	780608	NC_029260.1	780625	780626	+
5	914297	6.257080	Bin696	5	chr05|13105	914280	NC_029260.1	914296	914297	+
5	1053206	6.496888	Bin697	5	chr05|13105	1053190	NC_029260.1	1053205	1053206	+
5	1162836	6.736697	Bin698	5	chr05|13105	1162820	NC_029260.1	1162835	1162836	+
5	1211555	7.717120	Bin699	5	chr05|13105	1211539	NC_029260.1	1211554	1211555	+
5	1282202	8.697544	Bin700	5	chr05|13105	1282186	NC_029260.1	1282201	1282202	+
5	1381200	9.677967	Bin701	5	chr05|13105	1381184	NC_029260.1	1381199	1381200	+
5	1491090	9.917776	Bin702	5	chr05|13105	1491074	NC_029260.1	1491089	1491090	+
5	1628670	11.938253	Bin703	5	chr05|13105	1628654	NC_029260.1	1628669	1628670	+
5	1744137	12.178062	Bin704	5	chr05|13105	1744122	NC_029260.1	1744136	1744137	+
5	1779259	12.417870	Bin705	5	chr05|13105	1779242	NC_029260.1	1779258	1779259	+
5	1799082	12.657679	Bin706	5	chr05|13105	1799065	NC_029260.1	1799081	1799082	+
5	1865759	12.897487	Bin707	5	chr05|13105	1865741	NC_029260.1	1865758	1865759	+
5	1979710	13.380583	Bin708	5	chr05|13105	1979692	NC_029260.1	1979709	1979710	+
5	2037862	13.863679	Bin709	5	chr05|13105	2037844	NC_029260.1	2037861	2037862	+
5	2093387	14.103487	Bin710	5	chr05|13105	2093369	NC_029260.1	2093386	2093387	+
5	2163170	14.343296	Bin711	5	chr05|13105	2163145	NC_029260.1	2163169	2163170	+
5	2224719	14.583104	Bin712	5	chr05|13105	2224694	NC_029260.1	2224718	2224719	+
5	2298847	14.822913	Bin713	5	chr05|13105	2298822	NC_029260.1	2298846	2298847	+
5	2367355	15.062722	Bin714	5	chr05|13105	2367330	NC_029260.1	2367354	2367355	+
5	2433261	15.545817	Bin715	5	chr05|13105	2433237	NC_029260.1	2433260	2433261	+
5	2608906	17.566294	Bin716	5	chr05|13105	2608882	NC_029260.1	2608905	2608906	+
5	2875144	17.806103	Bin717	5	chr05|13105	2875120	NC_029260.1	2875143	2875144	+
5	3050456	19.560669	Bin718	5	chr05|13105	3050432	NC_029260.1	3050455	3050456	+
5	3141594	19.800477	Bin719	5	chr05|13105	3141570	NC_029260.1	3141593	3141594	+
5	3217150	20.040286	Bin720	5	chr05|13105	3217126	NC_029260.1	3217149	3217150	+
5	3346289	20.280094	Bin721	5	chr05|13105	3346264	NC_029260.1	3346288	3346289	+
5	3467191	20.519903	Bin722	5	chr05|13105	3467168	NC_029260.1	3467190	3467191	+
5	3528789	22.012551	Bin723	5	chr05|13105	3528766	NC_029260.1	3528788	3528789	+
5	3766996	22.252360	Bin724	5	chr05|13105	3766973	NC_029260.1	3766995	3766996	+
5	4080437	26.254495	Bin725	5	chr05|13105	4080414	NC_029260.1	4080436	4080437	+
5	4255303	26.494304	Bin726	5	chr05|13105	4255280	NC_029260.1	4255302	4255303	+
5	4549322	28.248870	Bin727	5	chr05|13105	4549299	NC_029260.1	4549321	4549322	+
5	5014198	28.978810	Bin728	5	chr05|13105	5014176	NC_029260.1	5014197	5014198	+
5	5314164	29.708750	Bin729	5	chr05|13105	5314142	NC_029260.1	5314163	5314164	+
5	5513687	32.551893	Bin730	5	chr05|13105	5513625	NC_029260.1	5513686	5513687	+
5	5826804	33.281833	Bin731	5	chr05|13105	5826742	NC_029260.1	5826803	5826804	+
5	6107857	33.521641	Bin732	5	chr05|13105	6107796	NC_029260.1	6107856	6107857	+
5	6362316	34.004737	Bin733	5	chr05|13105	6362255	NC_029260.1	6362315	6362316	+
5	6622587	35.497385	Bin734	5	chr05|13105	6622528	NC_029260.1	6622586	6622587	+
5	6874004	35.980481	Bin735	5	chr05|13105	6873946	NC_029260.1	6874003	6874004	+
5	7640811	42.542590	Bin736	5	chr05|13105	7640752	NC_029260.1	7640810	7640811	+
5	9309677	44.297156	Bin737	5	chr05|13105	9309606	NC_029260.1	9309676	9309677	+
5	12357575	44.780252	Bin738	5	chr05|13105	12357505	NC_029260.1	12357574	12357575	+
5	14742499	46.014882	Bin739	5	chr05|13105	14685042	NC_029260.1	14742498	14742499	+
5	15480487	46.744822	Bin740	5	chr05|13105	15423028	NC_029260.1	15480486	15480487	+
5	16030137	47.227918	Bin741	5	chr05|13105	15972645	NC_029260.1	16030136	16030137	+
5	16206352	47.467726	Bin742	5	chr05|13105	16148834	NC_029260.1	16206351	16206352	+
5	16322129	47.950822	Bin743	5	chr05|13105	16264611	NC_029260.1	16322128	16322129	+
5	16453093	48.433918	Bin744	5	chr05|13105	16395575	NC_029260.1	16453092	16453093	+
5	16536668	49.163858	Bin745	5	chr05|13105	16479150	NC_029260.1	16536667	16536668	+
5	16574820	49.403666	Bin746	5	chr05|13105	16517302	NC_029260.1	16574819	16574820	+
5	16602135	49.886762	Bin747	5	chr05|13105	16544617	NC_029260.1	16602134	16602135	+
5	16633216	50.369857	Bin748	5	chr05|13105	16575698	NC_029260.1	16633215	16633216	+
5	16721438	50.609666	Bin749	5	chr05|13105	16661080	NC_029260.1	16721437	16721438	+
5	16809425	50.849474	Bin750	5	chr05|13105	16749066	NC_029260.1	16809424	16809425	+
5	16918719	51.089283	Bin751	5	chr05|13105	16858360	NC_029260.1	16918718	16918719	+
5	17093053	51.329092	Bin752	5	chr05|13105	17032694	NC_029260.1	17093052	17093053	+
5	17307615	51.812187	Bin753	5	chr05|13105	17247258	NC_029260.1	17307614	17307615	+
5	17705933	52.542127	Bin754	5	chr05|13105	17645574	NC_029260.1	17705932	17705933	+
5	18064850	53.522551	Bin755	5	chr05|13105	18004336	NC_029260.1	18064849	18064850	+
5	18283068	53.762359	Bin756	5	chr05|13105	18222554	NC_029260.1	18283067	18283068	+
5	18443732	61.379396	Bin757	5	chr05|13105	18383218	NC_029260.1	18443731	18443732	+
5	18536405	62.109336	Bin758	5	chr05|13105	18473980	NC_029260.1	18536404	18536405	+
5	18782111	62.349144	Bin759	5	chr05|13105	18719594	NC_029260.1	18782110	18782111	+
5	19001177	63.079084	Bin760	5	chr05|13105	18938661	NC_029260.1	19001176	19001177	+
5	19039360	63.318893	Bin761	5	chr05|13105	18976844	NC_029260.1	19039359	19039360	+
5	19084461	65.073459	Bin762	5	chr05|13105	19021945	NC_029260.1	19084460	19084461	+
5	19198644	65.803399	Bin763	5	chr05|13105	19136128	NC_029260.1	19198643	19198644	+
5	19390260	66.286494	Bin764	5	chr05|13105	19327744	NC_029260.1	19390259	19390260	+
5	19814872	66.769590	Bin765	5	chr05|13105	19752356	NC_029260.1	19814871	19814872	+
5	20163887	67.009398	Bin766	5	chr05|13105	20101360	NC_029260.1	20163886	20163887	+
5	20334000	69.299875	Bin767	5	chr05|13105	20271473	NC_029260.1	20333999	20334000	+
5	20598265	69.539684	Bin768	5	chr05|13105	20535706	NC_029260.1	20598264	20598265	+
5	20910784	69.779492	Bin769	5	chr05|13105	20848225	NC_029260.1	20910783	20910784	+
5	21205817	75.340774	Bin770	5	chr05|13105	21143258	NC_029260.1	21205816	21205817	+
5	21369249	75.580583	Bin771	5	chr05|13105	21306690	NC_029260.1	21369248	21369249	+
5	21421381	75.820391	Bin772	5	chr05|13105	21358822	NC_029260.1	21421380	21421381	+
5	21431925	76.303487	Bin773	5	chr05|13105	21369366	NC_029260.1	21431924	21431925	+
5	21688021	76.543296	Bin774	5	chr05|13105	21625463	NC_029260.1	21688020	21688021	+
5	22001619	77.523719	Bin775	5	chr05|13105	21939061	NC_029260.1	22001618	22001619	+
5	22131354	77.763528	Bin776	5	chr05|13105	22068796	NC_029260.1	22131353	22131354	+
5	22207116	79.518094	Bin777	5	chr05|13105	22144557	NC_029260.1	22207115	22207116	+
5	22274995	79.757902	Bin778	5	chr05|13105	22212436	NC_029260.1	22274994	22274995	+
5	22372130	79.997711	Bin779	5	chr05|13105	22309571	NC_029260.1	22372129	22372130	+
5	22487552	80.480807	Bin780	5	chr05|13105	22424994	NC_029260.1	22487551	22487552	+
5	22599290	80.720615	Bin781	5	chr05|13105	22536733	NC_029260.1	22599289	22599290	+
5	22646830	80.960424	Bin782	5	chr05|13105	22584272	NC_029260.1	22646829	22646830	+
5	22804048	81.940847	Bin783	5	chr05|13105	22741490	NC_029260.1	22804047	22804048	+
5	23064001	83.961324	Bin784	5	chr05|13105	23001442	NC_029260.1	23064000	23064001	+
5	23247833	84.201133	Bin785	5	chr05|13105	23185254	NC_029260.1	23247832	23247833	+
5	23423432	85.181556	Bin786	5	chr05|13105	23360853	NC_029260.1	23423431	23423432	+
5	23662929	86.674205	Bin787	5	chr05|13105	23600350	NC_029260.1	23662928	23662929	+
5	23946468	90.676340	Bin788	5	chr05|13105	23883889	NC_029260.1	23946467	23946468	+
5	24121386	91.159436	Bin789	5	chr05|13105	24058805	NC_029260.1	24121385	24121386	+
5	24431438	92.394066	Bin790	5	chr05|13105	24368859	NC_029260.1	24431437	24431438	+
5	25030733	92.877162	Bin791	5	chr05|13105	24968148	NC_029260.1	25030732	25030733	+
5	25654211	102.385838	Bin792	5	chr05|13105	25591632	NC_029260.1	25654210	25654211	+
5	26162328	102.868934	Bin793	5	chr05|13105	26099748	NC_029260.1	26162327	26162328	+
5	26600102	103.352029	Bin794	5	chr05|13105	26537461	NC_029260.1	26600101	26600102	+
5	26883494	104.081969	Bin795	5	chr05|13105	26820852	NC_029260.1	26883493	26883494	+
5	27002802	104.565065	Bin796	5	chr05|13105	26940158	NC_029260.1	27002801	27002802	+
5	27161490	104.804874	Bin797	5	chr05|13105	27098846	NC_029260.1	27161489	27161490	+
5	27269924	105.044682	Bin798	5	chr05|13105	27207280	NC_029260.1	27269923	27269924	+
5	27329060	105.284491	Bin799	5	chr05|13105	27266416	NC_029260.1	27329059	27329060	+
5	27402966	105.767586	Bin800	5	chr05|13105	27340322	NC_029260.1	27402965	27402966	+
5	27513369	106.007395	Bin801	5	chr05|13105	27450725	NC_029260.1	27513368	27513369	+
5	27692747	106.247204	Bin802	5	chr05|13105	27630104	NC_029260.1	27692746	27692747	+
5	27824533	106.487012	Bin803	5	chr05|13105	27761890	NC_029260.1	27824532	27824533	+
5	27860539	107.467436	Bin804	5	chr05|13105	27797896	NC_029260.1	27860538	27860539	+
5	27895168	107.707244	Bin805	5	chr05|13105	27832525	NC_029260.1	27895167	27895168	+
5	27927955	107.947053	Bin806	5	chr05|13105	27865312	NC_029260.1	27927954	27927955	+
5	27950759	108.186862	Bin807	5	chr05|13105	27888115	NC_029260.1	27950758	27950759	+
5	27989230	109.167285	Bin808	5	chr05|13105	27926586	NC_029260.1	27989229	27989230	+
5	28049337	109.650381	Bin809	5	chr05|13105	27986692	NC_029260.1	28049336	28049337	+
5	28135972	109.890189	Bin810	5	chr05|13105	28073327	NC_029260.1	28135971	28135972	+
5	28292991	111.644755	Bin811	5	chr05|13105	28230346	NC_029260.1	28292990	28292991	+
5	28477259	111.884564	Bin812	5	chr05|13105	28414614	NC_029260.1	28477258	28477259	+
5	28603972	112.367659	Bin813	5	chr05|13105	28541327	NC_029260.1	28603971	28603972	+
5	28663583	112.607468	Bin814	5	chr05|13105	28600938	NC_029260.1	28663582	28663583	+
5	28769810	113.337408	Bin815	5	chr05|13105	28707165	NC_029260.1	28769809	28769810	+
5	28906557	114.067348	Bin816	5	chr05|13105	28843912	NC_029260.1	28906556	28906557	+
5	29201869	114.550444	Bin817	5	chr05|13105	29139224	NC_029260.1	29201868	29201869	+
5	29704751	116.043092	Bin818	5	chr05|13105	29642106	NC_029260.1	29704750	29704751	+
6	136546	0.000000	Bin819	6	chr06|13106	135546	NC_029261.1	136545	136546	+
6	335051	0.729940	Bin820	6	chr06|13106	334051	NC_029261.1	335050	335051	+
6	430003	0.969749	Bin821	6	chr06|13106	429004	NC_029261.1	430002	430003	+
6	489721	1.452844	Bin822	6	chr06|13106	488722	NC_029261.1	489720	489721	+
6	562195	2.182784	Bin823	6	chr06|13106	561196	NC_029261.1	562194	562195	+
6	624063	2.422593	Bin824	6	chr06|13106	623064	NC_029261.1	624062	624063	+
6	718787	2.905688	Bin825	6	chr06|13106	717788	NC_029261.1	718786	718787	+
6	813769	3.635628	Bin826	6	chr06|13106	812770	NC_029261.1	813768	813769	+
6	940187	3.875437	Bin827	6	chr06|13106	939188	NC_029261.1	940186	940187	+
6	1056259	4.855860	Bin828	6	chr06|13106	1055260	NC_029261.1	1056258	1056259	+
6	1135372	5.095669	Bin829	6	chr06|13106	1134373	NC_029261.1	1135371	1135372	+
6	1287007	5.335478	Bin830	6	chr06|13106	1286008	NC_029261.1	1287006	1287007	+
6	1440718	5.818573	Bin831	6	chr06|13106	1439719	NC_029261.1	1440717	1440718	+
6	1560467	6.548513	Bin832	6	chr06|13106	1559468	NC_029261.1	1560466	1560467	+
6	1619028	6.788322	Bin833	6	chr06|13106	1618029	NC_029261.1	1619027	1619028	+
6	1655973	7.028130	Bin834	6	chr06|13106	1654974	NC_029261.1	1655972	1655973	+
6	1689671	7.267939	Bin835	6	chr06|13106	1688672	NC_029261.1	1689670	1689671	+
6	1739463	7.751035	Bin836	6	chr06|13106	1738464	NC_029261.1	1739462	1739463	+
6	1789150	8.234130	Bin837	6	chr06|13106	1788151	NC_029261.1	1789149	1789150	+
6	1829367	8.964070	Bin838	6	chr06|13106	1828368	NC_029261.1	1829366	1829367	+
6	1922913	9.203879	Bin839	6	chr06|13106	1921914	NC_029261.1	1922912	1922913	+
6	2035691	9.443687	Bin840	6	chr06|13106	2034692	NC_029261.1	2035690	2035691	+
6	2160520	9.683496	Bin841	6	chr06|13106	2159521	NC_029261.1	2160519	2160520	+
6	2266218	10.663919	Bin842	6	chr06|13106	2265219	NC_029261.1	2266217	2266218	+
6	2311398	11.898550	Bin843	6	chr06|13106	2310399	NC_029261.1	2311397	2311398	+
6	2370999	12.138359	Bin844	6	chr06|13106	2370000	NC_029261.1	2370998	2370999	+
6	2504373	12.378167	Bin845	6	chr06|13106	2503374	NC_029261.1	2504372	2504373	+
6	2667446	12.617976	Bin846	6	chr06|13106	2666447	NC_029261.1	2667445	2667446	+
6	2754145	12.857785	Bin847	6	chr06|13106	2753146	NC_029261.1	2754144	2754145	+
6	2806471	13.097593	Bin848	6	chr06|13106	2805472	NC_029261.1	2806470	2806471	+
6	2866706	13.827533	Bin849	6	chr06|13106	2865707	NC_029261.1	2866705	2866706	+
6	2899663	14.807957	Bin850	6	chr06|13106	2898664	NC_029261.1	2899662	2899663	+
6	2932449	15.047765	Bin851	6	chr06|13106	2931450	NC_029261.1	2932448	2932449	+
6	3006254	15.530861	Bin852	6	chr06|13106	3005255	NC_029261.1	3006253	3006254	+
6	3096710	15.770669	Bin853	6	chr06|13106	3095711	NC_029261.1	3096709	3096710	+
6	3212563	16.253765	Bin854	6	chr06|13106	3211564	NC_029261.1	3212562	3212563	+
6	3328127	16.493574	Bin855	6	chr06|13106	3327128	NC_029261.1	3328126	3328127	+
6	3463319	17.223514	Bin856	6	chr06|13106	3462320	NC_029261.1	3463318	3463319	+
6	3572257	17.953454	Bin857	6	chr06|13106	3571258	NC_029261.1	3572256	3572257	+
6	3766767	18.193262	Bin858	6	chr06|13106	3765768	NC_029261.1	3766766	3766767	+
6	3987492	18.433071	Bin859	6	chr06|13106	3986493	NC_029261.1	3987491	3987492	+
6	4261239	26.050107	Bin860	6	chr06|13106	4260240	NC_029261.1	4261238	4261239	+
6	4638502	28.340584	Bin861	6	chr06|13106	4637503	NC_029261.1	4638501	4638502	+
6	4810619	29.575214	Bin862	6	chr06|13106	4809620	NC_029261.1	4810618	4810619	+
6	4856316	29.815023	Bin863	6	chr06|13106	4855317	NC_029261.1	4856315	4856316	+
6	4937319	30.054832	Bin864	6	chr06|13106	4936320	NC_029261.1	4937318	4937319	+
6	5025009	30.294640	Bin865	6	chr06|13106	5024010	NC_029261.1	5025008	5025009	+
6	5104906	30.534449	Bin866	6	chr06|13106	5103907	NC_029261.1	5104905	5104906	+
6	5204702	30.774258	Bin867	6	chr06|13106	5203703	NC_029261.1	5204701	5204702	+
6	5303035	31.014066	Bin868	6	chr06|13106	5302036	NC_029261.1	5303034	5303035	+
6	5427493	31.744006	Bin869	6	chr06|13106	5426494	NC_029261.1	5427492	5427493	+
6	5553273	32.978637	Bin870	6	chr06|13106	5552274	NC_029261.1	5553272	5553273	+
6	6046485	34.213267	Bin871	6	chr06|13106	6045486	NC_029261.1	6046484	6046485	+
6	6525191	38.516998	Bin872	6	chr06|13106	6524192	NC_029261.1	6525190	6525191	+
6	6610880	40.271564	Bin873	6	chr06|13106	6609881	NC_029261.1	6610879	6610880	+
6	6708027	40.754659	Bin874	6	chr06|13106	6707028	NC_029261.1	6708026	6708027	+
6	6773921	42.509225	Bin875	6	chr06|13106	6772922	NC_029261.1	6773920	6773921	+
6	6855438	42.749034	Bin876	6	chr06|13106	6854439	NC_029261.1	6855437	6855438	+
6	7010101	42.988843	Bin877	6	chr06|13106	7009102	NC_029261.1	7010100	7010101	+
6	7104744	43.471938	Bin878	6	chr06|13106	7103745	NC_029261.1	7104743	7104744	+
6	7146461	44.201878	Bin879	6	chr06|13106	7145462	NC_029261.1	7146460	7146461	+
6	7196153	45.182302	Bin880	6	chr06|13106	7195154	NC_029261.1	7196152	7196153	+
6	7267239	45.422110	Bin881	6	chr06|13106	7266240	NC_029261.1	7267238	7267239	+
6	7478583	48.548128	Bin882	6	chr06|13106	7477584	NC_029261.1	7478582	7478583	+
6	7669664	48.787937	Bin883	6	chr06|13106	7668665	NC_029261.1	7669663	7669664	+
6	7753499	49.768360	Bin884	6	chr06|13106	7752500	NC_029261.1	7753498	7753499	+
6	7861289	50.008169	Bin885	6	chr06|13106	7860290	NC_029261.1	7861288	7861289	+
6	8089579	50.738109	Bin886	6	chr06|13106	8088580	NC_029261.1	8089578	8089579	+
6	8291307	50.977917	Bin887	6	chr06|13106	8290308	NC_029261.1	8291306	8291307	+
6	8356104	51.217726	Bin888	6	chr06|13106	8355105	NC_029261.1	8356103	8356104	+
6	8423389	51.700822	Bin889	6	chr06|13106	8422390	NC_029261.1	8423388	8423389	+
6	8609065	51.940630	Bin890	6	chr06|13106	8608066	NC_029261.1	8609064	8609065	+
