marker_id	primer_side	qseqid	marker_type	linkage_group	cM	raw_hits	full_len_no_gap_hits	min_mismatch_full_len_no_gap	min_mismatch_bin	hits_at_min_mismatch	is_multihit_at_min_mismatch	best_full_len_no_gap_sseqid	best_full_len_no_gap_sstart	best_full_len_no_gap_send	best_full_len_no_gap_strand	best_full_len_no_gap_bitscore	best_any_alignment_length	best_any_coverage	best_any_pident	best_any_mismatch	best_any_gapopen	best_any_sseqid	best_any_sstart	best_any_send	best_any_bitscore	full_len_no_gap_mm0_hits	full_len_no_gap_mm1_hits	full_len_no_gap_mm2_hits	full_len_no_gap_mm3_hits	full_len_no_gap_mm4_hits	full_len_no_gap_mm5_hits	full_len_no_gap_mm_gt5_hits	full_len_no_gap_mm_le0_hits	has_full_len_no_gap_mm_le0	full_len_no_gap_mm_le1_hits	has_full_len_no_gap_mm_le1	full_len_no_gap_mm_le2_hits	has_full_len_no_gap_mm_le2	full_len_no_gap_mm_le3_hits	has_full_len_no_gap_mm_le3	full_len_no_gap_mm_le4_hits	has_full_len_no_gap_mm_le4	full_len_no_gap_mm_le5_hits	has_full_len_no_gap_mm_le5
snap1210	R	snap1210__R	SNP	C03	70.305	10693	1	0.0	0	1	False	gb|CM031008.1|	36954290.0	36954255.0	-	71.9	36	1.0	100.0	0	0	gb|CM031008.1|	36954290	36954255	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1212	F	snap1212__F	SNP	C04	58.369	1995	0		no_full_length_no_gap	0	False						31	0.9117647058823529	100.0	0	0	gb|CM031009.1|	30081709	30081739	61.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1212	R	snap1212__R	SNP	C04	58.369	3005	1	0.0	0	1	False	gb|CM031009.1|	30082062.0	30082030.0	-	65.9	33	1.0	100.0	0	0	gb|CM031009.1|	30082062	30082030	65.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1213	F	snap1213__F	SNP	C04	54.607	3177	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031009.1|	30098818	30098844	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1213	R	snap1213__R	SNP	C04	54.607	1527	1	0.0	0	1	False	gb|CM031009.1|	30099174.0	30099144.0	-	61.9	31	1.0	100.0	0	0	gb|CM031009.1|	30099174	30099144	61.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1214	F	snap1214__F	SNP	C04	73.35	3866	0		no_full_length_no_gap	0	False						29	0.90625	100.0	0	0	gb|CM031009.1|	30147681	30147709	58.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1214	R	snap1214__R	SNP	C04	73.35	4827	1	0.0	0	1	False	gb|CM031009.1|	30148052.0	30148017.0	-	71.9	36	1.0	100.0	0	0	gb|CM031009.1|	30148052	30148017	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1215	F	snap1215__F	SNP	C06	53.052	3954	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031011.1|	33703413	33703381	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1215	R	snap1215__R	SNP	C06	53.052	5635	3	0.0	0	1	False	gb|CM031011.1|	33703075.0	33703107.0	+	65.9	33	1.0	100.0	0	0	gb|CM031011.1|	33703075	33703107	65.9	1	0	1	1	0	0	0	1	True	1	True	2	True	3	True	3	True	3	True
snap1217a	F	snap1217a__F	SNP	C06	59.148	2168	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031011.1|	33419022	33418990	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1217a	R	snap1217a__R	SNP	C06	59.148	1687	1	1.0	1	1	False	gb|CM031011.1|	33418697.0	33418726.0	+	52.0	30	1.0	96.667	1	0	gb|CM031011.1|	33418697	33418726	52.0	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
snap1217b	F	snap1217b__F	SNP	C06	59.596	2168	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031011.1|	33419022	33418990	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1217b	R	snap1217b__R	SNP	C06	59.596	1687	1	1.0	1	1	False	gb|CM031011.1|	33418697.0	33418726.0	+	52.0	30	1.0	96.667	1	0	gb|CM031011.1|	33418697	33418726	52.0	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
snap1218	F	snap1218__F	SNP	C06	59.829	707	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031011.1|	15286236	15286210	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1218	R	snap1218__R	SNP	C06	59.829	1169	4	0.0	0	3	True	gb|CM031010.1|	52498709.0	52498683.0	-	54.0	27	1.0	100.0	0	0	gb|CM031010.1|	52498709	52498683	54.0	3	1	0	0	0	0	0	3	True	4	True	4	True	4	True	4	True	4	True
snap1219	F	snap1219__F	SNP	C06	34.659	2165	0		no_full_length_no_gap	0	False						29	0.9354838709677419	96.552	1	0	gb|JAEMQI010000416.1|	7072	7044	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1219	R	snap1219__R	SNP	C06	34.659	3357	0		no_full_length_no_gap	0	False						33	0.9428571428571428	93.939	2	0	gb|CM031013.1|	10721400	10721368	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap121	F	snap121__F	SNP	C03	61.108	1394	0		no_full_length_no_gap	0	False						32	0.9411764705882353	100.0	0	0	gb|CM031008.1|	44345858	44345889	63.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap121	R	snap121__R	SNP	C03	61.108	961	44	0.0	0	2	True	gb|CM031012.1|	9711122.0	9711096.0	-	54.0	27	1.0	100.0	0	0	gb|CM031012.1|	9711122	9711096	54.0	2	9	26	7	0	0	0	2	True	11	True	37	True	44	True	44	True	44	True
snap1220	F	snap1220__F	SNP	C06	35.699	1093	0		no_full_length_no_gap	0	False						33	0.9166666666666666	96.97	1	0	gb|CM031011.1|	44766252	44766220	58.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1220	R	snap1220__R	SNP	C06	35.699	6895	0		no_full_length_no_gap	0	False						32	1.032258064516129	93.75	1	1	gb|CM031011.1|	44765890	44765921	40.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1222	F	snap1222__F	SNP	C06	77.959	1233	0		no_full_length_no_gap	0	False						28	0.9333333333333333	85.714	4	0	gb|CM031014.1|	8783081	8783054	24.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1222	R	snap1222__R	SNP	C06	77.959	1411	2	0.0	0	1	False	gb|CM031011.1|	27588142.0	27588110.0	-	65.9	33	1.0	100.0	0	0	gb|CM031011.1|	27588142	27588110	65.9	1	0	1	0	0	0	0	1	True	1	True	2	True	2	True	2	True	2	True
snap1223	F	snap1223__F	SNP	C06	88.501	693	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031011.1|	27642724	27642750	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1223	R	snap1223__R	SNP	C06	88.501	1137	2	2.0	2	2	True	gb|CM031011.1|	27638255.0	27638226.0	-	44.1	30	1.0	93.333	2	0	gb|CM031011.1|	27638255	27638226	44.1	0	0	2	0	0	0	0	0	False	0	False	2	True	2	True	2	True	2	True
snap1224	F	snap1224__F	SNP	C09	14.639	1099	0		no_full_length_no_gap	0	False						22	0.7333333333333333	95.455	1	0	gb|CM031007.1|	1212851	1212872	36.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1224	R	snap1224__R	SNP	C09	14.639	894	0		no_full_length_no_gap	0	False						28	0.9655172413793104	89.286	3	0	gb|CM031007.1|	1213167	1213140	32.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1225	F	snap1225__F	SNP	C09	0.0	3892	0		no_full_length_no_gap	0	False						22	0.6111111111111112	100.0	0	0	gb|CM031014.1|	66191470	66191449	44.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1225	R	snap1225__R	SNP	C09	0.0	4261	0		no_full_length_no_gap	0	False						22	0.88	100.0	0	0	gb|CM031014.1|	66191129	66191150	44.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1226	F	snap1226__F	SNP	C08	45.436	2858	0		no_full_length_no_gap	0	False						28	0.9032258064516129	100.0	0	0	gb|CM031013.1|	28219081	28219108	56.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1226	R	snap1226__R	SNP	C08	45.436	1938	1	0.0	0	1	False	gb|CM031013.1|	28219443.0	28219419.0	-	50.1	25	1.0	100.0	0	0	gb|CM031013.1|	28219443	28219419	50.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1227	F	snap1227__F	SNP	C08	50.341	8357	0		no_full_length_no_gap	0	False						23	0.9583333333333334	86.957	3	0	gb|CM031012.1|	43447623	43447645	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1227	R	snap1227__R	SNP	C08	50.341	4513	1	0.0	0	1	False	gb|CM031013.1|	28220072.0	28220039.0	-	67.9	34	1.0	100.0	0	0	gb|CM031013.1|	28220072	28220039	67.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1228	F	snap1228__F	SNP	C05	118.914	6767	0		no_full_length_no_gap	0	False						31	0.9117647058823529	100.0	0	0	gb|CM031010.1|	59438212	59438182	61.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1228	R	snap1228__R	SNP	C05	118.914	2622	1	0.0	0	1	False	gb|CM031010.1|	59437877.0	59437910.0	+	67.9	34	1.0	100.0	0	0	gb|CM031010.1|	59437877	59437910	67.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap122	F	snap122__F	SNP	C06	62.926	1835	0		no_full_length_no_gap	0	False						32	0.9411764705882353	100.0	0	0	gb|CM031012.1|	23046693	23046724	63.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap122	R	snap122__R	SNP	C06	62.926	1787	3	0.0	0	2	True	gb|CM031012.1|	23047064.0	23047033.0	-	63.9	32	1.0	100.0	0	0	gb|CM031012.1|	23047064	23047033	63.9	2	0	1	0	0	0	0	2	True	2	True	3	True	3	True	3	True	3	True
snap1234	F	snap1234__F	SNP	C07	120.903	2836	0		no_full_length_no_gap	0	False						24	0.75	87.5	3	0	gb|CM031014.1|	5738228	5738251	24.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1234	R	snap1234__R	SNP	C07	120.903	2896	0		no_full_length_no_gap	0	False						19	0.76	89.474	2	0	gb|CM031012.1|	31468270	31468288	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1237	F	snap1237__F	SNP	C03	43.636	1419	0		no_full_length_no_gap	0	False						28	0.9032258064516129	100.0	0	0	gb|CM031008.1|	68562120	68562093	56.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1237	R	snap1237__R	SNP	C03	43.636	6510	1	0.0	0	1	False	gb|CM031008.1|	68561761.0	68561796.0	+	71.9	36	1.0	100.0	0	0	gb|CM031008.1|	68561761	68561796	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1238	F	snap1238__F	SNP	C05	113.517	770	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031010.1|	58249747	58249721	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1238	R	snap1238__R	SNP	C05	113.517	3932	1	0.0	0	1	False	gb|CM031010.1|	58249422.0	58249456.0	+	69.9	35	1.0	100.0	0	0	gb|CM031010.1|	58249422	58249456	69.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1239	F	snap1239__F	SNP	C03	118.259	3072	3	3.0	3	3	True	gb|CM031010.1|	55724945.0	55724968.0	+	24.3	24	1.0	87.5	3	0	gb|CM031010.1|	55724945	55724968	24.3	0	0	0	3	0	0	0	0	False	0	False	0	False	3	True	3	True	3	True
snap1239	R	snap1239__R	SNP	C03	118.259	596	1	0.0	0	1	False	gb|CM031008.1|	10403498.0	10403474.0	-	50.1	25	1.0	100.0	0	0	gb|CM031008.1|	10403498	10403474	50.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap124	F	snap124__F	SNP	C06	66.967	3075	0		no_full_length_no_gap	0	False						23	0.9583333333333334	86.957	3	0	gb|CM031013.1|	10514439	10514417	22.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap124	R	snap124__R	SNP	C06	66.967	4576	2	0.0	0	2	True	gb|CM031014.1|	11719008.0	11718976.0	-	65.9	33	1.0	100.0	0	0	gb|CM031014.1|	11719008	11718976	65.9	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
snap1250	F	snap1250__F	SNP	C05	42.299	1835	0		no_full_length_no_gap	0	False						26	0.896551724137931	100.0	0	0	gb|JAEMQI010000025.1|	12023	11998	52.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1250	R	snap1250__R	SNP	C05	42.299	806	76	0.0	0	30	True	gb|JAEMQI010000149.1|	8222.0	8247.0	+	52.0	26	1.0	100.0	0	0	gb|JAEMQI010000149.1|	8222	8247	52.0	30	32	11	3	0	0	0	30	True	62	True	73	True	76	True	76	True	76	True
snap1259	F	snap1259__F	SNP	C05	47.564	827	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031010.1|	38813266	38813289	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1259	R	snap1259__R	SNP	C05	47.564	1156	1	0.0	0	1	False	gb|CM031010.1|	38813613.0	38813587.0	-	54.0	27	1.0	100.0	0	0	gb|CM031010.1|	38813613	38813587	54.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap125	F	snap125__F	SNP	C08	59.218	986	0		no_full_length_no_gap	0	False						31	0.9117647058823529	100.0	0	0	gb|CM031013.1|	31527016	31527046	61.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap125	R	snap125__R	SNP	C08	59.218	2013	1	1.0	1	1	False	gb|CM031013.1|	31527378.0	31527348.0	-	54.0	31	1.0	96.774	1	0	gb|CM031013.1|	31527378	31527348	54.0	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
snap1261	F	snap1261__F	SNP	C02	130.808	1500	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031007.1|	54492659	54492633	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1261	R	snap1261__R	SNP	C02	130.808	2496	1	0.0	0	1	False	gb|CM031007.1|	54492303.0	54492332.0	+	60.0	30	1.0	100.0	0	0	gb|CM031007.1|	54492303	54492332	60.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1263	F	snap1263__F	SNP	C02	128.993	2077	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031007.1|	54013061	54013035	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1263	R	snap1263__R	SNP	C02	128.993	2496	1	0.0	0	1	False	gb|CM031007.1|	54012714.0	54012741.0	+	56.0	28	1.0	100.0	0	0	gb|CM031007.1|	54012714	54012741	56.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1268	F	snap1268__F	SNP	C08	19.123	3474	0		no_full_length_no_gap	0	False						28	0.9032258064516129	100.0	0	0	gb|CM031009.1|	2560673	2560700	56.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1268	R	snap1268__R	SNP	C08	19.123	1918	3	0.0	0	2	True	gb|CM031009.1|	2561010.0	2560985.0	-	52.0	26	1.0	100.0	0	0	gb|CM031009.1|	2561010	2560985	52.0	2	1	0	0	0	0	0	2	True	3	True	3	True	3	True	3	True	3	True
snap126	F	snap126__F	SNP	C05	38.091	989	0		no_full_length_no_gap	0	False						25	0.8928571428571429	100.0	0	0	gb|CM031010.1|	14285891	14285867	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap126	R	snap126__R	SNP	C05	38.091	3362	1	1.0	1	1	False	gb|CM031010.1|	14289719.0	14289753.0	+	61.9	35	1.0	97.143	1	0	gb|CM031010.1|	14289719	14289753	61.9	0	1	0	0	0	0	0	0	False	1	True	1	True	1	True	1	True	1	True
snap1277	F	snap1277__F	SNP	C08	24.486	5762	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031013.1|	1506904	1506872	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1277	R	snap1277__R	SNP	C08	24.486	7769	282	0.0	0	210	True	gb|JAEMQI010000070.1|	266.0	294.0	+	58.0	29	1.0	100.0	0	0	gb|JAEMQI010000070.1|	266	294	58.0	210	61	8	3	0	0	0	210	True	271	True	279	True	282	True	282	True	282	True
snap1278	F	snap1278__F	SNP	C08	26.846	677	0		no_full_length_no_gap	0	False						25	0.8928571428571429	100.0	0	0	gb|CM031013.1|	1495949	1495925	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1278	R	snap1278__R	SNP	C08	26.846	2979	1	0.0	0	1	False	gb|CM031013.1|	1495581.0	1495610.0	+	60.0	30	1.0	100.0	0	0	gb|CM031013.1|	1495581	1495610	60.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1279	F	snap1279__F	SNP	C08	31.532	1828	0		no_full_length_no_gap	0	False						22	0.88	100.0	0	0	gb|CM031013.1|	1495741	1495720	44.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1279	R	snap1279__R	SNP	C08	31.532	2148	1	0.0	0	1	False	gb|CM031013.1|	1495407.0	1495430.0	+	48.1	24	1.0	100.0	0	0	gb|CM031013.1|	1495407	1495430	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap127	F	snap127__F	SNP	C01	69.56	941	0		no_full_length_no_gap	0	False						27	0.9310344827586207	100.0	0	0	gb|CM031006.1|	36900740	36900714	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap127	R	snap127__R	SNP	C01	69.56	423	1	0.0	0	1	False	gb|CM031006.1|	36900413.0	36900438.0	+	52.0	26	1.0	100.0	0	0	gb|CM031006.1|	36900413	36900438	52.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1280	F	snap1280__F	SNP	C09	68.411	1124	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|JAEMQI010000013.1|	991412	991389	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1280	R	snap1280__R	SNP	C09	68.411	4084	1	0.0	0	1	False	gb|CM031014.1|	30199083.0	30199118.0	+	71.9	36	1.0	100.0	0	0	gb|CM031014.1|	30199083	30199118	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1282	F	snap1282__F	SNP	C09	61.075	904	0		no_full_length_no_gap	0	False						26	0.8125	92.308	2	0	gb|CM031010.1|	47510349	47510374	36.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1282	R	snap1282__R	SNP	C09	61.075	1332	1	0.0	0	1	False	gb|CM031014.1|	30086958.0	30086993.0	+	71.9	36	1.0	100.0	0	0	gb|CM031014.1|	30086958	30086993	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1284	F	snap1284__F	SNP	C09	68.022	1932	0		no_full_length_no_gap	0	False						25	0.8928571428571429	88.0	3	0	gb|CM031011.1|	4170674	4170650	26.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1284	R	snap1284__R	SNP	C09	68.022	5490	3	0.0	0	1	False	gb|CM031014.1|	35568154.0	35568188.0	+	69.9	35	1.0	100.0	0	0	gb|CM031014.1|	35568154	35568188	69.9	1	1	1	0	0	0	0	1	True	2	True	3	True	3	True	3	True	3	True
snap128	F	snap128__F	SNP	C01	83.464	723	0		no_full_length_no_gap	0	False						23	0.8518518518518519	100.0	0	0	gb|CM031006.1|	36499774	36499796	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap128	R	snap128__R	SNP	C01	83.464	6560	1	0.0	0	1	False	gb|CM031006.1|	36500128.0	36500104.0	-	50.1	25	1.0	100.0	0	0	gb|CM031006.1|	36500128	36500104	50.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1290	F	snap1290__F	SNP	C07	87.74600000000001	406	0		no_full_length_no_gap	0	False						24	0.9230769230769231	87.5	3	0	gb|CM031013.1|	18680730	18680707	24.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1290	R	snap1290__R	SNP	C07	87.74600000000001	822	80	0.0	0	17	True	gb|JAEMQI010000020.1|	316355.0	316329.0	-	54.0	28	1.037037037037037	92.857	1	1	gb|CM031009.1|	17624724	17624697	32.2	17	26	36	1	0	0	0	17	True	43	True	79	True	80	True	80	True	80	True
snap1292	F	snap1292__F	SNP	C05	79.96	4685	0		no_full_length_no_gap	0	False						28	0.875	96.429	0	1	gb|CM031010.1|	13757286	13757259	40.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1292	R	snap1292__R	SNP	C05	79.96	2633	47	0.0	0	30	True	gb|JAEMQI010000013.1|	662961.0	662926.0	-	71.9	37	1.0277777777777777	91.892	2	1	gb|CM031006.1|	24506852	24506816	42.1	30	15	1	1	0	0	0	30	True	45	True	46	True	47	True	47	True	47	True
snap1296	F	snap1296__F	SNP	C06	75.082	9214	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031011.1|	26100656	26100624	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1296	R	snap1296__R	SNP	C06	75.082	6283	2	0.0	0	2	True	gb|CM031011.1|	26100291.0	26100325.0	+	69.9	35	1.0	100.0	0	0	gb|CM031011.1|	26100291	26100325	69.9	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
snap1297	F	snap1297__F	SNP	C06	63.193	851	11	1.0	1	9	True	gb|CM031008.1|	74831596.0	74831577.0	-	32.2	20	1.0	95.0	1	0	gb|CM031008.1|	74831596	74831577	32.2	0	9	2	0	0	0	0	0	False	9	True	11	True	11	True	11	True	11	True
snap1297	R	snap1297__R	SNP	C06	63.193	6226	1	0.0	0	1	False	gb|CM031007.1|	65341287.0	65341252.0	-	71.9	36	1.0	100.0	0	0	gb|CM031007.1|	65341287	65341252	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1303	F	snap1303__F	SNP	C03	65.341	490	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031008.1|	43385438	43385460	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1303	R	snap1303__R	SNP	C03	65.341	339	1	0.0	0	1	False	gb|CM031008.1|	43385762.0	43385735.0	-	56.0	28	1.0	100.0	0	0	gb|CM031008.1|	43385762	43385735	56.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap130	F	snap130__F	SNP	C02	127.184	1180	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031007.1|	53167102	53167080	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap130	R	snap130__R	SNP	C02	127.184	3155	1	0.0	0	1	False	gb|CM031007.1|	53166742.0	53166773.0	+	63.9	32	1.0	100.0	0	0	gb|CM031007.1|	53166742	53166773	63.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1310	F	snap1310__F	SNP	C03	119.948	2406	0		no_full_length_no_gap	0	False						31	0.9117647058823529	100.0	0	0	gb|CM031006.1|	17465191	17465161	61.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1310	R	snap1310__R	SNP	C03	119.948	3524	6	0.0	0	4	True	gb|CM031013.1|	27300430.0	27300464.0	+	69.9	35	1.0	100.0	0	0	gb|CM031013.1|	27300430	27300464	69.9	4	2	0	0	0	0	0	4	True	6	True	6	True	6	True	6	True	6	True
snap1311	F	snap1311__F	SNP	C03	150.697	1942	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031008.1|	9935700	9935726	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1311	R	snap1311__R	SNP	C03	150.697	2013	0		no_full_length_no_gap	0	False						31	0.9393939393939394	100.0	0	0	gb|CM031008.1|	9936034	9936004	61.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1316	F	snap1316__F	SNP	C07	78.702	1693	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031012.1|	35541697	35541723	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1316	R	snap1316__R	SNP	C07	78.702	373	1	0.0	0	1	False	gb|CM031012.1|	35542034.0	35542009.0	-	52.0	26	1.0	100.0	0	0	gb|CM031012.1|	35542034	35542009	52.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap1318	F	snap1318__F	SNP	C07	78.15700000000001	2524	0		no_full_length_no_gap	0	False						26	0.896551724137931	100.0	0	0	gb|CM031012.1|	35861331	35861356	52.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap1318	R	snap1318__R	SNP	C07	78.15700000000001	1391	1	0.0	0	1	False	gb|CM031012.1|	35861680.0	35861652.0	-	58.0	29	1.0	100.0	0	0	gb|CM031012.1|	35861680	35861652	58.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap132	F	snap132__F	SNP	C03	54.285	894	0		no_full_length_no_gap	0	False						27	0.9310344827586207	100.0	0	0	gb|CM031014.1|	22826873	22826847	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap132	R	snap132__R	SNP	C03	54.285	1213	9	0.0	0	1	False	gb|CM031011.1|	1020042.0	1020022.0	-	42.1	21	1.0	100.0	0	0	gb|CM031011.1|	1020042	1020022	42.1	1	5	3	0	0	0	0	1	True	6	True	9	True	9	True	9	True	9	True
snap1336	F	snap1336__F	SNP	C01	86.464	1921	0		no_full_length_no_gap	0	False						24	0.9230769230769231	87.5	3	0	gb|CM031010.1|	11449276	11449253	24.3	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
