marker_id	linkage_group	cM	marker_type	F_raw_hits	R_raw_hits	F_full_length_perfect_hits	R_full_length_perfect_hits	F_full_length_mm1_hits	R_full_length_mm1_hits	has_F_any_hit	has_R_any_hit	has_both_any_hit	has_F_perfect	has_R_perfect	has_both_primers_perfect	has_F_mm1	has_R_mm1	has_both_primers_mm1	F_multihit_perfect	R_multihit_perfect	F_multihit_mm1	R_multihit_mm1	in_strict_high_confidence_196	in_relaxed_mm1_collinear_222
BoSF954	C07	15.434	SSR	26080	11703	1	1	3	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
BoSF960	C03	40.241	SSR	1829	5214	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF963	C05	78.52	SSR	6635	2192	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BoSF964	C07	96.716	SSR	1430	4125	1	2	1	2	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
BoSF966	C03	32.335	SSR	1281	1317	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoSF996	C02	126.182	SSR	2720	1800	2	1	3	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BoaS1a	C07	105.942	SNP	1135	2012	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoaS1b	C07	97.454	SNP	1215	2012	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BoaS3a	C07	97.716	SNP	4346	2344	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
BoaS5a	C05	54.252	SNP	1608	862	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BrBAC002a	C01	41.74	SSR	1370	5321	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrBAC002b	C07	20.808	SSR	1370	5321	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BrBAC004	C01	29.396	SSR	4784	878	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrBAC007	C01	76.328	SSR	859	21012	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BrBAC015	C01	40.281	SSR	2186	2217	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BrBAC019	C01	28.001	SSR	2758	2998	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
BrBAC030	C04	116.199	SSR	1848	2738	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
BrBAC088	C07	108.226	SSR	453	4147	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BrBAC094	C07	45.746	SSR	10998	8377	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BrBAC132	C05	77.038	SSR	2854	1731	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
BrBAC163	C07	74.565	SSR	2305	1205	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BrBAC169	C07	74.81700000000001	SSR	925	1909	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BrBAC188	C06	52.613	SSR	5806	10016	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
BrBAC205	C03	52.1	SSR	2537	3244	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
BrBAC214	C03	20.894	SSR	10882	2075	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BrBAC231	C03	72.82	SSR	2068	9971	1	3	2	5	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False
BrBAC260	C08	114.345	SSR	1657	4420	2	0	2	0	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False
BrBAC289	C03	82.81	SSR	2388	6836	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrBAC290	C07	118.787	SSR	2197	2121	0	0	0	2	True	True	True	False	False	False	False	True	False	False	False	False	True	False	False
BrSF017	C08	67.085	SSR	2409	2478	0	0	1	1	True	True	True	False	False	False	True	True	True	False	False	False	False	False	False
BrSF018	C07	145.0	SSR	1669	15246	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
BrSF024	C04	6.173	SSR	2818	9335	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
BrSF038	C08	41.265	SSR	5080	2674	1	0	2	0	True	True	True	True	False	False	True	False	False	False	False	True	False	False	False
BrSF061	C08	79.44	SSR	1194	3184	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrSF094	C09	56.187	SSR	3428	913	1	1	3	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
BrSF110	C03	125.467	SSR	2813	2446	2	2	3	3	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BrSF111	C03	77.389	SSR	5747	2449	0	1	0	4	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
BrSF170	C05	76.508	SSR	991	1414	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
BrSF177	C02	149.584	SSR	3057	3248	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
BrSF178a	C01	73.717	SSR	1736	3917	0	0	1	1	True	True	True	False	False	False	True	True	True	False	False	False	False	False	False
BrSF178b	C01	73.717	SSR	1736	3917	0	0	1	1	True	True	True	False	False	False	True	True	True	False	False	False	False	False	False
BrSF187	C06	55.996	SSR	2141	6362	1	1	4	2	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False
BrSF189	C03	62.169	SSR	925	2133	0	3	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
BrSF201	C05	4.878	SSR	3774	3983	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
BrSF202	C05	0.0	SSR	3651	2935	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BrSF211	C06	50.905	SSR	8137	33198	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrSF257	C01	39.046	SSR	2821	2629	4	2	4	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BrSF261	C04	68.949	SSR	5063	1247	0	1	1	2	True	True	True	False	True	False	True	True	True	False	False	False	True	False	False
BrSF340	C09	87.333	SSR	4705	2940	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
BrSF372	C01	63.984	SSR	1858	3155	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
BrSF379	C01	77.317	SSR	1180	2620	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
BrSF402	C07	25.585	SSR	1378	7833	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrSF402a	C03	18.147	SSR	1378	7833	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BrSF407	C07	19.054	SSR	5575	841	0	0	1	1	True	True	True	False	False	False	True	True	True	False	False	False	False	False	False
BrSF422	C08	0.0	SSR	4357	1735	2	4	4	6	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
BrSF460	C09	49.361	SSR	1557	1851	0	0	9	42	True	True	True	False	False	False	True	True	True	False	False	True	True	False	False
BrSF506	C08	94.134	SSR	5844	540	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
BrSF537	C04	75.025	SSR	6628	3818	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BrSF556	C02	126.438	SSR	8275	5517	2	0	8	0	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False
BrSF561	C03	60.177	SSR	901	4423	0	3	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
BrSF567	C07	39.068	SSR	3199	3302	2	0	4	1	True	True	True	True	False	False	True	True	True	True	False	True	False	False	False
BrSF586	C07	36.228	SSR	5575	3699	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
BrSF595	C07	72.285	SSR	2425	6299	6	0	26	0	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False
BrSF626	C01	47.587	SSR	3590	2811	3	1	4	2	True	True	True	True	True	True	True	True	True	True	False	True	True	False	False
BrSF648	C06	70.884	SSR	9881	23409	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
BrSF663	C07	98.188	SSR	2954	5401	2	0	18	0	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False
BrSF686	C01	72.049	SSR	537	4120	0	0	1	0	True	True	True	False	False	False	True	False	False	False	False	False	False	False	False
CALSSR	C03	59.453	SSR	821	2552	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
CB10036a	C03	132.904	SSR	2832	12298	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10036b	C03	133.338	SSR	2832	12298	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10051	C04	63.183	SSR	518	2191	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	False	False
CB10054	C03	62.601	SSR	3029	1817	0	3	1	3	True	True	True	False	True	False	True	True	True	False	True	False	True	False	True
CB10080	C05	62.709	SSR	1700	4034	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
CB10092	C08	103.314	SSR	2128	3709	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True
CB10122	C03	126.474	SSR	4464	1874	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
CB10139a	C08	113.872	SSR	3674	3549	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10139b	C08	113.969	SSR	3674	3549	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10211	C06	15.874	SSR	2702	3093	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10234a	C06	65.621	SSR	6504	525	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
CB10234b	C06	69.427	SSR	6504	525	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
CB10235	C03	126.269	SSR	1201	2404	0	1	2	1	True	True	True	False	True	False	True	True	True	False	False	True	False	False	False
CB10258	C01	74.46	SSR	1827	2044	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	True
CB10266	C09	114.95	SSR	1221	1367	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
CB10343	C06	63.961	SSR	717	1855	1	2	1	3	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
CB10358	C01	72.447	SSR	2198	2780	1	1	2	2	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False
CB10369a	C01	49.071	SSR	897	3005	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10369b	C01	50.506	SSR	897	3005	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10374	C01	67.945	SSR	1482	1973	1	1	2	23	True	True	True	True	True	True	True	True	True	False	False	True	True	False	True
CB10427a	C03	114.578	SSR	4759	770	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10427b	C03	141.569	SSR	4759	770	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
CB10431	C07	16.414	SSR	862	3351	0	2	1	3	True	True	True	False	True	False	True	True	True	False	True	False	True	False	False
CB10517	C01	59.404	SSR	1397	1085	0	0	1	2	True	True	True	False	False	False	True	True	True	False	False	False	True	False	False
ENA28	C06	74.641	SSR	503	2051	1	2	1	2	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
FITO245	C04	126.056	SSR	1910	7878	1	1	2	1	True	True	True	True	True	True	True	True	True	False	False	True	False	False	False
FITO247	C09	60.003	SSR	4486	6343	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
FITO298	C08	33.819	SSR	5350	1215	1	6	1	7	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
FITO348	C03	73.202	SSR	9689	2067	1	4	1	5	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True
FITO374	C05	101.224	SSR	619	3984	1	1	2	2	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False
FITO496	C05	51.49	SSR	1987	33012	1	2	2	7	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False
FITO499	C01	72.343	SSR	7153	557	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
FITO573	C07	26.088	SSR	1739	19223	2	0	2	1	True	True	True	True	False	False	True	True	True	True	False	True	False	False	False
MR095	C05	70.389	SSR	1877	1876	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
MR119	C04	63.438	SSR	856	1269	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
MR140	C04	69.527	SSR	2958	4449	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
MR181	C04	71.09	SSR	3704	969	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
MR64	C03	89.678	SSR	6492	1463	0	0	1	6	True	True	True	False	False	False	True	True	True	False	False	False	True	False	False
Na10E02	C03	86.147	SSR	4800	1052	0	1	1	2	True	True	True	False	True	False	True	True	True	False	False	False	True	False	False
Na10G10	C03	161.796	SSR	4500	7083	1	0	1	0	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False
Na12A01	C04	65.013	SSR	3630	3354	6	5	6	6	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
Na12A02a	C06	30.691	SSR	6588	3829	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
Na12A02b	C06	39.844	SSR	6588	3829	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
Na12A02c	C06	40.76	SSR	6588	3829	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
Na12B09	C03	136.358	SSR	4728	1264	1	1	1	2	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
Na12B11	C07	75.282	SSR	3160	2038	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
Na12C08	C01	74.458	SSR	3861	1688	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	False
Na12D03	C06	76.307	SSR	5164	2577	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
Na12E01	C01	55.36	SSR	4006	2959	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
Na12F03a	C07	95.672	SSR	5237	23149	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
Na12F03b	C07	100.04	SSR	5237	23149	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
Na12G12a	C04	50.405	SSR	5010	4864	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
Na12G12b	C04	50.6	SSR	5010	4864	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
Na12G12c	C05	23.131	SSR	5010	4864	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
Na12H02	C01	48.366	SSR	3976	4348	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
Na14H11	C02	114.334	SSR	5048	1721	2	1	2	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
Ni2C12	C02	126.023	SSR	5818	3003	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
Ni4B04	C07	99.504	SSR	4330	3802	2	0	2	3	True	True	True	True	False	False	True	True	True	True	False	True	True	False	False
Ni4B10a	C01	32.857	SSR	5408	3019	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
Ni4B10b	C01	37.449	SSR	5408	3019	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
Ni4D12	C02	0.0	SSR	2024	1100	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
Ol09A06	C02	125.747	SSR	5961	23252	2	2	3	2	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
Ol10B04	C03	113.663	SSR	3394	7186	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
Ol10B08	C03	129.652	SSR	4444	4297	8	1	20	1	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
Ol10B11	C05	11.334	SSR	1553	1663	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
Ol10C01	C04	65.595	SSR	1347	7752	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
Ol10D01	C05	43.252	SSR	5979	6679	1	1	1	5	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
Ol10D03	C06	71.385	SSR	2996	2668	4	1	7	2	True	True	True	True	True	True	True	True	True	True	False	True	True	False	False
Ol10F09a	C06	68.148	SSR	3970	989	1	0	1	5	True	True	True	True	False	False	True	True	True	False	False	False	True	False	False
Ol10F09b	C06	68.148	SSR	3970	989	1	0	1	5	True	True	True	True	False	False	True	True	True	False	False	False	True	False	False
Ol12B03	C02	140.6	SSR	2777	2481	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
Ol12B12	C03	132.484	SSR	2733	1215	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
Ol12D02	C04	69.742	SSR	3841	3555	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
Ol12F11	C01	66.427	SSR	845	1373	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
Ol12G04a	C08	57.93	SSR	1253	649	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
Ol12G04b	C08	58.493	SSR	1253	649	0	1	1	1	True	True	True	False	True	False	True	True	True	False	False	False	False	False	False
Ra2B02	C03	36.483	SSR	7912	920	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
Ra2G09	C06	71.43	SSR	3365	2134	2	0	3	0	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False
Ra3E05	C01	46.618	SSR	2811	4671	1	3	2	4	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False
boa006	C02	130.139	SSR	1838	1395	1	5	1	6	True	True	True	True	True	True	True	True	True	False	True	False	True	False	False
boa011	C03	62.73	SSR	4910	1904	4	2	30	17	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False
cnu029	C08	81.896	SSR	1349	2534	1	0	5	3	True	True	True	True	False	False	True	True	True	False	False	True	True	False	False
cnu053	C06	21.967	SSR	686	1083	1	0	1	1	True	True	True	True	False	False	True	True	True	False	False	False	False	False	False
cnu107	C02	137.234	SSR	1511	2881	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
cnu149	C05	51.749	SSR	851	3801	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	True	True
cnu235	C01	60.656	SSR	7125	5511	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
cnu246	C04	74.506	SSR	4380	1681	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
cnu286	C04	42.673	SSR	1357	1307	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
cnu331	C06	23.168	SSR	856	2562	2	0	2	0	True	True	True	True	False	False	True	False	False	True	False	True	False	False	False
cnu361	C05	128.708	SSR	2287	4192	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
cnu400	C07	74.45400000000001	SSR	2305	1205	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
sNRE30	C01	39.047	SSR	1736	3917	0	0	1	1	True	True	True	False	False	False	True	True	True	False	False	False	False	False	False
sNRG42	C09	63.077	SSR	1490	4139	2	1	3	2	True	True	True	True	True	True	True	True	True	True	False	True	True	False	False
sORA43	C02	138.694	SSR	937	3581	0	1	0	6	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
sORB29A	C08	114.345	SSR	4006	2969	1	1	1	1	True	True	True	True	True	True	True	True	True	False	False	False	False	False	False
snap001	C07	96.389	SNP	1028	2821	0	2	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap002	C07	96.048	SNP	27227	4035	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap003	C07	99.313	SNP	1281	667	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap004	C07	97.115	SNP	1057	1431	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap005	C08	29.548	SNP	866	812	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap006	C03	56.385	SNP	848	1579	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap007	C06	79.74	SNP	1347	1720	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap011a	C03	41.114	SNP	1088	512	0	1	0	55	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap011b	C05	54.673	SNP	1088	512	0	1	0	55	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap012	C04	40.703	SNP	1809	519	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap013	C04	66.479	SNP	1248	1798	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap018	C04	83.162	SNP	1569	1576	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap020	C04	88.834	SNP	2593	6271	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap024	C07	93.521	SNP	2463	1615	0	5	0	7	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap026a	C08	63.082	SNP	979	898	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap026b	C08	65.168	SNP	979	898	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap036	C04	63.986	SNP	2387	1075	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap037	C03	83.941	SNP	1025	2193	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap038	C03	84.509	SNP	2220	995	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap048	C01	80.987	SNP	689	4314	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap049	C01	81.257	SNP	2171	5670	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap051	C08	29.076	SNP	525	1632	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap054	C08	35.282	SNP	751	681	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap055	C08	32.279	SNP	1843	1392	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap056a	C03	100.554	SNP	7130	1027	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap056b	C03	101.227	SNP	7130	1027	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap057	C06	39.321	SNP	4473	589	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap059	C08	37.744	SNP	1611	943	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap061	C03	45.853	SNP	3051	4400	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap062	C01	71.677	SNP	3397	602	0	2	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap063	C01	70.28	SNP	2158	3068	0	61	0	123	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap064	C05	53.369	SNP	4066	890	0	1	0	18	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap066	C07	106.822	SNP	1966	2146	0	4	0	4	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap069	C07	98.693	SNP	1572	1932	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap070	C06	101.572	SNP	890	5388	0	104	1	129	True	True	True	False	True	False	True	True	True	False	True	False	True	False	False
snap072	C06	79.323	SNP	2582	3781	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap073	C06	67.116	SNP	3046	385	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap074	C03	91.574	SNP	896	1042	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap077a	C09	67.028	SNP	2250	6008	0	2	0	7	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap077b	C09	70.404	SNP	2250	6008	0	2	0	7	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap080	C03	45.322	SNP	637	3090	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap081a	C03	120.939	SNP	1731	3218	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap081b	C03	120.939	SNP	1731	3218	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap084	C09	66.246	SNP	1651	3076	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap088	C01	57.556	SNP	930	894	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap092	C06	55.123	SNP	2570	5017	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap099a	C07	115.032	SNP	2497	2509	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap099b	C07	115.471	SNP	2497	2509	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1001	C04	43.502	SNP	1302	888	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1007	C01	27.474	SNP	1752	4605	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap101	C08	35.938	SNP	538	2112	0	7	0	11	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1015	C06	93.552	SNP	2443	13591	0	3	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1017	C02	120.15	SNP	965	1114	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1019	C02	135.872	SNP	881	2227	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1020	C02	121.458	SNP	801	955	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1023	C04	49.368	SNP	3328	3054	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1026	C02	121.682	SNP	3851	3099	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1029	C05	32.414	SNP	913	367	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1032	C06	63.785	SNP	1306	1888	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1034	C07	0.0	SNP	2946	5800	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1035	C07	105.033	SNP	2431	1579	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1036	C07	87.078	SNP	519	1291	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap104	C05	51.178	SNP	4068	3234	0	3	0	48	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1043	C03	72.203	SNP	1704	902	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1047	C05	84.971	SNP	3896	2560	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
