marker_id	marker_type	linkage_group	cM	F_min_mismatch	R_min_mismatch	F_min_mismatch_bin	R_min_mismatch_bin	both_primers_have_full_len_no_gap_hit	max_primer_min_mismatch	sum_primer_min_mismatch	F_hits_at_min_mismatch	R_hits_at_min_mismatch	F_multihit_at_min_mismatch	R_multihit_at_min_mismatch	F_best_any_coverage	R_best_any_coverage	F_best_any_gapopen	R_best_any_gapopen	both_primers_min_mm_le0	F_has_mm_le0	R_has_mm_le0	both_primers_min_mm_le1	F_has_mm_le1	R_has_mm_le1	both_primers_min_mm_le2	F_has_mm_le2	R_has_mm_le2	both_primers_min_mm_le3	F_has_mm_le3	R_has_mm_le3	both_primers_min_mm_le4	F_has_mm_le4	R_has_mm_le4	both_primers_min_mm_le5	F_has_mm_le5	R_has_mm_le5
snap020	SNP	C04	88.834		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9032258064516129	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap024	SNP	C07	93.521		0.0	no_full_length_no_gap	0	False			0	5	False	True	0.88	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap026a	SNP	C08	63.082		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9130434782608695	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap026b	SNP	C08	65.168		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9130434782608695	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap036	SNP	C04	63.986		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8260869565217391	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap037	SNP	C03	83.941		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap038	SNP	C03	84.509		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8928571428571429	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap048	SNP	C01	80.987		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap049	SNP	C01	81.257		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9523809523809523	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap051	SNP	C08	29.076	2.0	0.0	2	0	True	2.0	2.0	2	1	True	False	1.0	1.0	0	0	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True
snap054	SNP	C08	35.282		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9333333333333333	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap055	SNP	C08	32.279		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8620689655172413	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap056a	SNP	C03	100.554		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8928571428571429	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap056b	SNP	C03	101.227		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8928571428571429	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap057	SNP	C06	39.321		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.88	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap059	SNP	C08	37.744		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9393939393939394	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap061	SNP	C03	45.853			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9130434782608695	0.9411764705882353	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap062	SNP	C01	71.677		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap063	SNP	C01	70.28		0.0	no_full_length_no_gap	0	False			0	61	False	True	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap064	SNP	C05	53.369		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.92	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap066	SNP	C07	106.822		0.0	no_full_length_no_gap	0	False			0	4	False	True	0.8857142857142857	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap069	SNP	C07	98.693		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9354838709677419	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap070	SNP	C06	101.572	1.0	0.0	1	0	True	1.0	1.0	1	104	False	True	1.0	1.0	0	0	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
snap072	SNP	C06	79.323		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9428571428571428	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap073	SNP	C06	67.116		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.875	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap074	SNP	C03	91.574		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8846153846153846	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap077a	SNP	C09	67.028		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap077b	SNP	C09	70.404		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap080	SNP	C03	45.322		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9565217391304348	1.0	1	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap081a	SNP	C03	120.939		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8387096774193549	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap081b	SNP	C03	120.939		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8387096774193549	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap084	SNP	C09	66.246		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.84	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap088	SNP	C01	57.556		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9333333333333333	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap092	SNP	C06	55.123		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9130434782608695	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap099a	SNP	C07	115.032		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8787878787878788	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap099b	SNP	C07	115.471		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8787878787878788	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1001	SNP	C04	43.502		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9117647058823529	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1007	SNP	C01	27.474		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9285714285714286	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap101	SNP	C08	35.938		0.0	no_full_length_no_gap	0	False			0	7	False	True	0.9259259259259259	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1015	SNP	C06	93.552		0.0	no_full_length_no_gap	0	False			0	3	False	True	0.9142857142857143	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1017	SNP	C02	120.15		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8888888888888888	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1019	SNP	C02	135.872		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9333333333333333	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1020	SNP	C02	121.458		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9285714285714286	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1023	SNP	C04	49.368		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.92	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1026	SNP	C02	121.682		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9032258064516129	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1029	SNP	C05	32.414		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9354838709677419	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1032	SNP	C06	63.785		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1034	SNP	C07	0.0		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9615384615384616	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1035	SNP	C07	105.033		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1036	SNP	C07	87.078		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9354838709677419	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap104	SNP	C05	51.178		0.0	no_full_length_no_gap	0	False			0	3	False	True	0.9090909090909091	1.0303030303030303	0	1	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1043	SNP	C03	72.203			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.8636363636363636	0.6785714285714286	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1047	SNP	C05	84.971		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9117647058823529	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1049	SNP	C09	1.655			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9130434782608695	0.6176470588235294	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap105	SNP	C05	48.907		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9310344827586207	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1054	SNP	C01	94.988		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9259259259259259	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1058	SNP	C04	103.826			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.88	0.9354838709677419	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1059	SNP	C04	32.643		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9333333333333333	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1060	SNP	C04	29.777			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9142857142857143	0.7142857142857143	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1063	SNP	C09	69.284		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9047619047619048	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1065	SNP	C01	78.564			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9393939393939394	0.9705882352941176	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1071	SNP	C09	66.844			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9230769230769231	0.9130434782608695	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1073	SNP	C07	124.944			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.7142857142857143	0.6363636363636364	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1074	SNP	C07	131.34799999999998		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.9428571428571428	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1075	SNP	C07	123.39		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9523809523809523	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1076	SNP	C07	120.188			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.95	0.9032258064516129	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap108	SNP	C06	72.256		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9444444444444444	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1098	SNP	C02	122.346		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9117647058823529	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap110	SNP	C03	95.84		0.0	no_full_length_no_gap	0	False			0	3	False	True	0.875	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1105	SNP	C08	47.224		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9705882352941176	1.0	1	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1111	SNP	C05	47.853		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.875	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap112	SNP	C04	97.439		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9310344827586207	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1121	SNP	C02	158.474		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9259259259259259	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1123	SNP	C05	50.783		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap113	SNP	C04	90.701		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9375	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1136	SNP	C04	51.491		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1141	SNP	C04	51.697		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8846153846153846	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1149	SNP	C08	34.646		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8888888888888888	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap115	SNP	C03	57.558		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1152	SNP	C05	30.141		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9444444444444444	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1155	SNP	C08	32.701		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9230769230769231	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1156	SNP	C08	28.103		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap116	SNP	C03	61.251		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8666666666666667	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1170	SNP	C05	72.044		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9444444444444444	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1172	SNP	C05	73.092		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1177	SNP	C04	54.843		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9666666666666667	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap118	SNP	C06	69.773		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9117647058823529	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1188	SNP	C08	47.667			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9166666666666666	0.9655172413793104	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1191	SNP	C01	59.746			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9090909090909091	0.9666666666666667	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1192	SNP	C01	58.082		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9090909090909091	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1195	SNP	C01	56.485		0.0	no_full_length_no_gap	0	False			0	4	False	True	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1196	SNP	C01	55.256		1.0	no_full_length_no_gap	1	False			0	6	False	True	0.896551724137931	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1197	SNP	C02	123.532		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9032258064516129	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1198	SNP	C07	83.108		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1200	SNP	C07	64.49			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9142857142857143	0.9393939393939394	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1201	SNP	C08	2.908	3.0	0.0	3	0	True	3.0	3.0	1	11	False	True	1.0	1.0	0	0	False	False	True	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True
snap1202	SNP	C09	70.665		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.875	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1203	SNP	C03	120.544		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1207a	SNP	C04	51.223		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9615384615384616	1.0277777777777777	0	1	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1207b	SNP	C04	54.276		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9615384615384616	1.0277777777777777	0	1	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1208	SNP	C03	69.658		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap121	SNP	C03	61.108		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9411764705882353	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1210	SNP	C03	70.305		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8846153846153846	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1212	SNP	C04	58.369		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9117647058823529	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1213	SNP	C04	54.607		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1214	SNP	C04	73.35		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.90625	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1215	SNP	C06	53.052		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1217a	SNP	C06	59.148		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1217b	SNP	C06	59.596		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.9166666666666666	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1218	SNP	C06	59.829		0.0	no_full_length_no_gap	0	False			0	3	False	True	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1219	SNP	C06	34.659			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9354838709677419	0.9428571428571428	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap122	SNP	C06	62.926		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9411764705882353	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1220	SNP	C06	35.699			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.9166666666666666	1.032258064516129	0	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1222	SNP	C06	77.959		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9333333333333333	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1223	SNP	C06	88.501		2.0	no_full_length_no_gap	2	False			0	2	False	True	0.9	1.0	0	0	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True
snap1224	SNP	C09	14.639			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.7333333333333333	0.9655172413793104	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1225	SNP	C09	0.0			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.6111111111111112	0.88	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1226	SNP	C08	45.436		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9032258064516129	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1227	SNP	C08	50.341		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9583333333333334	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1228	SNP	C05	118.914		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9117647058823529	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1234	SNP	C07	120.903			no_full_length_no_gap	no_full_length_no_gap	False			0	0	False	False	0.75	0.76	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
snap1237	SNP	C03	43.636		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9032258064516129	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1238	SNP	C05	113.517		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1239	SNP	C03	118.259	3.0	0.0	3	0	True	3.0	3.0	3	1	True	False	1.0	1.0	0	0	False	False	True	False	False	True	False	False	True	True	True	True	True	True	True	True	True	True
snap124	SNP	C06	66.967		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9583333333333334	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap125	SNP	C08	59.218		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.9117647058823529	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1250	SNP	C05	42.299		0.0	no_full_length_no_gap	0	False			0	30	False	True	0.896551724137931	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1259	SNP	C05	47.564		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8888888888888888	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap126	SNP	C05	38.091		1.0	no_full_length_no_gap	1	False			0	1	False	False	0.8928571428571429	1.0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1261	SNP	C02	130.808		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1263	SNP	C02	128.993		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1268	SNP	C08	19.123		0.0	no_full_length_no_gap	0	False			0	2	False	True	0.9032258064516129	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap127	SNP	C01	69.56		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.9310344827586207	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1277	SNP	C08	24.486		0.0	no_full_length_no_gap	0	False			0	210	False	True	0.9166666666666666	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1278	SNP	C08	26.846		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8928571428571429	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1279	SNP	C08	31.532		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.88	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap128	SNP	C01	83.464		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8518518518518519	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1280	SNP	C09	68.411		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8888888888888888	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1282	SNP	C09	61.075		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8125	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1284	SNP	C09	68.022		0.0	no_full_length_no_gap	0	False			0	1	False	False	0.8928571428571429	1.0	0	0	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
snap1290	SNP	C07	87.74600000000001		0.0	no_full_length_no_gap	0	False			0	17	False	True	0.9230769230769231	1.037037037037037	0	1	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True
