marker_id	primer_side	qseqid	linkage_group	cM	marker_type	raw_hits	full_length_hits	full_length_perfect_hits	full_length_mm1_hits	has_any_blast_hit	has_full_length_hit	has_full_length_perfect_hit	has_full_length_mm1_hit	is_multihit_perfect	is_multihit_mm1	min_mismatch_full_length	best_bitscore
BoSF2562	R	BoSF2562__R	C05	55.43	SSR	11214	1	1	1	True	True	True	True	False	False	0.0	40.1
snap398	F	snap398__F	C05	56.02	SNP	737	0	0	0	True	False	False	False	False	False		48.1
snap398	R	snap398__R	C05	56.02	SNP	2024	1	1	1	True	True	True	True	False	False	0.0	48.1
snap1417	F	snap1417__F	C05	56.538	SNP	1205	0	0	0	True	False	False	False	False	False		52.0
snap1417	R	snap1417__R	C05	56.538	SNP	2578	1	1	1	True	True	True	True	False	False	0.0	63.9
BoSF1148	F	BoSF1148__F	C05	57.414	SSR	1637	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF1148	R	BoSF1148__R	C05	57.414	SSR	8398	4	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2140	F	BoSF2140__F	C05	57.984	SSR	2726	1	0	1	True	True	False	True	False	False	1.0	38.2
BoSF2140	R	BoSF2140__R	C05	57.984	SSR	986	1	0	1	True	True	False	True	False	False	1.0	32.2
BoSF1846	F	BoSF1846__F	C05	58.442	SSR	3043	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1846	R	BoSF1846__R	C05	58.442	SSR	2026	1	1	1	True	True	True	True	False	False	0.0	40.1
snap801	F	snap801__F	C05	58.989	SNP	1793	0	0	0	True	False	False	False	False	False		50.1
snap801	R	snap801__R	C05	58.989	SNP	1167	1	1	1	True	True	True	True	False	False	0.0	60.0
snap607	F	snap607__F	C05	60.201	SNP	3072	0	0	0	True	False	False	False	False	False		52.0
snap607	R	snap607__R	C05	60.201	SNP	2446	1	1	1	True	True	True	True	False	False	0.0	50.1
snap242	F	snap242__F	C05	61.309	SNP	1622	0	0	0	True	False	False	False	False	False		48.1
snap242	R	snap242__R	C05	61.309	SNP	4219	1	1	1	True	True	True	True	False	False	0.0	71.9
snap243	F	snap243__F	C05	61.872	SNP	3360	0	0	0	True	False	False	False	False	False		34.2
snap243	R	snap243__R	C05	61.872	SNP	2021	0	0	0	True	False	False	False	False	False		60.0
BoSF288	F	BoSF288__F	C05	62.329	SSR	4522	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF288	R	BoSF288__R	C05	62.329	SSR	4193	1	1	1	True	True	True	True	False	False	0.0	44.1
CB10080	F	CB10080__F	C05	62.709	SSR	1700	1	1	1	True	True	True	True	False	False	0.0	36.2
CB10080	R	CB10080__R	C05	62.709	SSR	4034	3	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2798	F	BoSF2798__F	C05	63.465	SSR	3385	6	1	3	True	True	True	True	False	True	0.0	40.1
BoSF2798	R	BoSF2798__R	C05	63.465	SSR	568	3	1	2	True	True	True	True	False	True	0.0	40.1
snap1808	F	snap1808__F	C05	63.916	SNP	1384	0	0	0	True	False	False	False	False	False		34.2
snap1808	R	snap1808__R	C05	63.916	SNP	2340	1	0	0	True	True	False	False	False	False	2.0	30.2
BoSF169	F	BoSF169__F	C05	64.794	SSR	3340	0	0	0	True	False	False	False	False	False		38.2
BoSF169	R	BoSF169__R	C05	64.794	SSR	10701	2	0	0	True	True	False	False	False	False	2.0	32.2
BoSF2733	F	BoSF2733__F	C05	65.385	SSR	2954	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2733	R	BoSF2733__R	C05	65.385	SSR	3696	3	1	1	True	True	True	True	False	False	0.0	40.1
snap800	F	snap800__F	C05	66.084	SNP	1237	0	0	0	True	False	False	False	False	False		52.0
snap800	R	snap800__R	C05	66.084	SNP	560	1	1	1	True	True	True	True	False	False	0.0	60.0
snap714	F	snap714__F	C05	66.813	SNP	902	0	0	0	True	False	False	False	False	False		50.1
snap714	R	snap714__R	C05	66.813	SNP	1347	1	1	1	True	True	True	True	False	False	0.0	61.9
BoSF2374	F	BoSF2374__F	C05	67.016	SSR	1494	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2374	R	BoSF2374__R	C05	67.016	SSR	4072	1	0	0	True	True	False	False	False	False	2.0	32.2
BoSF1803	F	BoSF1803__F	C05	67.413	SSR	1506	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1803	R	BoSF1803__R	C05	67.413	SSR	2450	1	0	0	True	True	False	False	False	False	2.0	32.2
BoSF2724	F	BoSF2724__F	C05	68.021	SSR	5707	0	0	0	True	False	False	False	False	False		34.2
BoSF2724	R	BoSF2724__R	C05	68.021	SSR	1010	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2884	F	BoSF2884__F	C05	68.745	SSR	2169	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2884	R	BoSF2884__R	C05	68.745	SSR	4501	1	1	1	True	True	True	True	False	False	0.0	40.1
BoE891	F	BoE891__F	C05	69.941	SSR	6619	1	1	1	True	True	True	True	False	False	0.0	48.1
BoE891	R	BoE891__R	C05	69.941	SSR	1561	1	1	1	True	True	True	True	False	False	0.0	48.1
MR095	F	MR095__F	C05	70.389	SSR	1877	0	0	0	True	False	False	False	False	False		38.2
MR095	R	MR095__R	C05	70.389	SSR	1876	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF317	F	BoSF317__F	C05	70.883	SSR	1327	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF317	R	BoSF317__R	C05	70.883	SSR	1774	2	1	1	True	True	True	True	False	False	0.0	40.1
snap715	F	snap715__F	C05	71.452	SNP	1154	0	0	0	True	False	False	False	False	False		38.2
snap715	R	snap715__R	C05	71.452	SNP	2401	17	1	1	True	True	True	True	False	False	0.0	71.9
snap1170	F	snap1170__F	C05	72.044	SNP	3399	0	0	0	True	False	False	False	False	False		67.9
snap1170	R	snap1170__R	C05	72.044	SNP	3781	3	2	3	True	True	True	True	True	True	0.0	46.1
snap808	F	snap808__F	C05	72.448	SNP	737	1	0	0	True	True	False	False	False	False	3.0	52.0
snap808	R	snap808__R	C05	72.448	SNP	1130	2	1	2	True	True	True	True	False	True	0.0	58.0
snap1172	F	snap1172__F	C05	73.092	SNP	3592	0	0	0	True	False	False	False	False	False		52.0
snap1172	R	snap1172__R	C05	73.092	SNP	1007	2	1	1	True	True	True	True	False	False	0.0	58.0
BoSF2574	F	BoSF2574__F	C05	73.946	SSR	3840	0	0	0	True	False	False	False	False	False		32.2
BoSF2574	R	BoSF2574__R	C05	73.946	SSR	1623	3	1	2	True	True	True	True	False	True	0.0	40.1
snap244	F	snap244__F	C05	75.012	SNP	1104	0	0	0	True	False	False	False	False	False		52.0
snap244	R	snap244__R	C05	75.012	SNP	1739	1	1	1	True	True	True	True	False	False	0.0	65.9
snap1826	F	snap1826__F	C05	75.843	SNP	1449	0	0	0	True	False	False	False	False	False		36.2
snap1826	R	snap1826__R	C05	75.843	SNP	5262	0	0	0	True	False	False	False	False	False		42.1
BrSF170	F	BrSF170__F	C05	76.508	SSR	991	1	0	1	True	True	False	True	False	False	1.0	32.2
BrSF170	R	BrSF170__R	C05	76.508	SSR	1414	0	0	0	True	False	False	False	False	False		30.2
BrBAC132	F	BrBAC132__F	C05	77.038	SSR	2854	2	0	1	True	True	False	True	False	False	1.0	32.2
BrBAC132	R	BrBAC132__R	C05	77.038	SSR	1731	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF2365	F	BoSF2365__F	C05	77.975	SSR	1394	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2365	R	BoSF2365__R	C05	77.975	SSR	6487	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF963	F	BoSF963__F	C05	78.52	SSR	6635	2	1	1	True	True	True	True	False	False	0.0	42.1
BoSF963	R	BoSF963__R	C05	78.52	SSR	2192	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1292	F	snap1292__F	C05	79.96	SNP	4685	0	0	0	True	False	False	False	False	False		54.0
snap1292	R	snap1292__R	C05	79.96	SNP	2633	47	30	45	True	True	True	True	True	True	0.0	71.9
snap367	F	snap367__F	C05	81.311	SNP	1764	0	0	0	True	False	False	False	False	False		50.1
snap367	R	snap367__R	C05	81.311	SNP	2904	1	1	1	True	True	True	True	False	False	0.0	69.9
snap368	F	snap368__F	C05	82.536	SNP	928	0	0	0	True	False	False	False	False	False		60.0
snap368	R	snap368__R	C05	82.536	SNP	290	1	1	1	True	True	True	True	False	False	0.0	58.0
snap1047	F	snap1047__F	C05	84.971	SNP	3896	0	0	0	True	False	False	False	False	False		61.9
snap1047	R	snap1047__R	C05	84.971	SNP	2560	1	1	1	True	True	True	True	False	False	0.0	69.9
BoSF1464	F	BoSF1464__F	C05	89.747	SSR	5728	37	17	36	True	True	True	True	True	True	0.0	40.1
BoSF1464	R	BoSF1464__R	C05	89.747	SSR	7191	1	0	0	True	True	False	False	False	False	2.0	36.2
BoSF1860	F	BoSF1860__F	C05	93.845	SSR	2943	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1860	R	BoSF1860__R	C05	93.845	SSR	1766	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF259	F	BoSF259__F	C05	94.673	SSR	2897	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF259	R	BoSF259__R	C05	94.673	SSR	2944	3	1	3	True	True	True	True	False	True	0.0	40.1
snap573	F	snap573__F	C05	95.475	SNP	1330	0	0	0	True	False	False	False	False	False		48.1
snap573	R	snap573__R	C05	95.475	SNP	2340	1	1	1	True	True	True	True	False	False	0.0	61.9
BoSF1662	F	BoSF1662__F	C05	96.68	SSR	16209	11	1	4	True	True	True	True	False	True	0.0	42.1
BoSF1662	R	BoSF1662__R	C05	96.68	SSR	5403	18	1	9	True	True	True	True	False	True	0.0	42.1
snap572	F	snap572__F	C05	97.899	SNP	701	0	0	0	True	False	False	False	False	False		50.1
snap572	R	snap572__R	C05	97.899	SNP	1014	1	1	1	True	True	True	True	False	False	0.0	60.0
snap804	F	snap804__F	C05	99.86	SNP	2705	0	0	0	True	False	False	False	False	False		54.0
snap804	R	snap804__R	C05	99.86	SNP	7005	2	1	1	True	True	True	True	False	False	0.0	65.9
snap468	F	snap468__F	C05	100.677	SNP	1924	0	0	0	True	False	False	False	False	False		54.0
snap468	R	snap468__R	C05	100.677	SNP	3859	1	1	1	True	True	True	True	False	False	0.0	65.9
FITO374	F	FITO374__F	C05	101.224	SSR	619	2	1	2	True	True	True	True	False	True	0.0	36.2
FITO374	R	FITO374__R	C05	101.224	SSR	3984	2	1	2	True	True	True	True	False	True	0.0	36.2
snap602	F	snap602__F	C05	103.506	SNP	889	0	0	0	True	False	False	False	False	False		44.1
snap602	R	snap602__R	C05	103.506	SNP	1557	0	0	0	True	False	False	False	False	False		34.2
snap526	F	snap526__F	C05	105.357	SNP	2194	0	0	0	True	False	False	False	False	False		63.9
snap526	R	snap526__R	C05	105.357	SNP	2039	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2553	F	BoSF2553__F	C05	107.303	SSR	1563	4	4	4	True	True	True	True	True	True	0.0	40.1
BoSF2553	R	BoSF2553__R	C05	107.303	SSR	2735	27	9	19	True	True	True	True	True	True	0.0	40.1
BoE746	F	BoE746__F	C05	108.248	SSR	715	1	1	1	True	True	True	True	False	False	0.0	44.1
BoE746	R	BoE746__R	C05	108.248	SSR	2987	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1480	F	snap1480__F	C05	110.39	SNP	3704	0	0	0	True	False	False	False	False	False		56.0
snap1480	R	snap1480__R	C05	110.39	SNP	2185	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1477	F	snap1477__F	C05	111.808	SNP	2571	0	0	0	True	False	False	False	False	False		38.2
snap1477	R	snap1477__R	C05	111.808	SNP	7759	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1478	F	snap1478__F	C05	112.351	SNP	3149	0	0	0	True	False	False	False	False	False		52.0
snap1478	R	snap1478__R	C05	112.351	SNP	7185	1	1	1	True	True	True	True	False	False	0.0	44.1
snap1479	F	snap1479__F	C05	112.676	SNP	1047	0	0	0	True	False	False	False	False	False		48.1
snap1479	R	snap1479__R	C05	112.676	SNP	4547	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1238	F	snap1238__F	C05	113.517	SNP	770	0	0	0	True	False	False	False	False	False		54.0
snap1238	R	snap1238__R	C05	113.517	SNP	3932	1	1	1	True	True	True	True	False	False	0.0	69.9
snap560	F	snap560__F	C05	114.264	SNP	927	0	0	0	True	False	False	False	False	False		50.1
snap560	R	snap560__R	C05	114.264	SNP	3485	1	0	0	True	True	False	False	False	False	2.0	44.1
snap559	F	snap559__F	C05	114.762	SNP	9042	0	0	0	True	False	False	False	False	False		56.0
snap559	R	snap559__R	C05	114.762	SNP	1977	1	0	1	True	True	False	True	False	False	1.0	58.0
BoE586	F	BoE586__F	C05	116.262	SSR	1169	0	0	0	True	False	False	False	False	False		28.2
BoE586	R	BoE586__R	C05	116.262	SSR	12887	1	1	1	True	True	True	True	False	False	0.0	34.2
BoSF2390	F	BoSF2390__F	C05	116.537	SSR	828	2	2	2	True	True	True	True	True	True	0.0	40.1
BoSF2390	R	BoSF2390__R	C05	116.537	SSR	17031	79	1	1	True	True	True	True	False	False	0.0	40.1
snap1228	F	snap1228__F	C05	118.914	SNP	6767	0	0	0	True	False	False	False	False	False		61.9
snap1228	R	snap1228__R	C05	118.914	SNP	2622	1	1	1	True	True	True	True	False	False	0.0	67.9
snap1390	F	snap1390__F	C05	120.232	SNP	2901	0	0	0	True	False	False	False	False	False		52.0
snap1390	R	snap1390__R	C05	120.232	SNP	4955	1	1	1	True	True	True	True	False	False	0.0	44.1
snap596	F	snap596__F	C05	121.15	SNP	441	0	0	0	True	False	False	False	False	False		50.1
snap596	R	snap596__R	C05	121.15	SNP	1400	2	1	1	True	True	True	True	False	False	0.0	60.0
snap595	F	snap595__F	C05	122.653	SNP	1602	0	0	0	True	False	False	False	False	False		48.1
snap595	R	snap595__R	C05	122.653	SNP	1260	1	1	1	True	True	True	True	False	False	0.0	60.0
snap2043	F	snap2043__F	C05	124.417	SNP	1267	0	0	0	True	False	False	False	False	False		56.0
snap2043	R	snap2043__R	C05	124.417	SNP	1190	2	1	2	True	True	True	True	False	True	0.0	46.1
cnu361	F	cnu361__F	C05	128.708	SSR	2287	0	0	0	True	False	False	False	False	False		38.2
cnu361	R	cnu361__R	C05	128.708	SSR	4192	1	0	1	True	True	False	True	False	False	1.0	44.1
snap2042	F	snap2042__F	C05	134.497	SNP	1332	0	0	0	True	False	False	False	False	False		56.0
snap2042	R	snap2042__R	C05	134.497	SNP	1835	1	1	1	True	True	True	True	False	False	0.0	63.9
snap1853	F	snap1853__F	C05	134.552	SNP	1017	0	0	0	True	False	False	False	False	False		42.1
snap1853	R	snap1853__R	C05	134.552	SNP	647	1	0	1	True	True	False	True	False	False	1.0	48.1
BoSF1337	F	BoSF1337__F	C06	0.0	SSR	3429	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1337	R	BoSF1337__R	C06	0.0	SSR	1288	1	1	1	True	True	True	True	False	False	0.0	40.1
snap546	F	snap546__F	C06	2.62	SNP	1643	0	0	0	True	False	False	False	False	False		34.2
snap546	R	snap546__R	C06	2.62	SNP	2183	0	0	0	True	False	False	False	False	False		50.1
BoSF2791	F	BoSF2791__F	C06	10.271	SSR	1029	3	1	2	True	True	True	True	False	True	0.0	40.1
BoSF2791	R	BoSF2791__R	C06	10.271	SSR	3584	2	1	1	True	True	True	True	False	False	0.0	40.1
snap1603	F	snap1603__F	C06	12.632	SNP	1402	0	0	0	True	False	False	False	False	False		42.1
snap1603	R	snap1603__R	C06	12.632	SNP	1018	0	0	0	True	False	False	False	False	False		28.2
snap1602	F	snap1602__F	C06	13.457	SNP	1031	0	0	0	True	False	False	False	False	False		30.2
snap1602	R	snap1602__R	C06	13.457	SNP	626	0	0	0	True	False	False	False	False	False		42.1
CB10211	F	CB10211__F	C06	15.874	SSR	2702	1	1	1	True	True	True	True	False	False	0.0	36.2
CB10211	R	CB10211__R	C06	15.874	SSR	3093	1	1	1	True	True	True	True	False	False	0.0	34.2
BoSF1588	F	BoSF1588__F	C06	16.417	SSR	1320	2	2	2	True	True	True	True	True	True	0.0	40.1
BoSF1588	R	BoSF1588__R	C06	16.417	SSR	1468	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1721	F	BoSF1721__F	C06	18.957	SSR	5371	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1721	R	BoSF1721__R	C06	18.957	SSR	2671	2	1	1	True	True	True	True	False	False	0.0	40.1
cnu053	F	cnu053__F	C06	21.967	SSR	686	6	1	1	True	True	True	True	False	False	0.0	38.2
cnu053	R	cnu053__R	C06	21.967	SSR	1083	1	0	1	True	True	False	True	False	False	1.0	32.2
cnu331	F	cnu331__F	C06	23.168	SSR	856	2	2	2	True	True	True	True	True	True	0.0	38.2
cnu331	R	cnu331__R	C06	23.168	SSR	2562	0	0	0	True	False	False	False	False	False		30.2
BoSF252	F	BoSF252__F	C06	27.607	SSR	1636	7	4	7	True	True	True	True	True	True	0.0	42.1
BoSF252	R	BoSF252__R	C06	27.607	SSR	6858	2	1	2	True	True	True	True	False	True	0.0	44.1
BoSF189	F	BoSF189__F	C06	29.774	SSR	3318	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF189	R	BoSF189__R	C06	29.774	SSR	5887	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF250	F	BoSF250__F	C06	30.247	SSR	4958	3	1	1	True	True	True	True	False	False	0.0	46.1
BoSF250	R	BoSF250__R	C06	30.247	SSR	3030	2	1	1	True	True	True	True	False	False	0.0	40.1
Na12A02a	F	Na12A02a__F	C06	30.691	SSR	6588	1	0	1	True	True	False	True	False	False	1.0	32.2
Na12A02a	R	Na12A02a__R	C06	30.691	SSR	3829	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1338	F	BoSF1338__F	C06	31.656	SSR	3580	2	1	1	True	True	True	True	False	False	0.0	42.1
BoSF1338	R	BoSF1338__R	C06	31.656	SSR	8903	1	1	1	True	True	True	True	False	False	0.0	46.1
snap955	F	snap955__F	C06	32.443	SNP	1733	0	0	0	True	False	False	False	False	False		44.1
snap955	R	snap955__R	C06	32.443	SNP	1993	7	5	5	True	True	True	True	True	True	0.0	50.1
snap785	F	snap785__F	C06	33.75	SNP	4322	0	0	0	True	False	False	False	False	False		44.1
snap785	R	snap785__R	C06	33.75	SNP	1174	9	3	8	True	True	True	True	True	True	0.0	54.0
snap1219	F	snap1219__F	C06	34.659	SNP	2165	0	0	0	True	False	False	False	False	False		56.0
snap1219	R	snap1219__R	C06	34.659	SNP	3357	0	0	0	True	False	False	False	False	False		56.0
snap1220	F	snap1220__F	C06	35.699	SNP	1093	0	0	0	True	False	False	False	False	False		58.0
snap1220	R	snap1220__R	C06	35.699	SNP	6895	0	0	0	True	False	False	False	False	False		40.1
snap1678	F	snap1678__F	C06	36.991	SNP	733	0	0	0	True	False	False	False	False	False		61.9
snap1678	R	snap1678__R	C06	36.991	SNP	12907	1	1	1	True	True	True	True	False	False	0.0	69.9
snap206	F	snap206__F	C06	38.148	SNP	5649	0	0	0	True	False	False	False	False	False		40.1
snap206	R	snap206__R	C06	38.148	SNP	535	1	1	1	True	True	True	True	False	False	0.0	40.1
snap057	F	snap057__F	C06	39.321	SNP	4473	0	0	0	True	False	False	False	False	False		44.1
snap057	R	snap057__R	C06	39.321	SNP	589	2	2	2	True	True	True	True	True	True	0.0	40.1
Na12A02b	F	Na12A02b__F	C06	39.844	SSR	6588	1	0	1	True	True	False	True	False	False	1.0	32.2
Na12A02b	R	Na12A02b__R	C06	39.844	SSR	3829	1	1	1	True	True	True	True	False	False	0.0	40.1
Na12A02c	F	Na12A02c__F	C06	40.76	SSR	6588	1	0	1	True	True	False	True	False	False	1.0	32.2
Na12A02c	R	Na12A02c__R	C06	40.76	SSR	3829	1	1	1	True	True	True	True	False	False	0.0	40.1
BoE761	F	BoE761__F	C06	44.658	SSR	4704	1	1	1	True	True	True	True	False	False	0.0	48.1
BoE761	R	BoE761__R	C06	44.658	SSR	2496	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1806	F	snap1806__F	C06	45.425	SNP	1354	0	0	0	True	False	False	False	False	False		50.1
snap1806	R	snap1806__R	C06	45.425	SNP	2450	0	0	0	True	False	False	False	False	False		46.1
BoSF2116	F	BoSF2116__F	C06	46.374	SSR	5047	0	0	0	True	False	False	False	False	False		34.2
BoSF2116	R	BoSF2116__R	C06	46.374	SSR	9539	0	0	0	True	False	False	False	False	False		30.2
BoSF2468	F	BoSF2468__F	C06	47.312	SSR	2119	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2468	R	BoSF2468__R	C06	47.312	SSR	3540	1	1	1	True	True	True	True	False	False	0.0	40.1
BoE392	F	BoE392__F	C06	47.797	SSR	1925	1	1	1	True	True	True	True	False	False	0.0	44.1
BoE392	R	BoE392__R	C06	47.797	SSR	1313	1	1	1	True	True	True	True	False	False	0.0	42.1
snap1634	F	snap1634__F	C06	48.266	SNP	1461	0	0	0	True	False	False	False	False	False		48.1
snap1634	R	snap1634__R	C06	48.266	SNP	4028	0	0	0	True	False	False	False	False	False		42.1
snap1793	F	snap1793__F	C06	49.241	SNP	5763	0	0	0	True	False	False	False	False	False		61.9
snap1793	R	snap1793__R	C06	49.241	SNP	4832	1	1	1	True	True	True	True	False	False	0.0	63.9
BoSF1103	F	BoSF1103__F	C06	49.783	SSR	1476	0	0	0	True	False	False	False	False	False		28.2
BoSF1103	R	BoSF1103__R	C06	49.783	SSR	1663	0	0	0	True	False	False	False	False	False		30.2
snap1379	F	snap1379__F	C06	50.288	SNP	1702	0	0	0	True	False	False	False	False	False		52.0
snap1379	R	snap1379__R	C06	50.288	SNP	3820	1	1	1	True	True	True	True	False	False	0.0	50.1
BrSF211	F	BrSF211__F	C06	50.905	SSR	8137	1	1	1	True	True	True	True	False	False	0.0	40.1
BrSF211	R	BrSF211__R	C06	50.905	SSR	33198	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1637	F	BoSF1637__F	C06	51.307	SSR	3758	3	1	3	True	True	True	True	False	True	0.0	42.1
BoSF1637	R	BoSF1637__R	C06	51.307	SSR	2449	3	0	2	True	True	False	True	False	True	1.0	32.2
snap190	F	snap190__F	C06	52.195	SNP	2300	0	0	0	True	False	False	False	False	False		42.1
snap190	R	snap190__R	C06	52.195	SNP	3028	1	1	1	True	True	True	True	False	False	0.0	71.9
BrBAC188	F	BrBAC188__F	C06	52.613	SSR	5806	0	0	0	True	False	False	False	False	False		42.1
BrBAC188	R	BrBAC188__R	C06	52.613	SSR	10016	1	0	1	True	True	False	True	False	False	1.0	46.1
snap1215	F	snap1215__F	C06	53.052	SNP	3954	0	0	0	True	False	False	False	False	False		65.9
snap1215	R	snap1215__R	C06	53.052	SNP	5635	3	1	1	True	True	True	True	False	False	0.0	65.9
snap794	F	snap794__F	C06	53.685	SNP	3171	0	0	0	True	False	False	False	False	False		60.0
snap794	R	snap794__R	C06	53.685	SNP	617	1	1	1	True	True	True	True	False	False	0.0	46.1
BoE569	F	BoE569__F	C06	54.066	SSR	1566	1	1	1	True	True	True	True	False	False	0.0	46.1
BoE569	R	BoE569__R	C06	54.066	SSR	1034	7	1	2	True	True	True	True	False	True	0.0	40.1
snap191	F	snap191__F	C06	54.674	SNP	1744	0	0	0	True	False	False	False	False	False		56.0
snap191	R	snap191__R	C06	54.674	SNP	1858	1	1	1	True	True	True	True	False	False	0.0	46.1
BoSF425	F	BoSF425__F	C06	55.006	SSR	1925	0	0	0	True	False	False	False	False	False		36.2
BoSF425	R	BoSF425__R	C06	55.006	SSR	2702	1	1	1	True	True	True	True	False	False	0.0	40.1
snap092	F	snap092__F	C06	55.123	SNP	2570	0	0	0	True	False	False	False	False	False		40.1
snap092	R	snap092__R	C06	55.123	SNP	5017	2	1	1	True	True	True	True	False	False	0.0	60.0
BrSF187	F	BrSF187__F	C06	55.996	SSR	2141	4	1	4	True	True	True	True	False	True	0.0	40.1
BrSF187	R	BrSF187__R	C06	55.996	SSR	6362	2	1	2	True	True	True	True	False	True	0.0	40.1
snap1453	F	snap1453__F	C06	56.945	SNP	3775	0	0	0	True	False	False	False	False	False		61.9
snap1453	R	snap1453__R	C06	56.945	SNP	6465	1	1	1	True	True	True	True	False	False	0.0	71.9
BRMS015	F	BRMS015__F	C06	57.757	SSR	4550	1	1	1	True	True	True	True	False	False	0.0	44.1
BRMS015	R	BRMS015__R	C06	57.757	SSR	5201	0	0	0	True	False	False	False	False	False		32.2
snap1601	F	snap1601__F	C06	58.345	SNP	932	0	0	0	True	False	False	False	False	False		44.1
snap1601	R	snap1601__R	C06	58.345	SNP	2996	2	1	1	True	True	True	True	False	False	0.0	50.1
BoSF2505	F	BoSF2505__F	C06	58.709	SSR	2333	1	0	1	True	True	False	True	False	False	1.0	32.2
BoSF2505	R	BoSF2505__R	C06	58.709	SSR	3067	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1217a	F	snap1217a__F	C06	59.148	SNP	2168	0	0	0	True	False	False	False	False	False		65.9
snap1217a	R	snap1217a__R	C06	59.148	SNP	1687	1	0	1	True	True	False	True	False	False	1.0	52.0
snap1217b	F	snap1217b__F	C06	59.596	SNP	2168	0	0	0	True	False	False	False	False	False		65.9
snap1217b	R	snap1217b__R	C06	59.596	SNP	1687	1	0	1	True	True	False	True	False	False	1.0	52.0
snap1218	F	snap1218__F	C06	59.829	SNP	707	0	0	0	True	False	False	False	False	False		54.0
snap1218	R	snap1218__R	C06	59.829	SNP	1169	4	3	4	True	True	True	True	True	True	0.0	54.0
snap1803	F	snap1803__F	C06	60.442	SNP	4918	0	0	0	True	False	False	False	False	False		42.1
snap1803	R	snap1803__R	C06	60.442	SNP	5984	1	1	1	True	True	True	True	False	False	0.0	67.9
BoE209	F	BoE209__F	C06	61.066	SSR	1258	3	3	3	True	True	True	True	True	True	0.0	42.1
BoE209	R	BoE209__R	C06	61.066	SSR	478	3	0	3	True	True	False	True	False	True	1.0	32.2
BoSF179	F	BoSF179__F	C06	61.602	SSR	1405	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF179	R	BoSF179__R	C06	61.602	SSR	2390	8	1	7	True	True	True	True	False	True	0.0	40.1
BoSF1323	F	BoSF1323__F	C06	61.838	SSR	2798	5	3	5	True	True	True	True	True	True	0.0	40.1
BoSF1323	R	BoSF1323__R	C06	61.838	SSR	1195	0	0	0	True	False	False	False	False	False		28.2
snap775	F	snap775__F	C06	62.146	SNP	1778	0	0	0	True	False	False	False	False	False		52.0
snap775	R	snap775__R	C06	62.146	SNP	7700	1	1	1	True	True	True	True	False	False	0.0	69.9
BoSF1322	F	BoSF1322__F	C06	62.456	SSR	1321	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF1322	R	BoSF1322__R	C06	62.456	SSR	25578	1	0	0	True	True	False	False	False	False	3.0	40.1
snap122	F	snap122__F	C06	62.926	SNP	1835	0	0	0	True	False	False	False	False	False		63.9
snap122	R	snap122__R	C06	62.926	SNP	1787	3	2	2	True	True	True	True	True	True	0.0	63.9
snap1297	F	snap1297__F	C06	63.193	SNP	851	11	0	9	True	True	False	True	False	True	1.0	32.2
snap1297	R	snap1297__R	C06	63.193	SNP	6226	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1032	F	snap1032__F	C06	63.785	SNP	1306	0	0	0	True	False	False	False	False	False		44.1
snap1032	R	snap1032__R	C06	63.785	SNP	1888	1	1	1	True	True	True	True	False	False	0.0	63.9
CB10343	F	CB10343__F	C06	63.961	SSR	717	1	1	1	True	True	True	True	False	False	0.0	36.2
