chr	pos	cM	bin	source
4	33375271	109.884975	Bin683	Yu2011_TIGR6.1_midpoint_not_lifted
4	33804670	115.123923	Bin684	Yu2011_TIGR6.1_midpoint_not_lifted
4	34284184	125.032769	Bin685	Yu2011_TIGR6.1_midpoint_not_lifted
4	34470556	126.267400	Bin686	Yu2011_TIGR6.1_midpoint_not_lifted
4	34614880	126.507209	Bin687	Yu2011_TIGR6.1_midpoint_not_lifted
4	35012683	127.237149	Bin688	Yu2011_TIGR6.1_midpoint_not_lifted
5	145170	0.000000	Bin689	Yu2011_TIGR6.1_midpoint_not_lifted
5	323948	0.729940	Bin690	Yu2011_TIGR6.1_midpoint_not_lifted
5	430962	1.459880	Bin691	Yu2011_TIGR6.1_midpoint_not_lifted
5	520432	4.303023	Bin692	Yu2011_TIGR6.1_midpoint_not_lifted
5	599641	4.542832	Bin693	Yu2011_TIGR6.1_midpoint_not_lifted
5	673620	4.782640	Bin694	Yu2011_TIGR6.1_midpoint_not_lifted
5	780608	6.017271	Bin695	Yu2011_TIGR6.1_midpoint_not_lifted
5	914280	6.257080	Bin696	Yu2011_TIGR6.1_midpoint_not_lifted
5	1053190	6.496888	Bin697	Yu2011_TIGR6.1_midpoint_not_lifted
5	1162820	6.736697	Bin698	Yu2011_TIGR6.1_midpoint_not_lifted
5	1211539	7.717120	Bin699	Yu2011_TIGR6.1_midpoint_not_lifted
5	1282186	8.697544	Bin700	Yu2011_TIGR6.1_midpoint_not_lifted
5	1381184	9.677967	Bin701	Yu2011_TIGR6.1_midpoint_not_lifted
5	1491074	9.917776	Bin702	Yu2011_TIGR6.1_midpoint_not_lifted
5	1628654	11.938253	Bin703	Yu2011_TIGR6.1_midpoint_not_lifted
5	1744122	12.178062	Bin704	Yu2011_TIGR6.1_midpoint_not_lifted
5	1779242	12.417870	Bin705	Yu2011_TIGR6.1_midpoint_not_lifted
5	1799065	12.657679	Bin706	Yu2011_TIGR6.1_midpoint_not_lifted
5	1865741	12.897487	Bin707	Yu2011_TIGR6.1_midpoint_not_lifted
5	1979692	13.380583	Bin708	Yu2011_TIGR6.1_midpoint_not_lifted
5	2037844	13.863679	Bin709	Yu2011_TIGR6.1_midpoint_not_lifted
5	2093369	14.103487	Bin710	Yu2011_TIGR6.1_midpoint_not_lifted
5	2163145	14.343296	Bin711	Yu2011_TIGR6.1_midpoint_not_lifted
5	2224694	14.583104	Bin712	Yu2011_TIGR6.1_midpoint_not_lifted
5	2298822	14.822913	Bin713	Yu2011_TIGR6.1_midpoint_not_lifted
5	2367330	15.062722	Bin714	Yu2011_TIGR6.1_midpoint_not_lifted
5	2433237	15.545817	Bin715	Yu2011_TIGR6.1_midpoint_not_lifted
5	2608882	17.566294	Bin716	Yu2011_TIGR6.1_midpoint_not_lifted
5	2875120	17.806103	Bin717	Yu2011_TIGR6.1_midpoint_not_lifted
5	3050432	19.560669	Bin718	Yu2011_TIGR6.1_midpoint_not_lifted
5	3141570	19.800477	Bin719	Yu2011_TIGR6.1_midpoint_not_lifted
5	3217126	20.040286	Bin720	Yu2011_TIGR6.1_midpoint_not_lifted
5	3346264	20.280094	Bin721	Yu2011_TIGR6.1_midpoint_not_lifted
5	3467168	20.519903	Bin722	Yu2011_TIGR6.1_midpoint_not_lifted
5	3528766	22.012551	Bin723	Yu2011_TIGR6.1_midpoint_not_lifted
5	3766973	22.252360	Bin724	Yu2011_TIGR6.1_midpoint_not_lifted
5	4080414	26.254495	Bin725	Yu2011_TIGR6.1_midpoint_not_lifted
5	4255280	26.494304	Bin726	Yu2011_TIGR6.1_midpoint_not_lifted
5	4549299	28.248870	Bin727	Yu2011_TIGR6.1_midpoint_not_lifted
5	5014176	28.978810	Bin728	Yu2011_TIGR6.1_midpoint_not_lifted
5	5314142	29.708750	Bin729	Yu2011_TIGR6.1_midpoint_not_lifted
5	5513625	32.551893	Bin730	Yu2011_TIGR6.1_midpoint_not_lifted
5	5826742	33.281833	Bin731	Yu2011_TIGR6.1_midpoint_not_lifted
5	6107796	33.521641	Bin732	Yu2011_TIGR6.1_midpoint_not_lifted
5	6362255	34.004737	Bin733	Yu2011_TIGR6.1_midpoint_not_lifted
5	6622528	35.497385	Bin734	Yu2011_TIGR6.1_midpoint_not_lifted
5	6873946	35.980481	Bin735	Yu2011_TIGR6.1_midpoint_not_lifted
5	7640752	42.542590	Bin736	Yu2011_TIGR6.1_midpoint_not_lifted
5	9309606	44.297156	Bin737	Yu2011_TIGR6.1_midpoint_not_lifted
5	12357505	44.780252	Bin738	Yu2011_TIGR6.1_midpoint_not_lifted
5	14685042	46.014882	Bin739	Yu2011_TIGR6.1_midpoint_not_lifted
5	15423028	46.744822	Bin740	Yu2011_TIGR6.1_midpoint_not_lifted
5	15972645	47.227918	Bin741	Yu2011_TIGR6.1_midpoint_not_lifted
5	16148834	47.467726	Bin742	Yu2011_TIGR6.1_midpoint_not_lifted
5	16264611	47.950822	Bin743	Yu2011_TIGR6.1_midpoint_not_lifted
5	16395575	48.433918	Bin744	Yu2011_TIGR6.1_midpoint_not_lifted
5	16479150	49.163858	Bin745	Yu2011_TIGR6.1_midpoint_not_lifted
5	16517302	49.403666	Bin746	Yu2011_TIGR6.1_midpoint_not_lifted
5	16544617	49.886762	Bin747	Yu2011_TIGR6.1_midpoint_not_lifted
5	16575698	50.369857	Bin748	Yu2011_TIGR6.1_midpoint_not_lifted
5	16661080	50.609666	Bin749	Yu2011_TIGR6.1_midpoint_not_lifted
5	16749066	50.849474	Bin750	Yu2011_TIGR6.1_midpoint_not_lifted
5	16858360	51.089283	Bin751	Yu2011_TIGR6.1_midpoint_not_lifted
5	17032694	51.329092	Bin752	Yu2011_TIGR6.1_midpoint_not_lifted
5	17247258	51.812187	Bin753	Yu2011_TIGR6.1_midpoint_not_lifted
5	17645574	52.542127	Bin754	Yu2011_TIGR6.1_midpoint_not_lifted
5	18004336	53.522551	Bin755	Yu2011_TIGR6.1_midpoint_not_lifted
5	18222554	53.762359	Bin756	Yu2011_TIGR6.1_midpoint_not_lifted
5	18383218	61.379396	Bin757	Yu2011_TIGR6.1_midpoint_not_lifted
5	18473980	62.109336	Bin758	Yu2011_TIGR6.1_midpoint_not_lifted
5	18719594	62.349144	Bin759	Yu2011_TIGR6.1_midpoint_not_lifted
5	18938661	63.079084	Bin760	Yu2011_TIGR6.1_midpoint_not_lifted
5	18976844	63.318893	Bin761	Yu2011_TIGR6.1_midpoint_not_lifted
5	19021945	65.073459	Bin762	Yu2011_TIGR6.1_midpoint_not_lifted
5	19136128	65.803399	Bin763	Yu2011_TIGR6.1_midpoint_not_lifted
5	19327744	66.286494	Bin764	Yu2011_TIGR6.1_midpoint_not_lifted
5	19752356	66.769590	Bin765	Yu2011_TIGR6.1_midpoint_not_lifted
5	20101360	67.009398	Bin766	Yu2011_TIGR6.1_midpoint_not_lifted
5	20271473	69.299875	Bin767	Yu2011_TIGR6.1_midpoint_not_lifted
5	20535706	69.539684	Bin768	Yu2011_TIGR6.1_midpoint_not_lifted
5	20848225	69.779492	Bin769	Yu2011_TIGR6.1_midpoint_not_lifted
5	21143258	75.340774	Bin770	Yu2011_TIGR6.1_midpoint_not_lifted
5	21306690	75.580583	Bin771	Yu2011_TIGR6.1_midpoint_not_lifted
5	21358822	75.820391	Bin772	Yu2011_TIGR6.1_midpoint_not_lifted
5	21369366	76.303487	Bin773	Yu2011_TIGR6.1_midpoint_not_lifted
5	21625463	76.543296	Bin774	Yu2011_TIGR6.1_midpoint_not_lifted
5	21939061	77.523719	Bin775	Yu2011_TIGR6.1_midpoint_not_lifted
5	22068796	77.763528	Bin776	Yu2011_TIGR6.1_midpoint_not_lifted
5	22144557	79.518094	Bin777	Yu2011_TIGR6.1_midpoint_not_lifted
5	22212436	79.757902	Bin778	Yu2011_TIGR6.1_midpoint_not_lifted
5	22309571	79.997711	Bin779	Yu2011_TIGR6.1_midpoint_not_lifted
5	22424994	80.480807	Bin780	Yu2011_TIGR6.1_midpoint_not_lifted
5	22536733	80.720615	Bin781	Yu2011_TIGR6.1_midpoint_not_lifted
5	22584272	80.960424	Bin782	Yu2011_TIGR6.1_midpoint_not_lifted
5	22741490	81.940847	Bin783	Yu2011_TIGR6.1_midpoint_not_lifted
5	23001442	83.961324	Bin784	Yu2011_TIGR6.1_midpoint_not_lifted
5	23185254	84.201133	Bin785	Yu2011_TIGR6.1_midpoint_not_lifted
5	23360853	85.181556	Bin786	Yu2011_TIGR6.1_midpoint_not_lifted
5	23600350	86.674205	Bin787	Yu2011_TIGR6.1_midpoint_not_lifted
5	23883889	90.676340	Bin788	Yu2011_TIGR6.1_midpoint_not_lifted
5	24058805	91.159436	Bin789	Yu2011_TIGR6.1_midpoint_not_lifted
5	24368859	92.394066	Bin790	Yu2011_TIGR6.1_midpoint_not_lifted
5	24968148	92.877162	Bin791	Yu2011_TIGR6.1_midpoint_not_lifted
5	25591632	102.385838	Bin792	Yu2011_TIGR6.1_midpoint_not_lifted
5	26099748	102.868934	Bin793	Yu2011_TIGR6.1_midpoint_not_lifted
5	26537461	103.352029	Bin794	Yu2011_TIGR6.1_midpoint_not_lifted
5	26820852	104.081969	Bin795	Yu2011_TIGR6.1_midpoint_not_lifted
5	26940158	104.565065	Bin796	Yu2011_TIGR6.1_midpoint_not_lifted
5	27098846	104.804874	Bin797	Yu2011_TIGR6.1_midpoint_not_lifted
5	27207280	105.044682	Bin798	Yu2011_TIGR6.1_midpoint_not_lifted
5	27266416	105.284491	Bin799	Yu2011_TIGR6.1_midpoint_not_lifted
5	27340322	105.767586	Bin800	Yu2011_TIGR6.1_midpoint_not_lifted
5	27450725	106.007395	Bin801	Yu2011_TIGR6.1_midpoint_not_lifted
5	27630104	106.247204	Bin802	Yu2011_TIGR6.1_midpoint_not_lifted
5	27761890	106.487012	Bin803	Yu2011_TIGR6.1_midpoint_not_lifted
5	27797896	107.467436	Bin804	Yu2011_TIGR6.1_midpoint_not_lifted
5	27832525	107.707244	Bin805	Yu2011_TIGR6.1_midpoint_not_lifted
5	27865312	107.947053	Bin806	Yu2011_TIGR6.1_midpoint_not_lifted
5	27888115	108.186862	Bin807	Yu2011_TIGR6.1_midpoint_not_lifted
5	27926586	109.167285	Bin808	Yu2011_TIGR6.1_midpoint_not_lifted
5	27986692	109.650381	Bin809	Yu2011_TIGR6.1_midpoint_not_lifted
5	28073327	109.890189	Bin810	Yu2011_TIGR6.1_midpoint_not_lifted
5	28230346	111.644755	Bin811	Yu2011_TIGR6.1_midpoint_not_lifted
5	28414614	111.884564	Bin812	Yu2011_TIGR6.1_midpoint_not_lifted
5	28541327	112.367659	Bin813	Yu2011_TIGR6.1_midpoint_not_lifted
5	28600938	112.607468	Bin814	Yu2011_TIGR6.1_midpoint_not_lifted
5	28707165	113.337408	Bin815	Yu2011_TIGR6.1_midpoint_not_lifted
5	28843912	114.067348	Bin816	Yu2011_TIGR6.1_midpoint_not_lifted
5	29139224	114.550444	Bin817	Yu2011_TIGR6.1_midpoint_not_lifted
5	29642106	116.043092	Bin818	Yu2011_TIGR6.1_midpoint_not_lifted
6	135546	0.000000	Bin819	Yu2011_TIGR6.1_midpoint_not_lifted
6	334051	0.729940	Bin820	Yu2011_TIGR6.1_midpoint_not_lifted
6	429004	0.969749	Bin821	Yu2011_TIGR6.1_midpoint_not_lifted
6	488722	1.452844	Bin822	Yu2011_TIGR6.1_midpoint_not_lifted
6	561196	2.182784	Bin823	Yu2011_TIGR6.1_midpoint_not_lifted
6	623064	2.422593	Bin824	Yu2011_TIGR6.1_midpoint_not_lifted
6	717788	2.905688	Bin825	Yu2011_TIGR6.1_midpoint_not_lifted
6	812770	3.635628	Bin826	Yu2011_TIGR6.1_midpoint_not_lifted
6	939188	3.875437	Bin827	Yu2011_TIGR6.1_midpoint_not_lifted
6	1055260	4.855860	Bin828	Yu2011_TIGR6.1_midpoint_not_lifted
6	1134373	5.095669	Bin829	Yu2011_TIGR6.1_midpoint_not_lifted
6	1286008	5.335478	Bin830	Yu2011_TIGR6.1_midpoint_not_lifted
6	1439719	5.818573	Bin831	Yu2011_TIGR6.1_midpoint_not_lifted
6	1559468	6.548513	Bin832	Yu2011_TIGR6.1_midpoint_not_lifted
6	1618029	6.788322	Bin833	Yu2011_TIGR6.1_midpoint_not_lifted
6	1654974	7.028130	Bin834	Yu2011_TIGR6.1_midpoint_not_lifted
6	1688672	7.267939	Bin835	Yu2011_TIGR6.1_midpoint_not_lifted
6	1738464	7.751035	Bin836	Yu2011_TIGR6.1_midpoint_not_lifted
6	1788151	8.234130	Bin837	Yu2011_TIGR6.1_midpoint_not_lifted
6	1828368	8.964070	Bin838	Yu2011_TIGR6.1_midpoint_not_lifted
6	1921914	9.203879	Bin839	Yu2011_TIGR6.1_midpoint_not_lifted
6	2034692	9.443687	Bin840	Yu2011_TIGR6.1_midpoint_not_lifted
6	2159521	9.683496	Bin841	Yu2011_TIGR6.1_midpoint_not_lifted
6	2265219	10.663919	Bin842	Yu2011_TIGR6.1_midpoint_not_lifted
6	2310399	11.898550	Bin843	Yu2011_TIGR6.1_midpoint_not_lifted
6	2370000	12.138359	Bin844	Yu2011_TIGR6.1_midpoint_not_lifted
6	2503374	12.378167	Bin845	Yu2011_TIGR6.1_midpoint_not_lifted
6	2666447	12.617976	Bin846	Yu2011_TIGR6.1_midpoint_not_lifted
6	2753146	12.857785	Bin847	Yu2011_TIGR6.1_midpoint_not_lifted
6	2805472	13.097593	Bin848	Yu2011_TIGR6.1_midpoint_not_lifted
6	2865707	13.827533	Bin849	Yu2011_TIGR6.1_midpoint_not_lifted
6	2898664	14.807957	Bin850	Yu2011_TIGR6.1_midpoint_not_lifted
6	2931450	15.047765	Bin851	Yu2011_TIGR6.1_midpoint_not_lifted
6	3005255	15.530861	Bin852	Yu2011_TIGR6.1_midpoint_not_lifted
6	3095711	15.770669	Bin853	Yu2011_TIGR6.1_midpoint_not_lifted
6	3211564	16.253765	Bin854	Yu2011_TIGR6.1_midpoint_not_lifted
6	3327128	16.493574	Bin855	Yu2011_TIGR6.1_midpoint_not_lifted
6	3462320	17.223514	Bin856	Yu2011_TIGR6.1_midpoint_not_lifted
6	3571258	17.953454	Bin857	Yu2011_TIGR6.1_midpoint_not_lifted
6	3765768	18.193262	Bin858	Yu2011_TIGR6.1_midpoint_not_lifted
6	3986493	18.433071	Bin859	Yu2011_TIGR6.1_midpoint_not_lifted
6	4260240	26.050107	Bin860	Yu2011_TIGR6.1_midpoint_not_lifted
6	4637503	28.340584	Bin861	Yu2011_TIGR6.1_midpoint_not_lifted
6	4809620	29.575214	Bin862	Yu2011_TIGR6.1_midpoint_not_lifted
6	4855317	29.815023	Bin863	Yu2011_TIGR6.1_midpoint_not_lifted
6	4936320	30.054832	Bin864	Yu2011_TIGR6.1_midpoint_not_lifted
6	5024010	30.294640	Bin865	Yu2011_TIGR6.1_midpoint_not_lifted
6	5103907	30.534449	Bin866	Yu2011_TIGR6.1_midpoint_not_lifted
6	5203703	30.774258	Bin867	Yu2011_TIGR6.1_midpoint_not_lifted
6	5302036	31.014066	Bin868	Yu2011_TIGR6.1_midpoint_not_lifted
6	5426494	31.744006	Bin869	Yu2011_TIGR6.1_midpoint_not_lifted
6	5552274	32.978637	Bin870	Yu2011_TIGR6.1_midpoint_not_lifted
6	6045486	34.213267	Bin871	Yu2011_TIGR6.1_midpoint_not_lifted
6	6524192	38.516998	Bin872	Yu2011_TIGR6.1_midpoint_not_lifted
6	6609881	40.271564	Bin873	Yu2011_TIGR6.1_midpoint_not_lifted
6	6707028	40.754659	Bin874	Yu2011_TIGR6.1_midpoint_not_lifted
6	6772922	42.509225	Bin875	Yu2011_TIGR6.1_midpoint_not_lifted
6	6854439	42.749034	Bin876	Yu2011_TIGR6.1_midpoint_not_lifted
6	7009102	42.988843	Bin877	Yu2011_TIGR6.1_midpoint_not_lifted
6	7103745	43.471938	Bin878	Yu2011_TIGR6.1_midpoint_not_lifted
6	7145462	44.201878	Bin879	Yu2011_TIGR6.1_midpoint_not_lifted
6	7195154	45.182302	Bin880	Yu2011_TIGR6.1_midpoint_not_lifted
6	7266240	45.422110	Bin881	Yu2011_TIGR6.1_midpoint_not_lifted
6	7477584	48.548128	Bin882	Yu2011_TIGR6.1_midpoint_not_lifted
6	7668665	48.787937	Bin883	Yu2011_TIGR6.1_midpoint_not_lifted
6	7752500	49.768360	Bin884	Yu2011_TIGR6.1_midpoint_not_lifted
6	7860290	50.008169	Bin885	Yu2011_TIGR6.1_midpoint_not_lifted
6	8088580	50.738109	Bin886	Yu2011_TIGR6.1_midpoint_not_lifted
6	8290308	50.977917	Bin887	Yu2011_TIGR6.1_midpoint_not_lifted
6	8355105	51.217726	Bin888	Yu2011_TIGR6.1_midpoint_not_lifted
6	8422390	51.700822	Bin889	Yu2011_TIGR6.1_midpoint_not_lifted
6	8608066	51.940630	Bin890	Yu2011_TIGR6.1_midpoint_not_lifted
6	8940258	52.180439	Bin891	Yu2011_TIGR6.1_midpoint_not_lifted
6	9243211	52.420247	Bin892	Yu2011_TIGR6.1_midpoint_not_lifted
6	9511497	52.903343	Bin893	Yu2011_TIGR6.1_midpoint_not_lifted
6	9770657	58.142291	Bin894	Yu2011_TIGR6.1_midpoint_not_lifted
6	10127850	58.625386	Bin895	Yu2011_TIGR6.1_midpoint_not_lifted
6	10531949	59.860017	Bin896	Yu2011_TIGR6.1_midpoint_not_lifted
6	10759241	60.343112	Bin897	Yu2011_TIGR6.1_midpoint_not_lifted
6	10946479	60.582921	Bin898	Yu2011_TIGR6.1_midpoint_not_lifted
6	11264927	60.822730	Bin899	Yu2011_TIGR6.1_midpoint_not_lifted
6	11740040	61.305825	Bin900	Yu2011_TIGR6.1_midpoint_not_lifted
6	12255362	61.545634	Bin901	Yu2011_TIGR6.1_midpoint_not_lifted
6	13107186	68.453151	Bin902	Yu2011_TIGR6.1_midpoint_not_lifted
6	13775660	68.692959	Bin903	Yu2011_TIGR6.1_midpoint_not_lifted
6	14777078	68.932768	Bin904	Yu2011_TIGR6.1_midpoint_not_lifted
6	15767575	69.172576	Bin905	Yu2011_TIGR6.1_midpoint_not_lifted
6	16371960	69.412385	Bin906	Yu2011_TIGR6.1_midpoint_not_lifted
6	17543262	72.538403	Bin907	Yu2011_TIGR6.1_midpoint_not_lifted
6	18821311	73.268343	Bin908	Yu2011_TIGR6.1_midpoint_not_lifted
6	19534500	75.288820	Bin909	Yu2011_TIGR6.1_midpoint_not_lifted
6	19641646	75.528628	Bin910	Yu2011_TIGR6.1_midpoint_not_lifted
6	19751159	75.768437	Bin911	Yu2011_TIGR6.1_midpoint_not_lifted
6	19830314	76.251533	Bin912	Yu2011_TIGR6.1_midpoint_not_lifted
6	20025532	76.981473	Bin913	Yu2011_TIGR6.1_midpoint_not_lifted
6	20223252	77.221281	Bin914	Yu2011_TIGR6.1_midpoint_not_lifted
6	20363756	77.951221	Bin915	Yu2011_TIGR6.1_midpoint_not_lifted
6	20720078	78.191030	Bin916	Yu2011_TIGR6.1_midpoint_not_lifted
6	21027152	78.430838	Bin917	Yu2011_TIGR6.1_midpoint_not_lifted
6	21181490	78.913934	Bin918	Yu2011_TIGR6.1_midpoint_not_lifted
6	21388750	80.934411	Bin919	Yu2011_TIGR6.1_midpoint_not_lifted
6	21513894	81.174219	Bin920	Yu2011_TIGR6.1_midpoint_not_lifted
6	21624511	81.414028	Bin921	Yu2011_TIGR6.1_midpoint_not_lifted
6	21915782	82.143968	Bin922	Yu2011_TIGR6.1_midpoint_not_lifted
6	22173201	84.164445	Bin923	Yu2011_TIGR6.1_midpoint_not_lifted
6	22381804	84.404254	Bin924	Yu2011_TIGR6.1_midpoint_not_lifted
6	22679726	84.644062	Bin925	Yu2011_TIGR6.1_midpoint_not_lifted
6	22934560	85.127158	Bin926	Yu2011_TIGR6.1_midpoint_not_lifted
6	23063295	85.610253	Bin927	Yu2011_TIGR6.1_midpoint_not_lifted
6	23104730	85.850062	Bin928	Yu2011_TIGR6.1_midpoint_not_lifted
6	23240273	87.084693	Bin929	Yu2011_TIGR6.1_midpoint_not_lifted
6	23429910	88.065116	Bin930	Yu2011_TIGR6.1_midpoint_not_lifted
6	23695734	88.304925	Bin931	Yu2011_TIGR6.1_midpoint_not_lifted
6	23906190	88.544733	Bin932	Yu2011_TIGR6.1_midpoint_not_lifted
6	23991820	91.670751	Bin933	Yu2011_TIGR6.1_midpoint_not_lifted
6	24102990	92.400691	Bin934	Yu2011_TIGR6.1_midpoint_not_lifted
6	24227582	92.640500	Bin935	Yu2011_TIGR6.1_midpoint_not_lifted
6	24371095	92.880308	Bin936	Yu2011_TIGR6.1_midpoint_not_lifted
6	24549982	93.363404	Bin937	Yu2011_TIGR6.1_midpoint_not_lifted
6	24790732	96.776802	Bin938	Yu2011_TIGR6.1_midpoint_not_lifted
6	24979251	97.016611	Bin939	Yu2011_TIGR6.1_midpoint_not_lifted
6	25066476	97.256420	Bin940	Yu2011_TIGR6.1_midpoint_not_lifted
6	25150878	98.749068	Bin941	Yu2011_TIGR6.1_midpoint_not_lifted
6	25417748	98.988876	Bin942	Yu2011_TIGR6.1_midpoint_not_lifted
6	25945842	102.991012	Bin943	Yu2011_TIGR6.1_midpoint_not_lifted
6	26343544	104.225642	Bin944	Yu2011_TIGR6.1_midpoint_not_lifted
6	26633646	104.465451	Bin945	Yu2011_TIGR6.1_midpoint_not_lifted
6	27322388	105.700082	Bin946	Yu2011_TIGR6.1_midpoint_not_lifted
6	27857750	116.432929	Bin947	Yu2011_TIGR6.1_midpoint_not_lifted
6	27969454	116.916024	Bin948	Yu2011_TIGR6.1_midpoint_not_lifted
6	28227628	122.805176	Bin949	Yu2011_TIGR6.1_midpoint_not_lifted
6	28450775	123.288271	Bin950	Yu2011_TIGR6.1_midpoint_not_lifted
6	28472546	123.528080	Bin951	Yu2011_TIGR6.1_midpoint_not_lifted
6	28554105	123.767889	Bin952	Yu2011_TIGR6.1_midpoint_not_lifted
6	28640896	124.250984	Bin953	Yu2011_TIGR6.1_midpoint_not_lifted
6	28745162	125.485615	Bin954	Yu2011_TIGR6.1_midpoint_not_lifted
6	28902978	125.725423	Bin955	Yu2011_TIGR6.1_midpoint_not_lifted
6	29019678	125.965232	Bin956	Yu2011_TIGR6.1_midpoint_not_lifted
6	29102419	126.205041	Bin957	Yu2011_TIGR6.1_midpoint_not_lifted
6	29163952	127.185464	Bin958	Yu2011_TIGR6.1_midpoint_not_lifted
6	29316421	127.425273	Bin959	Yu2011_TIGR6.1_midpoint_not_lifted
6	29478972	127.908368	Bin960	Yu2011_TIGR6.1_midpoint_not_lifted
6	29524431	128.148177	Bin961	Yu2011_TIGR6.1_midpoint_not_lifted
6	29560184	128.387986	Bin962	Yu2011_TIGR6.1_midpoint_not_lifted
6	29630786	128.627794	Bin963	Yu2011_TIGR6.1_midpoint_not_lifted
6	29739506	130.648271	Bin964	Yu2011_TIGR6.1_midpoint_not_lifted
6	30037610	132.140919	Bin965	Yu2011_TIGR6.1_midpoint_not_lifted
6	30383579	144.172755	Bin966	Yu2011_TIGR6.1_midpoint_not_lifted
6	30873363	144.412563	Bin967	Yu2011_TIGR6.1_midpoint_not_lifted
7	60030	0.000000	Bin968	Yu2011_TIGR6.1_midpoint_not_lifted
7	136982	0.239809	Bin969	Yu2011_TIGR6.1_midpoint_not_lifted
7	230905	0.479617	Bin970	Yu2011_TIGR6.1_midpoint_not_lifted
7	367610	0.962713	Bin971	Yu2011_TIGR6.1_midpoint_not_lifted
7	434168	1.202521	Bin972	Yu2011_TIGR6.1_midpoint_not_lifted
7	538382	1.932461	Bin973	Yu2011_TIGR6.1_midpoint_not_lifted
7	668314	2.415557	Bin974	Yu2011_TIGR6.1_midpoint_not_lifted
7	761061	2.898652	Bin975	Yu2011_TIGR6.1_midpoint_not_lifted
7	864464	3.628592	Bin976	Yu2011_TIGR6.1_midpoint_not_lifted
7	913118	3.868401	Bin977	Yu2011_TIGR6.1_midpoint_not_lifted
7	928616	4.848825	Bin978	Yu2011_TIGR6.1_midpoint_not_lifted
7	1064145	5.088633	Bin979	Yu2011_TIGR6.1_midpoint_not_lifted
7	1245784	7.653298	Bin980	Yu2011_TIGR6.1_midpoint_not_lifted
7	1522786	7.893107	Bin981	Yu2011_TIGR6.1_midpoint_not_lifted
7	1788600	8.623047	Bin982	Yu2011_TIGR6.1_midpoint_not_lifted
7	1972052	8.862855	Bin983	Yu2011_TIGR6.1_midpoint_not_lifted
7	2140184	9.345951	Bin984	Yu2011_TIGR6.1_midpoint_not_lifted
7	2197404	10.075891	Bin985	Yu2011_TIGR6.1_midpoint_not_lifted
7	2230044	10.315699	Bin986	Yu2011_TIGR6.1_midpoint_not_lifted
7	2276349	10.798795	Bin987	Yu2011_TIGR6.1_midpoint_not_lifted
7	2567322	11.779218	Bin988	Yu2011_TIGR6.1_midpoint_not_lifted
7	2885648	25.672641	Bin989	Yu2011_TIGR6.1_midpoint_not_lifted
7	3118542	25.912450	Bin990	Yu2011_TIGR6.1_midpoint_not_lifted
7	3534509	27.405098	Bin991	Yu2011_TIGR6.1_midpoint_not_lifted
7	3896548	27.644906	Bin992	Yu2011_TIGR6.1_midpoint_not_lifted
7	4489484	28.128002	Bin993	Yu2011_TIGR6.1_midpoint_not_lifted
7	5499684	45.697896	Bin994	Yu2011_TIGR6.1_midpoint_not_lifted
7	6041430	45.937705	Bin995	Yu2011_TIGR6.1_midpoint_not_lifted
7	6387444	46.420800	Bin996	Yu2011_TIGR6.1_midpoint_not_lifted
7	6840885	46.660609	Bin997	Yu2011_TIGR6.1_midpoint_not_lifted
7	7045235	50.074008	Bin998	Yu2011_TIGR6.1_midpoint_not_lifted
7	7140605	50.313816	Bin999	Yu2011_TIGR6.1_midpoint_not_lifted
7	7177962	50.553625	Bin1000	Yu2011_TIGR6.1_midpoint_not_lifted
7	7233856	50.793433	Bin1001	Yu2011_TIGR6.1_midpoint_not_lifted
7	7430062	51.523373	Bin1002	Yu2011_TIGR6.1_midpoint_not_lifted
7	8001162	52.253313	Bin1003	Yu2011_TIGR6.1_midpoint_not_lifted
7	8581362	54.007879	Bin1004	Yu2011_TIGR6.1_midpoint_not_lifted
7	8844480	54.247688	Bin1005	Yu2011_TIGR6.1_midpoint_not_lifted
7	9137474	54.730783	Bin1006	Yu2011_TIGR6.1_midpoint_not_lifted
7	11070180	54.970592	Bin1007	Yu2011_TIGR6.1_midpoint_not_lifted
7	14105547	55.210401	Bin1008	Yu2011_TIGR6.1_midpoint_not_lifted
7	15784574	60.449348	Bin1009	Yu2011_TIGR6.1_midpoint_not_lifted
7	16381450	60.689157	Bin1010	Yu2011_TIGR6.1_midpoint_not_lifted
7	16610046	60.928965	Bin1011	Yu2011_TIGR6.1_midpoint_not_lifted
7	16639356	61.412061	Bin1012	Yu2011_TIGR6.1_midpoint_not_lifted
7	16814038	61.651870	Bin1013	Yu2011_TIGR6.1_midpoint_not_lifted
7	17150918	63.672347	Bin1014	Yu2011_TIGR6.1_midpoint_not_lifted
7	17363653	64.155442	Bin1015	Yu2011_TIGR6.1_midpoint_not_lifted
7	17457062	65.648090	Bin1016	Yu2011_TIGR6.1_midpoint_not_lifted
7	17608207	66.131186	Bin1017	Yu2011_TIGR6.1_midpoint_not_lifted
7	17724103	66.370994	Bin1018	Yu2011_TIGR6.1_midpoint_not_lifted
7	17820097	66.610803	Bin1019	Yu2011_TIGR6.1_midpoint_not_lifted
7	18014961	66.850612	Bin1020	Yu2011_TIGR6.1_midpoint_not_lifted
7	18252364	67.090420	Bin1021	Yu2011_TIGR6.1_midpoint_not_lifted
7	18581491	67.573516	Bin1022	Yu2011_TIGR6.1_midpoint_not_lifted
7	19031995	69.328082	Bin1023	Yu2011_TIGR6.1_midpoint_not_lifted
