marker_id	marker_join_id	chr	cM	marker_class	is_dart
XbrPb-658181	brpb-658181	A9	73.323	DArT	1
XbrPb-840687	brpb-840687	A9	73.51	DArT	1
XHR-C012-A9a	hr-c012-a9a	A9	74.189	Non-DArT	0
XbrPb-663111	brpb-663111	A9	74.194	DArT	1
XbrPb-658542	brpb-658542	A9	74.274	DArT	1
XbrPb-658684	brpb-658684	A9	74.348	DArT	1
XHR-C013-A9b	hr-c013-a9b	A9	74.413	Non-DArT	0
XH032N11-2	h032n11-2	A9	74.461	Non-DArT	0
XH143H14-2	h143h14-2	A9	74.973	Non-DArT	0
XB042K13-5	b042k13-5	A9	75.99	Non-DArT	0
XbrPb-661310	brpb-661310	A9	79.340765	DArT	1
XbrPb-658973	brpb-658973	A9	80.802313	DArT	1
XpW233a	pw233a	A9	81.775	Non-DArT	0
XbrPb-841802	brpb-841802	A9	82.548	DArT	1
XbrPb-840499	brpb-840499	A9	82.629	DArT	1
XbrPb-661207	brpb-661207	A9	82.848	DArT	1
XbrPb-808055	brpb-808055	A9	83.133	DArT	1
XbrPb-658317	brpb-658317	A9	83.435	DArT	1
XbrPb-839875	brpb-839875	A9	83.807	DArT	1
XbrPb-840188	brpb-840188	A9	87.080353	DArT	1
XB036K20-3	b036k20-3	A9	87.768	Non-DArT	0
XbrPb-659184	brpb-659184	A9	88.54244	DArT	1
XB039K15-5-2	b039k15-5-2	A9	89.285	Non-DArT	0
XH053G11-1	h053g11-1	A9	90.128	Non-DArT	0
XpW122	pw122	A9	91.333	Non-DArT	0
XbrPb-670354	brpb-670354	A9	92.236474	DArT	1
XH010M17-3	h010m17-3	A9	94.858	Non-DArT	0
XIGF2029a	igf2029a	A9	96.301	Non-DArT	0
XbrPb-809095	brpb-809095	A9	98.624	DArT	1
XH133J19-37	h133j19-37	A9	99.985	Non-DArT	0
XKBrB011P07	kbrb011p07	A9	101.163	Non-DArT	0
XbrPb-657774	brpb-657774	A9	108.581483	DArT	1
XbrPb-658660	brpb-658660	A9	109.47	DArT	1
XbrPb-658975	brpb-658975	A9	109.781	DArT	1
XbrPb-661964	brpb-661964	A9	110.139531	DArT	1
XbrPb-808671	brpb-808671	A9	110.139531	DArT	1
XH055O17-4	h055o17-4	A9	112.077	Non-DArT	0
Xmyb28-1F/R	myb28-1f/r	A9	112.737	Non-DArT	0
XKBrB051M06	kbrb051m06	A9	113.424	Non-DArT	0
XKBrB068N22-1	kbrb068n22-1	A9	115.169	Non-DArT	0
XB005E24-3	b005e24-3	A9	117.563	Non-DArT	0
XbrPb-839472	brpb-839472	A9	118.308	DArT	1
XS001F23-2	s001f23-2	A9	119.912	Non-DArT	0
XbrPb-671346	brpb-671346	A9	120.063129	DArT	1
XbrPb-658666	brpb-658666	A9	120.74584	DArT	1
XbrPb-661779	brpb-661779	A9	120.74584	DArT	1
XbrPb-807995	brpb-807995	A9	120.74584	DArT	1
XIGF5385f	igf5385f	A9	121.573	Non-DArT	0
XIGF5222b	igf5222b	A9	128.328	Non-DArT	0
XIGF2041E	igf2041e	C1	0	Non-DArT	0
XCB10208	cb10208	C1	6.442	Non-DArT	0
XBRMS-056	brms-056	C1	10.85	Non-DArT	0
XIGF2026c	igf2026c	C1	12.374	Non-DArT	0
XCB10369	cb10369	C1	14.637	Non-DArT	0
XIGF0178b	igf0178b	C1	21.291	Non-DArT	0
XIGF2105a	igf2105a	C1	22.174	Non-DArT	0
XCB10277	cb10277	C1	26.398	Non-DArT	0
XZAAS156b	zaas156b	C1	27.962	Non-DArT	0
XSA34	sa34	C1	29.539	Non-DArT	0
XZAAS02	zaas02	C1	29.903	Non-DArT	0
XJICB0483	jicb0483	C1	30.986	Non-DArT	0
XIGF0504b	igf0504b	C1	31.837	Non-DArT	0
XIGF1059E	igf1059e	C1	32.3	Non-DArT	0
XNa12C08	na12c08	C1	32.539	Non-DArT	0
XCB10258	cb10258	C1	32.895	Non-DArT	0
XbrPb-842276	brpb-842276	C1	35.793	DArT	1
XbrPb-671172	brpb-671172	C1	36.337	DArT	1
XbrPb-663378	brpb-663378	C1	36.471	DArT	1
XbrPb-671293	brpb-671293	C1	36.757	DArT	1
XbrPb-660211	brpb-660211	C1	36.758	DArT	1
XbrPb-659121	brpb-659121	C1	37.473	DArT	1
XbrPb-661486	brpb-661486	C1	37.953	DArT	1
XbrPb-840904	brpb-840904	C1	38.698	DArT	1
XbrPb-839539	brpb-839539	C1	38.709	DArT	1
XbrPb-839361	brpb-839361	C1	38.712	DArT	1
XbrPb-838928	brpb-838928	C1	38.713	DArT	1
XbrPb-838800	brpb-838800	C1	38.714	DArT	1
XbrPb-839261	brpb-839261	C1	38.716	DArT	1
XbrPb-838583	brpb-838583	C1	38.719	DArT	1
XbrPb-839122	brpb-839122	C1	38.738	DArT	1
XbrPb-840955	brpb-840955	C1	38.748	DArT	1
XbrPb-670896	brpb-670896	C1	38.753	DArT	1
XbrPb-839014	brpb-839014	C1	38.753	DArT	1
XbrPb-840742	brpb-840742	C1	38.788	DArT	1
XbrPb-838470	brpb-838470	C1	39.585	DArT	1
XbrPb-838936	brpb-838936	C1	40.238	DArT	1
XbrPb-663093	brpb-663093	C1	47.267	DArT	1
XZAAS146	zaas146	C1	56.021	Non-DArT	0
XpW190b	pw190b	C1	57.644	Non-DArT	0
XBRMS-175	brms-175	C1	60.918	Non-DArT	0
XIGF3141e	igf3141e	C1	63.841	Non-DArT	0
XpW119	pw119	C2	0	Non-DArT	0
XsR12095	sr12095	C2	2.574	Non-DArT	0
XbrPb-839621	brpb-839621	C2	5.951	DArT	1
XbrPb-670051	brpb-670051	C2	6.444	DArT	1
XbrPb-660779	brpb-660779	C2	6.526	DArT	1
XbrPb-838772	brpb-838772	C2	7.294	DArT	1
XbrPb-662275	brpb-662275	C2	7.32	DArT	1
XbrPb-661051	brpb-661051	C2	7.59	DArT	1
XbrPb-808460	brpb-808460	C2	11.66	DArT	1
XbrPb-841091	brpb-841091	C2	16.111	DArT	1
XbrPb-659062	brpb-659062	C2	16.165	DArT	1
XbrPb-663102	brpb-663102	C2	30.132	DArT	1
XbrPb-839164	brpb-839164	C2	30.792159	DArT	1
XbrPb-809917	brpb-809917	C2	32.03	DArT	1
XbrPb-659813	brpb-659813	C2	33.479	DArT	1
XbrPb-660919	brpb-660919	C2	33.702	DArT	1
XbrPb-660770	brpb-660770	C2	33.784	DArT	1
XbrPb-841752	brpb-841752	C2	35.12	DArT	1
XbrPb-841129	brpb-841129	C2	35.122	DArT	1
XbrPb-669906	brpb-669906	C2	35.159	DArT	1
XbrPb-841359	brpb-841359	C2	35.163	DArT	1
XsN3761b	sn3761b	C2	38.213	Non-DArT	0
XIGF5190b	igf5190b	C2	39.842	Non-DArT	0
XCB10530b	cb10530b	C2	41.536	Non-DArT	0
XOl13G05	ol13g05	C2	43.879	Non-DArT	0
XHG-FT-C2	hg-ft-c2	C2	47.041	Non-DArT	0
XbrPb-670908	brpb-670908	C2	48.915463	DArT	1
XbrPb-840516	brpb-840516	C2	51.184762	DArT	1
XbrPb-661401	brpb-661401	C2	56.134578	DArT	1
XbrPb-839003	brpb-839003	C2	56.134578	DArT	1
XbrPb-660803	brpb-660803	C2	56.434149	DArT	1
XbrPb-662889	brpb-662889	C2	56.434149	DArT	1
XbrPb-838773	brpb-838773	C2	56.434149	DArT	1
XbrPb-839858	brpb-839858	C2	56.434149	DArT	1
XbrPb-842056	brpb-842056	C2	56.434149	DArT	1
XbrPb-840239	brpb-840239	C2	56.8	DArT	1
XbrPb-838970	brpb-838970	C2	56.824	DArT	1
XbrPb-840127	brpb-840127	C2	57.316503	DArT	1
XbrPb-841932	brpb-841932	C2	57.316503	DArT	1
XHR-C008-C2	hr-c008-c2	C2	60.924	Non-DArT	0
XSA12a	sa12a	C2	62.691	Non-DArT	0
XbrPb-838939	brpb-838939	C2	67.8376	DArT	1
XbrPb-660347	brpb-660347	C2	68.620117	DArT	1
XIGF3246z	igf3246z	C2	72.767	Non-DArT	0
XOl10H02	ol10h02	C2	78.69	Non-DArT	0
XOl12B03	ol12b03	C2	79.045	Non-DArT	0
XsORA43	sora43	C2	79.78	Non-DArT	0
XNa12C12	na12c12	C2	86.684	Non-DArT	0
XsNRE30	snre30	C2	91.297	Non-DArT	0
XbrPb-809033	brpb-809033	C2	103.045	DArT	1
XNa12C03	na12c03	C2	110.204	Non-DArT	0
XJICB0260	jicb0260	C3	0	Non-DArT	0
XbrPb-660869	brpb-660869	C3	4.49	DArT	1
XBRMS-218	brms-218	C3	6.694	Non-DArT	0
XbrPb-659545	brpb-659545	C3	7.568	DArT	1
XbrPb-809756	brpb-809756	C3	8.974	DArT	1
XbrPb-659400	brpb-659400	C3	8.984	DArT	1
XbrPb-662113	brpb-662113	C3	9.0245	DArT	1
XbrPb-838807	brpb-838807	C3	9.0245	DArT	1
XbrPb-659222	brpb-659222	C3	9.037	DArT	1
XbrPb-662956	brpb-662956	C3	9.065	DArT	1
XKR50010-3	kr50010-3	C3	9.695	Non-DArT	0
XB027A19-1	b027a19-1	C3	10.08	Non-DArT	0
XbrPb-809652	brpb-809652	C3	17.479	DArT	1
XbrPb-670951	brpb-670951	C3	20.284	DArT	1
XbrPb-662446	brpb-662446	C3	20.292	DArT	1
XbrPb-808216	brpb-808216	C3	20.292	DArT	1
XbrPb-808265	brpb-808265	C3	20.292	DArT	1
XbrPb-659783	brpb-659783	C3	20.3	DArT	1
XBRMS-269	brms-269	C3	23.289	Non-DArT	0
XbrPb-809530	brpb-809530	C3	24.403	DArT	1
XH048N09-4	h048n09-4	C3	26.519	Non-DArT	0
XB020N18-4	b020n18-4	C3	27.308	Non-DArT	0
XH091F08-1	h091f08-1	C3	28.025	Non-DArT	0
XpW221	pw221	C3	29.565	Non-DArT	0
XBRMS-071	brms-071	C3	30.043	Non-DArT	0
XBRMS-106	brms-106	C3	30.707	Non-DArT	0
Xpx141bH	px141bh	C3	33.636	Non-DArT	0
XBN12A	bn12a	C3	35.134	Non-DArT	0
XbrPb-670779	brpb-670779	C3	35.950505	DArT	1
XbrPb-839374	brpb-839374	C3	35.950505	DArT	1
XbrPb-839739	brpb-839739	C3	35.950505	DArT	1
Xpx141aE	px141ae	C3	36.871	Non-DArT	0
XHG-FLC-C3b	hg-flc-c3b	C3	40.003	Non-DArT	0
XIGF2134e	igf2134e	C3	42.627	Non-DArT	0
XbrPb-838972	brpb-838972	C3	44.65	DArT	1
XB063O08-4	b063o08-4	C3	47.02	Non-DArT	0
XH021E08-5	h021e08-5	C3	52.246	Non-DArT	0
Xbac-10	bac-10	C3	54.353	Non-DArT	0
XB078E04-2	b078e04-2	C3	61.879	Non-DArT	0
XbrPb-838679	brpb-838679	C3	64.868	DArT	1
XbrPb-660368	brpb-660368	C3	66.529	DArT	1
XH007D13-3-1	h007d13-3-1	C3	68.563	Non-DArT	0
XIGF0117a	igf0117a	C3	76.988	Non-DArT	0
XKR30140-1	kr30140-1	C3	80.64	Non-DArT	0
XOl11G11b	ol11g11b	C3	82.97	Non-DArT	0
XJICB2040_200	jicb2040_200	C3	93.574	Non-DArT	0
XIGF3165b	igf3165b	C3	94.852	Non-DArT	0
XH048J07-1	h048j07-1	C3	97.759	Non-DArT	0
XCNU099	cnu099	C3	99.249	Non-DArT	0
XIGF1141f	igf1141f	C3	103.171	Non-DArT	0
XJICB2035_300	jicb2035_300	C3	109.172	Non-DArT	0
XbrPb-659179	brpb-659179	C3	110.241	DArT	1
XSA27	sa27	C3	112.941	Non-DArT	0
XJICB2001_300	jicb2001_300	C3	113.085	Non-DArT	0
XsN2032	sn2032	C3	113.424	Non-DArT	0
XNa10G06b	na10g06b	C3	114.174	Non-DArT	0
XJICB2047_250	jicb2047_250	C3	114.403	Non-DArT	0
XpW146	pw146	C3	116.159	Non-DArT	0
XIGF5376b	igf5376b	C3	116.485	Non-DArT	0
XbrPb-659578	brpb-659578	C3	119.754	DArT	1
XbrPb-670773	brpb-670773	C3	120.112852	DArT	1
XbrPb-839761	brpb-839761	C3	120.112852	DArT	1
XbrPb-662684	brpb-662684	C3	120.728	DArT	1
XbrPb-669898	brpb-669898	C3	120.748	DArT	1
XbrPb-840398	brpb-840398	C3	120.77	DArT	1
XbrPb-661328	brpb-661328	C3	120.783	DArT	1
XBOG33R	bog33r	C3	123.219	Non-DArT	0
XMR049	mr049	C3	129.872	Non-DArT	0
XBRAS068	bras068	C3	129.881	Non-DArT	0
XOl13C12	ol13c12	C3	130.803	Non-DArT	0
XbrPb-663222	brpb-663222	C3	133.316546	DArT	1
XJICB0633	jicb0633	C3	135.538	Non-DArT	0
XHG-FAE1-C3	hg-fae1-c3	C3	137.021	Non-DArT	0
XHS-Au8	hs-au8	C3	141.369	Non-DArT	0
XBRMS-093	brms-093	C3	145.41	Non-DArT	0
XIGF1152z	igf1152z	C3	153.917	Non-DArT	0
XbrPb-659237	brpb-659237	C4	0	DArT	1
XbrPb-658209	brpb-658209	C4	4.858392	DArT	1
XbrPb-661581	brpb-661581	C4	4.858392	DArT	1
XJICB2056_150	jicb2056_150	C4	12.302	Non-DArT	0
XJICB0088	jicb0088	C4	15.62	Non-DArT	0
XbrPb-660881	brpb-660881	C4	17.304	DArT	1
XBRMS-166	brms-166	C4	19.534	Non-DArT	0
XsS2277	ss2277	C4	25.108	Non-DArT	0
XNa10F06	na10f06	C4	27.711	Non-DArT	0
XBRMS-315	brms-315	C4	33.249	Non-DArT	0
XIGF3310l	igf3310l	C4	36.079	Non-DArT	0
XIGF5702d	igf5702d	C4	37.992	Non-DArT	0
XbrPb-663380	brpb-663380	C4	38.97	DArT	1
XsORF73	sorf73	C4	41.883	Non-DArT	0
XSA55	sa55	C4	42.778	Non-DArT	0
XbrPb-661242	brpb-661242	C4	43.956	DArT	1
XsN12353c	sn12353c	C4	44.888	Non-DArT	0
XbrPb-670381	brpb-670381	C4	46.277	DArT	1
XbrPb-660096	brpb-660096	C4	51.709	DArT	1
XCB10530a	cb10530a	C4	54.844	Non-DArT	0
XNa10C01a	na10c01a	C4	55.812	Non-DArT	0
XBRAS061	bras061	C4	56.394	Non-DArT	0
XOl12D02	ol12d02	C4	56.784	Non-DArT	0
XbrPb-661180	brpb-661180	C4	58.174	DArT	1
XbrPb-659557	brpb-659557	C4	58.198	DArT	1
XbrPb-663660	brpb-663660	C4	58.264	DArT	1
XbrPb-671298	brpb-671298	C4	58.273	DArT	1
XbrPb-840966	brpb-840966	C4	58.296	DArT	1
XHR-C015-C4b	hr-c015-c4b	C4	58.612	Non-DArT	0
XbrPb-660360	brpb-660360	C4	60.917762	DArT	1
XIGF3395c	igf3395c	C4	61.304	Non-DArT	0
XMR140	mr140	C4	62.387	Non-DArT	0
XbrPb-659923	brpb-659923	C4	67.89443	DArT	1
XbrPb-661414	brpb-661414	C4	83.981	DArT	1
XbrPb-670011	brpb-670011	C4	85.463	DArT	1
XbrPb-670133	brpb-670133	C4	86.775	DArT	1
XZAAS245	zaas245	C4	96.369	Non-DArT	0
XbrPb-839769	brpb-839769	C4	105.741	DArT	1
XIGF1002e	igf1002e	C4	110.339	Non-DArT	0
XJICB0149	jicb0149	C4	116.717	Non-DArT	0
XJICB0111	jicb0111	C4	118.86	Non-DArT	0
XCB10493	cb10493	C4	121.557	Non-DArT	0
XMR155	mr155	C4	127.145	Non-DArT	0
XbrPb-659694	brpb-659694	C4	130	DArT	1
XbrPb-659659	brpb-659659	C4	132.911	DArT	1
XBRMS-309	brms-309	C5	0	Non-DArT	0
XNa10D11	na10d11	C5	6.105	Non-DArT	0
XsS2131	ss2131	C5	6.262	Non-DArT	0
XsS2129	ss2129	C5	6.905	Non-DArT	0
Xem12me21-150	em12me21-150	C5	8.819	Non-DArT	0
XNa12E06B	na12e06b	C5	9.898	Non-DArT	0
XRA2F11	ra2f11	C5	12.987	Non-DArT	0
XbrPb-808840	brpb-808840	C5	17.124	DArT	1
XbrPb-839592	brpb-839592	C5	17.169	DArT	1
XbrPb-658946	brpb-658946	C5	17.288584	DArT	1
XbrPb-810025	brpb-810025	C5	17.288584	DArT	1
XIGF3112a	igf3112a	C5	25.682	Non-DArT	0
XKBrB086M23-6_575	kbrb086m23-6_575	C5	28.184	Non-DArT	0
XbrPb-663421	brpb-663421	C5	34.976	DArT	1
XbrPb-808426	brpb-808426	C5	36.656	DArT	1
XbrPb-809377	brpb-809377	C5	37.685	DArT	1
XJICB0509	jicb0509	C5	54.676	Non-DArT	0
XOl10B02	ol10b02	C5	57.172	Non-DArT	0
XNa12G12	na12g12	C5	67.108	Non-DArT	0
XsORH13	sorh13	C5	67.521	Non-DArT	0
XIGF1017E	igf1017e	C5	75.016	Non-DArT	0
XCB10124	cb10124	C5	81.191	Non-DArT	0
XpW243	pw243	C5	85.315	Non-DArT	0
XSA02	sa02	C5	93.87	Non-DArT	0
XIGF1226b	igf1226b	C6	0	Non-DArT	0
XbrPb-671296	brpb-671296	C6	9.863	DArT	1
XbrPb-670686	brpb-670686	C6	9.926	DArT	1
XCNU053a	cnu053a	C6	12.38	Non-DArT	0
XBog46-2	bog46-2	C6	23.39	Non-DArT	0
XPA28	pa28	C6	26.286	Non-DArT	0
XBOG44-1	bog44-1	C6	38.779	Non-DArT	0
XbrPb-840991	brpb-840991	C6	40.134	DArT	1
XbrPb-660868	brpb-660868	C6	41.027	DArT	1
XHG-FT-C6b	hg-ft-c6b	C6	44.293	Non-DArT	0
XHS-Au4	hs-au4	C6	44.76	Non-DArT	0
XHG-AP1-C6a	hg-ap1-c6a	C6	44.858	Non-DArT	0
XNa12A05	na12a05	C6	45.353	Non-DArT	0
XpW134	pw134	C6	45.563	Non-DArT	0
XNa12A02	na12a02	C6	45.818	Non-DArT	0
XHS-CCSSR1	hs-ccssr1	C6	45.991	Non-DArT	0
XHS-028L01_AT3	hs-028l01_at3	C6	46.449	Non-DArT	0
XsR12387	sr12387	C6	47.756	Non-DArT	0
XBOM09	bom09	C6	52.462	Non-DArT	0
XBRMS-015	brms-015	C6	55.117	Non-DArT	0
XBOH88	boh88	C6	56.367	Non-DArT	0
XCB10010	cb10010	C6	66.697	Non-DArT	0
XHS-WA3	hs-wa3	C6	67.483	Non-DArT	0
XIGF3380b	igf3380b	C6	67.882	Non-DArT	0
XHBr025	hbr025	C6	71.067	Non-DArT	0
XbrPb-660965	brpb-660965	C6	72.588	DArT	1
XbrPb-660930	brpb-660930	C6	72.892	DArT	1
XMR133.1	mr133.1	C6	73.963	Non-DArT	0
XbrPb-840884	brpb-840884	C6	76.583	DArT	1
XHS-CJA115	hs-cja115	C6	77.116	Non-DArT	0
XNa12E01a	na12e01a	C6	77.839	Non-DArT	0
XCB10234	cb10234	C6	79.478	Non-DArT	0
XHR-C005-C6	hr-c005-c6	C6	84.722	Non-DArT	0
XbrPb-840778	brpb-840778	C6	86.383	DArT	1
XbrPb-840224	brpb-840224	C6	86.8	DArT	1
XbrPb-839764	brpb-839764	C6	86.815	DArT	1
XbrPb-660629	brpb-660629	C6	86.978	DArT	1
XH005A08-1-3	h005a08-1-3	C6	87.658	Non-DArT	0
XH023G06-1-1	h023g06-1-1	C6	89.083	Non-DArT	0
XsS2486	ss2486	C6	90.875	Non-DArT	0
XHG4-BSR10	hg4-bsr10	C6	96.065	Non-DArT	0
XHG-TAG1-C6	hg-tag1-c6	C6	98.796	Non-DArT	0
XCNU400	cnu400	C7	0	Non-DArT	0
XbrPb-670555	brpb-670555	C7	6.341	DArT	1
XIGF3138z	igf3138z	C7	7.656	Non-DArT	0
XIGF5702e	igf5702e	C7	9.68	Non-DArT	0
XIGF5706y	igf5706y	C7	13.322	Non-DArT	0
XIGF5707b	igf5707b	C7	14.748	Non-DArT	0
XIGF5415a	igf5415a	C7	17.992	Non-DArT	0
XB068N22-1	b068n22-1	C7	19.88	Non-DArT	0
XKC30870-3	kc30870-3	C7	25.616	Non-DArT	0
XbrPb-661067	brpb-661067	C7	28.682	DArT	1
XbrPb-838511	brpb-838511	C7	28.701	DArT	1
XHS-Au39a	hs-au39a	C7	30.071	Non-DArT	0
XBRMS-185	brms-185	C7	31.176	Non-DArT	0
XIGF9014c	igf9014c	C7	34.658	Non-DArT	0
XpW179a	pw179a	C7	37.331	Non-DArT	0
XH023G06-1-2	h023g06-1-2	C7	40.477	Non-DArT	0
XbrPb-663509	brpb-663509	C7	44.760387	DArT	1
XbrPb-660955	brpb-660955	C7	45.231	DArT	1
XB079E08-3	b079e08-3	C7	51.581	Non-DArT	0
XbrPb-671142	brpb-671142	C7	54.422	DArT	1
XH111N19-5	h111n19-5	C7	55.857	Non-DArT	0
XbrPb-839254	brpb-839254	C7	58.992559	DArT	1
XbrPb-659327	brpb-659327	C7	59.45	DArT	1
XNa12B05b	na12b05b	C8	0	Non-DArT	0
XOl12G04	ol12g04	C8	7.546	Non-DArT	0
XSA82	sa82	C8	14.898	Non-DArT	0
XKBrB088I08-12	kbrb088i08-12	C8	17.713	Non-DArT	0
XbrPb-839099	brpb-839099	C8	19.729	DArT	1
XbrPb-660994	brpb-660994	C8	23.26	DArT	1
XIGF3369a	igf3369a	C8	29.798	Non-DArT	0
XbrPb-839662	brpb-839662	C8	33.119	DArT	1
XbrPb-660785	brpb-660785	C8	33.703	DArT	1
XH076J01-2	h076j01-2	C8	36.035	Non-DArT	0
XFITO409	fito409	C8	36.53	Non-DArT	0
XH110N19-3	h110n19-3	C8	37.714	Non-DArT	0
XCB10179	cb10179	C8	38.932	Non-DArT	0
XMR64	mr64	C8	39.631	Non-DArT	0
Xniab129	niab129	C8	40.301	Non-DArT	0
XsN11670a	sn11670a	C8	42.476	Non-DArT	0
XbrPb-663196	brpb-663196	C8	43.74	DArT	1
XIGF2529z	igf2529z	C8	51.686	Non-DArT	0
XCB10504	cb10504	C8	52.631	Non-DArT	0
XKC20270-1	kc20270-1	C8	54.265	Non-DArT	0
XbrPb-659274	brpb-659274	C8	59.86	DArT	1
XB034P14-1-2	b034p14-1-2	C8	61.486	Non-DArT	0
XbrPb-663652	brpb-663652	C8	62.697	DArT	1
XbrPb-670302	brpb-670302	C8	62.741	DArT	1
XpW123cE	pw123ce	C8	66.028	Non-DArT	0
XsR5795	sr5795	C8	66.547	Non-DArT	0
XIGF1048c	igf1048c	C8	71.768	Non-DArT	0
XCB10092	cb10092	C8	72.802	Non-DArT	0
XCB10028	cb10028	C8	75.044	Non-DArT	0
XIGF5193c	igf5193c	C8	86.372	Non-DArT	0
XB043F18-C2-0-1	b043f18-c2-0-1	C8	103.022	Non-DArT	0
XH121P05-2	h121p05-2	C9	0	Non-DArT	0
XbrPb-838790	brpb-838790	C9	5.846	DArT	1
XH143A13-2-1	h143a13-2-1	C9	7.683	Non-DArT	0
XKBrH121P05-2	kbrh121p05-2	C9	10.226	Non-DArT	0
XCB10064	cb10064	C9	14.738	Non-DArT	0
XBnB120P10	bnb120p10	C9	18.381	Non-DArT	0
XBnB072G20	bnb072g20	C9	23.874	Non-DArT	0
XbrPb-663692	brpb-663692	C9	24.776	DArT	1
XbrPb-839234	brpb-839234	C9	24.798	DArT	1
XbrPb-838492	brpb-838492	C9	24.799	DArT	1
XbrPb-670326	brpb-670326	C9	24.869	DArT	1
XKBrH125N23-1	kbrh125n23-1	C9	25.854	Non-DArT	0
XH015F23-4	h015f23-4	C9	27.524	Non-DArT	0
XMyb28-3F/R	myb28-3f/r	C9	34.535	Non-DArT	0
XB025K04-1	b025k04-1	C9	48.737	Non-DArT	0
XB039K15-5-1	b039k15-5-1	C9	49.516	Non-DArT	0
XB068A23-1	b068a23-1	C9	50.519	Non-DArT	0
XbrPb-660506	brpb-660506	C9	54.495018	DArT	1
XB086C10-1	b086c10-1	C9	56.406	Non-DArT	0
XH099I08-130	h099i08-130	C9	58.419	Non-DArT	0
XbrPb-840166	brpb-840166	C9	60.049	DArT	1
XbrPb-670433	brpb-670433	C9	61.974	DArT	1
XpW233b	pw233b	C9	63.118	Non-DArT	0
Xniab022	niab022	C9	64.151	Non-DArT	0
XOl13C03	ol13c03	C9	64.876	Non-DArT	0
XSA30	sa30	C9	66.167	Non-DArT	0
XsNRG42	snrg42	C9	73.528	Non-DArT	0
XHR-C017-C9	hr-c017-c9	C9	75.041	Non-DArT	0
XbrPb-659992	brpb-659992	C9	75.168064	DArT	1
XbrPb-839212	brpb-839212	C9	75.168064	DArT	1
XNa12G04	na12g04	C9	77.575	Non-DArT	0
XIGF5193b	igf5193b	C9	83.051	Non-DArT	0
XCB10288	cb10288	C9	83.934	Non-DArT	0
XNa10D07b	na10d07b	C9	84.83	Non-DArT	0
XbrPb-670917	brpb-670917	C9	86.031	DArT	1
XbrPb-808246	brpb-808246	C9	88.936	DArT	1
XsR12384I	sr12384i	C9	91.659	Non-DArT	0
XHG4-BSR8	hg4-bsr8	C9	99.781	Non-DArT	0
Xpw155a	pw155a	C9	108.621	Non-DArT	0
